Node    [423,117] -> {[416,124]=9,899  }
Node    [416,124] -> {[423,117]=9,899  [409,131]=9,899  }
Node    [409,131] -> {[416,124]=9,899  [402,138]=9,899  }
Node    [402,138] -> {[409,131]=9,899  [394,143]=9,434  }
Node    [394,143] -> {[384,143]=10,0  [402,138]=9,434  }
Node    [384,143] -> {[394,143]=10,0  [374,143]=10,0  }
Node    [374,143] -> {[384,143]=10,0  [364,143]=10,0  }
Node    [364,143] -> {[357,136]=9,899  [374,143]=10,0  }
Node    [357,136] -> {[350,129]=9,899  [364,143]=9,899  }
Node    [350,129] -> {[357,136]=9,899  [349,119]=10,05  }
Node    [349,119] -> {[350,129]=10,05  [348,109]=10,05  }
Node    [348,109] -> {[341,102]=9,899  [349,119]=10,05  }
Node    [341,102] -> {[334,95]=9,899  [348,109]=9,899  }
Node    [334,95] -> {[341,102]=9,899  [327,88]=9,899  }
Node    [327,88] -> {[323,79]=9,849  [334,95]=9,899  }
Node    [323,79] -> {[327,88]=9,849  [317,80]=6,083  }
Node    [317,80] -> {[323,79]=6,083  [310,87]=9,899  }
Node    [310,87] -> {[303,94]=9,899  [317,80]=9,899  }
Node    [303,94] -> {[310,87]=9,899  [296,101]=9,899  }
Node    [296,101] -> {[289,108]=9,899  [303,94]=9,899  }
Node    [289,108] -> {[282,115]=9,899  [296,101]=9,899  }
Node    [282,115] -> {[274,120]=9,434  [289,108]=9,899  }
Node    [274,120] -> {[264,120]=10,0  [282,115]=9,434  }
Node    [264,120] -> {[274,120]=10,0  [255,121]=9,055  }
Node    [255,121] -> {[264,120]=9,055  [248,128]=9,899  }
Node    [248,128] -> {[255,121]=9,899  [249,138]=10,05  }
Node    [249,138] -> {[249,148]=10,0  [248,128]=10,05  }
Node    [249,148] -> {[249,138]=10,0  [249,158]=10,0  }
Node    [249,158] -> {[249,148]=10,0  [246,167]=9,487  }
Node    [246,167] -> {[249,158]=9,487  [239,174]=9,899  }
Node    [239,174] -> {[232,181]=9,899  [246,167]=9,899  }
Node    [232,181] -> {[225,188]=9,899  [239,174]=9,899  }
Node    [225,188] -> {[232,181]=9,899  [218,195]=9,899  }
Node    [218,195] -> {[225,188]=9,899  [216,204]=9,22  }
Node    [216,204] -> {[216,214]=10,0  [218,195]=9,22  }
Node    [216,214] -> {[216,204]=10,0  [216,224]=10,0  }
