Total nodes: 33   Frontiers: 6   Edges: 32
Nodes degrees
   [476,270]    5
   [493,287]    4
   [433,201]    3
   [439,239]    3
   [493,277]    2
   [420,167]    2
   [439,249]    2
   [411,131]    2
   [420,147]    2
   [486,270]    2
   [465,270]    2
   [475,270]    2
   [455,270]    2
   [447,265]    2
   [439,229]    2
   [439,209]    2
   [426,194]    2
   [420,177]    2
   [440,258]    2
   [420,157]    2
   [397,117]    2
   [404,124]    2
   [439,219]    2
   [418,138]    2
   [420,187]    2
   [486,280]    1
   (218,163)    1
   (315,364)    1
   (669,359)    1
   (276,359)    1
   (447,488)    1
   [390,110]    1
   (316,75)    1
Max: 5   Min: 1   Avg: 1

Closeness centrality:
   [439,239]    1
   [439,229]    0,996
   [439,249]    0,988
   [439,219]    0,985
   [440,258]    0,971
   [439,209]    0,966
   [447,265]    0,946
   [433,201]    0,94
   [455,270]    0,916
   [426,194]    0,903
   [465,270]    0,879
   [420,187]    0,864
   [475,270]    0,839
   [476,270]    0,834
   [420,177]    0,818
   [486,270]    0,774
   [420,167]    0,77
   [420,157]    0,721
   [493,277]    0,715
   [420,147]    0,671
   [493,287]    0,657
   [418,138]    0,625
   [486,280]    0,594
   [411,131]    0,577
   [404,124]    0,529
   [397,117]    0,483
   [390,110]    0,439
   (316,75)    0,105
   (315,364)    0,099
   (276,359)    0,05
   (447,488)    0,026
   (218,163)    0,022
   (669,359)    0

Betweenness centrality:
   [439,239]    1
   [439,229]    0,941
   [439,249]    0,93
   [439,219]    0,93
   [433,201]    0,926
   [439,209]    0,911
   [440,258]    0,911
   [447,265]    0,886
   [455,270]    0,852
   [465,270]    0,812
   [426,194]    0,812
   [475,270]    0,764
   [420,187]    0,764
   [476,270]    0,756
   [420,177]    0,708
   [420,167]    0,646
   [420,157]    0,576
   [420,147]    0,498
   [486,270]    0,498
   [493,277]    0,413
   [418,138]    0,413
   [493,287]    0,332
   [411,131]    0,321
   [404,124]    0,221
   [397,117]    0,114
   [486,280]    0
   (218,163)    0
   (315,364)    0
   (669,359)    0
   (276,359)    0
   (447,488)    0
   [390,110]    0
   (316,75)    0
