Total nodes: 34   Frontiers: 7   Edges: 33
Nodes degrees
   [476,290]    6
   [439,192]    4
   [476,270]    3
   [442,201]    2
   [476,280]    2
   [439,152]    2
   [504,233]    2
   [439,182]    2
   [456,215]    2
   [490,247]    2
   [439,132]    2
   [439,162]    2
   [501,226]    2
   [511,226]    2
   [481,226]    2
   [491,226]    2
   [471,226]    2
   [479,262]    2
   [449,208]    2
   [439,142]    2
   [497,240]    2
   [427,117]    2
   [463,222]    2
   [439,172]    2
   [483,254]    2
   [434,124]    2
   (657,355)    1
   (273,333)    1
   (321,401)    1
   (396,361)    1
   [420,110]    1
   (449,486)    1
   (319,75)    1
   (235,157)    1
Max: 6   Min: 1   Avg: 1

Closeness centrality:
   [481,226]    1
   [471,226]    1
   [463,222]    0,994
   [491,226]    0,993
   [456,215]    0,979
   [501,226]    0,978
   [449,208]    0,959
   [511,226]    0,958
   [442,201]    0,932
   [504,233]    0,931
   [439,192]    0,901
   [497,240]    0,899
   [490,247]    0,863
   [439,182]    0,852
   [483,254]    0,822
   [439,172]    0,802
   [479,262]    0,784
   [439,162]    0,75
   [476,270]    0,744
   [439,152]    0,697
   [476,280]    0,697
   [476,290]    0,649
   [439,142]    0,645
   [439,132]    0,594
   [434,124]    0,546
   [427,117]    0,498
   [420,110]    0,451
   (319,75)    0,131
   (396,361)    0,066
   (235,157)    0,064
   (657,355)    0,036
   (321,401)    0,006
   (273,333)    0
   (449,486)    0

Betweenness centrality:
   [481,226]    1
   [471,226]    1
   [491,226]    0,993
   [463,222]    0,993
   [456,215]    0,978
   [501,226]    0,978
   [439,192]    0,96
   [511,226]    0,956
   [449,208]    0,956
   [442,201]    0,926
   [504,233]    0,926
   [497,240]    0,89
   [490,247]    0,846
   [483,254]    0,794
   [439,182]    0,735
   [479,262]    0,735
   [476,270]    0,669
   [439,172]    0,669
   [476,280]    0,596
   [439,162]    0,596
   [476,290]    0,551
   [439,152]    0,515
   [439,142]    0,426
   [439,132]    0,331
   [434,124]    0,228
   [427,117]    0,118
   (657,355)    0
   (273,333)    0
   (321,401)    0
   (396,361)    0
   [420,110]    0
   (449,486)    0
   (319,75)    0
   (235,157)    0
