Total nodes: 57   Frontiers: 6   Edges: 61
Nodes degrees
   [476,270]    9
   [486,270]    6
   [446,270]    4
   [438,218]    3
   [438,208]    3
   [487,270]    3
   [466,270]    3
   [456,270]    3
   [463,247]    2
   [439,148]    2
   [439,178]    2
   [456,240]    2
   [417,117]    2
   [490,284]    2
   [500,284]    2
   [438,138]    2
   [439,168]    2
   [504,278]    2
   [483,277]    2
   [493,277]    2
   [449,233]    2
   [495,274]    2
   [467,274]    2
   [431,131]    2
   [497,271]    2
   [439,198]    2
   [496,270]    2
   [506,270]    2
   [467,270]    2
   [497,269]    2
   [477,270]    2
   [465,270]    2
   [475,270]    2
   [458,270]    2
   [457,270]    2
   [455,270]    2
   [447,266]    2
   [495,266]    2
   [449,266]    2
   [442,226]    2
   [459,263]    2
   [470,264]    2
   [493,263]    2
   [504,262]    2
   [439,158]    2
   [469,255]    2
   [439,188]    2
   [424,124]    2
   (447,489)    1
   (270,334)    1
   (669,363)    1
   (302,391)    1
   [452,256]    1
   [410,110]    1
   [500,256]    1
   (229,158)    1
   (319,76)    1
Max: 9   Min: 1   Avg: 2

Closeness centrality:
   [476,270]    1
   [477,270]    0,985
   [475,270]    0,985
   [470,264]    0,962
   [469,255]    0,918
   [486,270]    0,906
   [466,270]    0,89
   [467,270]    0,872
   [463,247]    0,868
   [467,274]    0,86
   [483,277]    0,86
   [487,270]    0,858
   [465,270]    0,85
   [456,240]    0,819
   [456,270]    0,788
   [495,274]    0,786
   [495,266]    0,786
   [493,277]    0,785
   [496,270]    0,784
   [493,263]    0,781
   [449,233]    0,769
   [459,263]    0,768
   [457,270]    0,756
   [455,270]    0,756
   [458,270]    0,749
   [490,284]    0,748
   [497,271]    0,747
   [497,269]    0,747
   [442,226]    0,72
   [446,270]    0,692
   [504,278]    0,692
   [504,262]    0,692
   [447,266]    0,691
   [500,284]    0,687
   [506,270]    0,682
   [438,218]    0,677
   [500,256]    0,677
   [449,266]    0,672
   [452,256]    0,666
   [438,208]    0,626
   [439,198]    0,575
   [439,188]    0,528
   [439,178]    0,483
   [439,168]    0,441
   [439,158]    0,402
   [439,148]    0,366
   [438,138]    0,332
   [431,131]    0,3
   [424,124]    0,271
   [417,117]    0,244
   [410,110]    0,218
   (669,363)    0,051
   (302,391)    0,04
   (319,76)    0,035
   (270,334)    0,034
   (447,489)    0,029
   (229,158)    0

Betweenness centrality:
   [476,270]    1
   [470,264]    0,624
   [469,255]    0,609
   [463,247]    0,593
   [456,240]    0,575
   [449,233]    0,555
   [442,226]    0,533
   [438,218]    0,521
   [438,208]    0,467
   [486,270]    0,442
   [439,198]    0,399
   [439,188]    0,367
   [439,178]    0,333
   [466,270]    0,332
   [439,168]    0,297
   [439,158]    0,26
   [456,270]    0,225
   [439,148]    0,221
   [438,138]    0,18
   [446,270]    0,14
   [431,131]    0,138
   [477,270]    0,114
   [496,270]    0,094
   [424,124]    0,094
   [467,270]    0,09
   [475,270]    0,081
   [487,270]    0,077
   [483,277]    0,055
   [495,274]    0,052
   [495,266]    0,052
   [417,117]    0,048
   [506,270]    0,048
   [459,263]    0,048
   [493,263]    0,048
   [467,274]    0,046
   [457,270]    0,046
   [465,270]    0,041
   [493,277]    0,036
   [490,284]    0,017
   [447,266]    0,011
   [504,278]    0,01
   [504,262]    0,01
   [500,284]    0,007
   [455,270]    0,006
   [497,271]    0,003
   [497,269]    0,003
   [458,270]    0,002
   [449,266]    0,002
   (447,489)    0
   (270,334)    0
   (669,363)    0
   (302,391)    0
   [452,256]    0
   [410,110]    0
   [500,256]    0
   (229,158)    0
   (319,76)    0
