Total nodes: 62   Frontiers: 6   Edges: 66
Nodes degrees
   [476,270]    11
   [486,270]    5
   [448,278]    4
   [430,167]    3
   [496,270]    3
   [487,270]    3
   [466,270]    3
   [456,270]    3
   [430,187]    3
   [469,251]    2
   [430,147]    2
   [438,214]    2
   [462,244]    2
   [430,177]    2
   [407,117]    2
   [490,284]    2
   [455,237]    2
   [428,138]    2
   [438,204]    2
   [504,278]    2
   [483,277]    2
   [493,277]    2
   [495,274]    2
   [457,274]    2
   [446,270]    2
   [421,131]    2
   [455,271]    2
   [497,271]    2
   [475,269]    2
   [497,270]    2
   [479,270]    2
   [465,270]    2
   [475,270]    2
   [477,270]    2
   [464,270]    2
   [474,270]    2
   [448,230]    2
   [475,267]    2
   [478,267]    2
   [488,267]    2
   [433,196]    2
   [505,266]    2
   [456,265]    2
   [467,266]    2
   [493,263]    2
   [470,261]    2
   [458,262]    2
   [430,157]    2
   [441,223]    2
   [449,258]    2
   [414,124]    2
   (447,489)    1
   [497,291]    1
   [500,284]    1
   [506,270]    1
   (670,362)    1
   (271,335)    1
   (302,391)    1
   [400,110]    1
   [500,256]    1
   (318,75)    1
   (222,158)    1
Max: 11   Min: 1   Avg: 2

Closeness centrality:
   [476,270]    1
   [475,269]    0,992
   [477,270]    0,985
   [475,270]    0,984
   [474,270]    0,967
   [479,270]    0,949
   [475,267]    0,947
   [470,261]    0,938
   [478,267]    0,9
   [486,270]    0,885
   [469,251]    0,88
   [466,270]    0,879
   [467,266]    0,852
   [483,277]    0,851
   [487,270]    0,848
   [465,270]    0,847
   [464,270]    0,825
   [462,244]    0,824
   [488,267]    0,81
   [455,237]    0,769
   [457,274]    0,765
   [496,270]    0,764
   [495,274]    0,761
   [456,270]    0,759
   [493,277]    0,757
   [493,263]    0,757
   [455,271]    0,738
   [497,270]    0,736
   [458,262]    0,735
   [497,271]    0,731
   [490,284]    0,73
   [456,265]    0,718
   [448,230]    0,715
   [448,278]    0,671
   [505,266]    0,668
   [504,278]    0,665
   [441,223]    0,664
   [506,270]    0,656
   [446,270]    0,655
   [500,284]    0,651
   [500,256]    0,651
   [449,258]    0,641
   [497,291]    0,63
   [438,214]    0,617
   [438,204]    0,57
   [433,196]    0,527
   [430,187]    0,487
   [430,177]    0,445
   [430,167]    0,405
   [430,157]    0,367
   [430,147]    0,332
   [428,138]    0,301
   [421,131]    0,271
   [414,124]    0,243
   [407,117]    0,217
   [400,110]    0,193
   (318,75)    0,037
   (271,335)    0,029
   (447,489)    0,023
   (302,391)    0,021
   (222,158)    0,001
   (670,362)    0

Betweenness centrality:
   [476,270]    1
   [475,269]    0,581
   [470,261]    0,567
   [469,251]    0,551
   [462,244]    0,535
   [455,237]    0,517
   [448,230]    0,498
   [441,223]    0,477
   [438,214]    0,455
   [438,204]    0,431
   [433,196]    0,406
   [430,187]    0,387
   [486,270]    0,332
   [430,177]    0,323
   [430,167]    0,298
   [466,270]    0,296
   [430,157]    0,228
   [430,147]    0,194
   [428,138]    0,158
   [456,270]    0,122
   [421,131]    0,12
   [457,274]    0,117
   [477,270]    0,103
   [448,278]    0,087
   [496,270]    0,083
   [483,277]    0,082
   [414,124]    0,082
   [474,270]    0,078
   [467,266]    0,078
   [487,270]    0,073
   [475,270]    0,073
   [407,117]    0,041
   [490,284]    0,041
   [493,277]    0,041
   [495,274]    0,041
   [446,270]    0,041
   [493,263]    0,041
   [475,267]    0,041
   [479,270]    0,04
   [464,270]    0,04
   [458,262]    0,04
   [465,270]    0,037
   [505,266]    0,008
   [497,270]    0,006
   [504,278]    0,005
   [455,271]    0,005
   [497,271]    0,003
   [456,265]    0,002
   [449,258]    0,002
   [478,267]    0,001
   (447,489)    0
   [497,291]    0
   [500,284]    0
   [506,270]    0
   (670,362)    0
   (271,335)    0
   [488,267]    0
   (302,391)    0
   [400,110]    0
   [500,256]    0
   (318,75)    0
   (222,158)    0
