Total nodes: 32   Frontiers: 7   Edges: 32
Nodes degrees
   [476,270]    5
   [500,284]    4
   [493,277]    3
   [438,218]    3
   [486,270]    3
   [438,208]    3
   [439,168]    2
   [483,277]    2
   [449,233]    2
   [431,131]    2
   [463,247]    2
   [439,198]    2
   [439,148]    2
   [439,178]    2
   [442,226]    2
   [470,264]    2
   [456,240]    2
   [439,158]    2
   [417,117]    2
   [469,255]    2
   [439,188]    2
   [490,284]    2
   [424,124]    2
   [438,138]    2
   (314,401)    1
   (663,367)    1
   (274,329)    1
   [410,110]    1
   (450,484)    1
   (521,73)    1
   (229,158)    1
   (319,76)    1
Max: 5   Min: 1   Avg: 2

Closeness centrality:
   [449,233]    1
   [442,226]    1
   [438,218]    0,993
   [456,240]    0,992
   [463,247]    0,976
   [438,208]    0,969
   [469,255]    0,952
   [439,198]    0,93
   [470,264]    0,925
   [476,270]    0,894
   [439,188]    0,887
   [439,178]    0,839
   [486,270]    0,833
   [483,277]    0,821
   [439,168]    0,789
   [493,277]    0,772
   [490,284]    0,762
   [439,158]    0,737
   [500,284]    0,712
   [439,148]    0,685
   [438,138]    0,632
   [431,131]    0,58
   [424,124]    0,529
   [417,117]    0,48
   [410,110]    0,433
   (319,76)    0,067
   (663,367)    0,05
   (274,329)    0,036
   (521,73)    0,028
   (229,158)    0,005
   (450,484)    0,002
   (314,401)    0

Betweenness centrality:
   [438,218]    1
   [449,233]    0,956
   [442,226]    0,956
   [438,208]    0,952
   [456,240]    0,948
   [463,247]    0,932
   [469,255]    0,908
   [476,270]    0,888
   [470,264]    0,876
   [439,198]    0,837
   [439,188]    0,789
   [439,178]    0,733
   [439,168]    0,669
   [439,158]    0,598
   [439,148]    0,518
   [486,270]    0,512
   [438,138]    0,43
   [493,277]    0,353
   [431,131]    0,335
   [500,284]    0,251
   [424,124]    0,231
   [483,277]    0,165
   [417,117]    0,12
   [490,284]    0,086
   (314,401)    0
   (663,367)    0
   (274,329)    0
   [410,110]    0
   (450,484)    0
   (521,73)    0
   (229,158)    0
   (319,76)    0
