Total nodes: 29   Frontiers: 1   Edges: 28
Nodes degrees
   [160,112]    2
   [170,112]    2
   [180,112]    2
   [122,210]    2
   [190,112]    2
   [146,196]    2
   [150,112]    2
   [146,146]    2
   [141,214]    2
   [200,112]    2
   [210,112]    2
   [220,112]    2
   [146,166]    2
   [130,183]    2
   [122,220]    2
   [145,136]    2
   [127,202]    2
   [145,116]    2
   [146,186]    2
   [134,221]    2
   [146,206]    2
   [146,156]    2
   [145,126]    2
   [122,230]    2
   [146,176]    2
   [130,193]    2
   [127,228]    2
   [130,190]    1
   (393,137)    1
Max: 2   Min: 1   Avg: 1

Closeness centrality:
   [146,166]    1
   [146,156]    0,994
   [146,176]    0,994
   [146,146]    0,976
   [146,186]    0,976
   [146,196]    0,948
   [145,136]    0,947
   [146,206]    0,909
   [145,126]    0,909
   [141,214]    0,866
   [145,116]    0,864
   [150,112]    0,83
   [134,221]    0,815
   [160,112]    0,773
   [127,228]    0,76
   [122,230]    0,728
   [170,112]    0,714
   [122,220]    0,666
   [180,112]    0,654
   [122,210]    0,605
   [190,112]    0,594
   [127,202]    0,549
   [200,112]    0,537
   [130,193]    0,495
   [210,112]    0,481
   [130,183]    0,44
   [220,112]    0,428
   [130,190]    0,404
   (393,137)    0

Betweenness centrality:
   [146,166]    1
   [146,156]    0,995
   [146,176]    0,995
   [146,146]    0,98
   [146,186]    0,98
   [146,196]    0,954
   [145,136]    0,954
   [146,206]    0,918
   [145,126]    0,918
   [141,214]    0,872
   [145,116]    0,872
   [150,112]    0,816
   [134,221]    0,816
   [160,112]    0,75
   [127,228]    0,75
   [170,112]    0,673
   [122,230]    0,673
   [180,112]    0,587
   [122,220]    0,587
   [122,210]    0,49
   [190,112]    0,49
   [200,112]    0,383
   [127,202]    0,383
   [210,112]    0,265
   [130,193]    0,265
   [220,112]    0,138
   [130,183]    0,138
   [130,190]    0
   (393,137)    0
