Total nodes: 40   Frontiers: 12   Edges: 227
Nodes degrees
   (568,225)    27
   (467,159)    27
   (524,273)    26
   (514,157)    25
   (417,189)    24
   (467,194)    23
   (388,169)    18
   [622,153]    13
   [619,176]    13
   [615,160]    13
   [613,168]    13
   [636,139]    12
   [646,139]    12
   [629,146]    12
   [656,139]    11
   (511,198)    10
   [671,126]    10
   [664,133]    10
   [704,138]    9
   [702,127]    9
   [678,119]    9
   [700,130]    9
   [695,121]    9
   [694,122]    9
   [707,135]    9
   [687,115]    9
   [668,139]    8
   (486,88)    8
   [661,146]    8
   [670,130]    8
   [685,121]    8
   [675,122]    8
   (428,93)    7
   [653,151]    7
   [643,151]    6
   [633,151]    5
   (373,103)    4
   [625,147]    4
   [618,140]    1
   (633,390)    1
Max: 27   Min: 1   Avg: 11

Closeness centrality:
   [664,133]    1
   [656,139]    1
   [671,126]    0,994
   [646,139]    0,994
   [678,119]    0,983
   [636,139]    0,983
   [687,115]    0,967
   [629,146]    0,964
   [694,122]    0,946
   [622,153]    0,933
   [700,130]    0,928
   [704,138]    0,926
   [707,135]    0,912
   [702,127]    0,907
   [695,121]    0,898
   [615,160]    0,895
   [685,121]    0,878
   [613,168]    0,867
   [675,122]    0,854
   [670,130]    0,827
   [619,176]    0,822
   [668,139]    0,795
   [661,146]    0,762
   [653,151]    0,726
   [643,151]    0,69
   [633,151]    0,65
   [625,147]    0,609
   [618,140]    0,554
   (568,225)    0,539
   (514,157)    0,46
   (467,159)    0,301
   (511,198)    0,297
   (467,194)    0,268
   (524,273)    0,267
   (486,88)    0,18
   (417,189)    0,165
   (428,93)    0,084
   (388,169)    0,084
   (633,390)    0,053
   (373,103)    0

Betweenness centrality:
   [656,139]    1
   [664,133]    1
   [671,126]    0,992
   [646,139]    0,977
   [678,119]    0,977
   [687,115]    0,953
   [694,122]    0,926
   [700,130]    0,903
   [704,138]    0,895
   [695,121]    0,868
   [707,135]    0,853
   [702,127]    0,845
   [636,139]    0,842
   [685,121]    0,829
   [622,153]    0,822
   [675,122]    0,791
   [629,146]    0,779
   [670,130]    0,628
   [668,139]    0,55
   [615,160]    0,525
   [661,146]    0,504
   [653,151]    0,45
   [643,151]    0,357
   [619,176]    0,26
   [633,151]    0,248
   [613,168]    0,221
   [625,147]    0,147
   (568,225)    0,078
   (388,169)    0
   [618,140]    0
   (633,390)    0
   (514,157)    0
   (511,198)    0
   (486,88)    0
   (467,194)    0
   (467,159)    0
   (373,103)    0
   (428,93)    0
   (524,273)    0
   (417,189)    0
