Total nodes: 40   Frontiers: 12   Edges: 142
Nodes degrees
   (552,63)    26
   (623,412)    24
   [595,101]    13
   [610,112]    12
   [603,105]    12
   [617,119]    11
   (416,192)    11
   (326,192)    11
   (486,88)    10
   (339,162)    10
   (375,194)    10
   [624,126]    9
   [649,126]    9
   [639,127]    9
   [656,119]    9
   [631,133]    9
   [665,115]    8
   [675,115]    6
   [695,116]    4
   [645,127]    4
   [670,127]    4
   [709,130]    4
   [680,128]    4
   [690,128]    4
   [700,128]    4
   [637,131]    4
   [653,121]    4
   [662,121]    4
   (327,253)    4
   [655,114]    4
   [702,123]    4
   [685,115]    4
   (377,254)    4
   (424,251)    3
   [617,131]    3
   [627,131]    3
   [611,127]    2
   [609,127]    2
   (279,270)    1
   (417,100)    1
Max: 26   Min: 1   Avg: 7

Closeness centrality:
   [649,126]    1
   [656,119]    1
   [665,115]    0,996
   [639,127]    0,996
   [631,133]    0,988
   [675,115]    0,988
   [685,115]    0,976
   [624,126]    0,975
   [695,116]    0,962
   [617,119]    0,962
   [702,123]    0,947
   [610,112]    0,941
   [709,130]    0,932
   [700,128]    0,917
   [603,105]    0,913
   [690,128]    0,9
   [595,101]    0,89
   [680,128]    0,879
   [670,127]    0,856
   [662,121]    0,828
   [655,114]    0,804
   [653,121]    0,79
   [645,127]    0,771
   [637,131]    0,759
   [627,131]    0,746
   (552,63)    0,745
   [617,131]    0,743
   [609,127]    0,704
   [611,127]    0,695
   (486,88)    0,504
   (417,100)    0,291
   (416,192)    0,222
   (623,412)    0,217
   (375,194)    0,173
   (339,162)    0,138
   (326,192)    0,126
   (424,251)    0,111
   (377,254)    0,082
   (327,253)    0,049
   (279,270)    0

Betweenness centrality:
   [649,126]    1
   [656,119]    1
   [639,127]    0,992
   [665,115]    0,992
   [675,115]    0,977
   [685,115]    0,954
   [695,116]    0,927
   [702,123]    0,896
   [709,130]    0,861
   [700,128]    0,826
   [690,128]    0,788
   [680,128]    0,741
   [670,127]    0,687
   [631,133]    0,649
   [617,119]    0,622
   [610,112]    0,61
   [595,101]    0,598
   [662,121]    0,598
   [624,126]    0,595
   [603,105]    0,571
   [655,114]    0,537
   [617,131]    0,49
   [653,121]    0,486
   [645,127]    0,432
   [637,131]    0,413
   [627,131]    0,382
   (552,63)    0,301
   [609,127]    0,185
   [611,127]    0,046
   (424,251)    0
   (486,88)    0
   (339,162)    0
   (279,270)    0
   (416,192)    0
   (375,194)    0
   (326,192)    0
   (327,253)    0
   (417,100)    0
   (623,412)    0
   (377,254)    0
