PR
2;[307,161];4;
2;[358,161];4;
2;[358,196];6;
2;[363,264];6;
2;[409,161];4;
2;[409,183];4;
2;[438,266];4;
2;[439,198];9;
2;[460,161];5;
2;[460,187];3;
2;[511,161];3;
2;[511,197];7;
2;[511,263];5;
2;[581,256];5;
2;[250,128];1;
2;[551,195];3;
2;[311,219];4;
2;[611,262];2;
2;[330,279];3;
2;[569,288];2;
2;[378,293];2;
2;[547,297];1;
2;[396,302];1;

PR
2;[307,161];4;
2;[358,161];4;
2;[358,196];6;
2;[363,264];6;
2;[409,161];4;
2;[409,183];4;
2;[438,266];4;
2;[439,198];9;
2;[460,161];5;
2;[460,187];3;
2;[511,161];3;
2;[511,197];7;
2;[511,263];5;
2;[581,256];5;
2;[250,128];1;
2;[551,195];3;
2;[311,219];4;
2;[611,262];2;
2;[330,279];3;
2;[569,288];2;
2;[378,293];2;
2;[547,297];1;
2;[396,302];1;

PR
3;[307,161];4;
3;[358,161];4;
3;[358,196];6;
3;[363,264];6;
3;[409,161];4;
3;[409,183];4;
3;[438,266];4;
3;[439,198];9;
3;[460,161];5;
3;[460,187];3;
3;[511,161];3;
3;[511,197];7;
3;[511,263];5;
3;[581,256];5;
3;[250,128];1;
3;[551,195];3;
3;[311,219];4;
3;[611,262];2;
3;[330,279];3;
3;[569,288];2;
3;[378,293];2;
3;[547,297];1;
3;[396,302];1;

PR
3;[307,161];4;
3;[358,161];4;
3;[358,196];6;
3;[363,264];6;
3;[409,161];4;
3;[409,183];4;
3;[438,266];4;
3;[439,198];9;
3;[460,161];5;
3;[460,187];3;
3;[511,161];3;
3;[511,197];7;
3;[511,263];5;
3;[581,256];5;
3;[250,128];1;
3;[551,195];3;
3;[311,219];4;
3;[611,262];2;
3;[330,279];3;
3;[569,288];2;
3;[378,293];2;
3;[547,297];1;
3;[396,302];1;

PR
4;[307,161];4;
4;[358,161];4;
4;[358,196];6;
4;[363,264];6;
4;[409,161];4;
4;[409,183];4;
4;[438,266];4;
4;[439,198];9;
4;[460,161];5;
4;[460,187];3;
4;[511,161];3;
4;[511,197];7;
4;[511,263];5;
4;[581,256];5;
4;[250,128];1;
4;[551,195];3;
4;[311,219];4;
4;[611,262];2;
4;[330,279];3;
4;[569,288];2;
4;[378,293];2;
4;[547,297];1;
4;[396,302];1;

PR
4;[307,161];4;
4;[358,161];4;
4;[358,196];6;
4;[363,264];6;
4;[409,161];4;
4;[409,183];4;
4;[438,266];4;
4;[439,198];9;
4;[460,161];5;
4;[460,187];3;
4;[511,161];3;
4;[511,197];7;
4;[511,263];5;
4;[581,256];5;
4;[250,128];1;
4;[551,195];3;
4;[311,219];4;
4;[611,262];2;
4;[330,279];3;
4;[569,288];2;
4;[378,293];2;
4;[547,297];1;
4;[396,302];1;

PR
5;[307,161];4;
5;[358,161];4;
5;[358,196];6;
5;[363,264];6;
5;[409,161];4;
5;[409,183];4;
5;[438,266];4;
5;[439,198];9;
5;[460,161];5;
5;[460,187];3;
5;[511,161];3;
5;[511,197];7;
5;[511,263];5;
5;[581,256];5;
5;[250,128];1;
5;[551,195];3;
5;[311,219];4;
5;[611,262];2;
5;[330,279];3;
5;[569,288];2;
5;[378,293];2;
5;[547,297];1;
5;[396,302];1;

PR
5;[307,161];4;
5;[358,161];4;
5;[358,196];6;
5;[363,264];6;
5;[409,161];4;
5;[409,183];4;
5;[438,266];4;
5;[439,198];9;
5;[460,161];5;
5;[460,187];3;
5;[511,161];3;
5;[511,197];7;
5;[511,263];5;
5;[581,256];5;
5;[250,128];1;
5;[551,195];3;
5;[311,219];4;
5;[611,262];2;
5;[330,279];3;
5;[569,288];2;
5;[378,293];2;
5;[547,297];1;
5;[396,302];1;

PR
6;[307,161];4;
6;[358,161];4;
6;[358,196];6;
6;[363,264];6;
6;[409,161];4;
6;[409,183];4;
6;[438,266];4;
6;[439,198];9;
6;[460,161];5;
6;[460,187];3;
6;[511,161];3;
6;[511,197];7;
6;[511,263];5;
6;[581,256];5;
6;[250,128];1;
6;[551,195];3;
6;[311,219];4;
6;[611,262];2;
6;[330,279];3;
6;[569,288];2;
6;[378,293];2;
6;[547,297];1;
6;[396,302];1;

PR
6;[307,161];4;
6;[358,161];4;
6;[358,196];6;
6;[363,264];6;
6;[409,161];4;
6;[409,183];4;
6;[438,266];4;
6;[439,198];9;
6;[460,161];5;
6;[460,187];3;
6;[511,161];3;
6;[511,197];7;
6;[511,263];5;
6;[581,256];5;
6;[250,128];1;
6;[551,195];3;
6;[311,219];4;
6;[611,262];2;
6;[330,279];3;
6;[569,288];2;
6;[378,293];2;
6;[547,297];1;
6;[396,302];1;

PR
