1    1    ljava.awt.Point[x=630,y=180]    f[(604,180) , (530,303) , (468,230) , (465,274) , (415,301) , (491,345) ]    d[26.0, 197.81118318204304, 183.88225099390854, 205.69343417595204, 265.1198410471452, 255.96551211459408]
1    2    ljava.awt.Point[x=630,y=180]    f[(604,180) , (530,303) , (468,230) , (465,274) , (415,301) , (491,345) ]    d[26.0, 222.05382386916247, 195.4974746830583, 248.88225099390868, 300.69343417595223, 271.09545442950525]
1    3    ljava.awt.Point[x=630,y=180]    f[(604,180) , (530,303) , (468,230) , (465,274) , (415,301) , (491,345) ]    d[26.0, 222.05382386916247, 195.4974746830583, 248.88225099390868, 300.69343417595223, 271.09545442950525]
1    4    ljava.awt.Point[x=630,y=180]    f[(604,180) , (530,303) , (468,230) , (465,274) , (415,301) , (491,345) ]    d[26.0, 222.05382386916247, 195.4974746830583, 248.88225099390868, 300.69343417595223, 271.09545442950525]
1    5    ljava.awt.Point[x=630,y=180]    f[(604,180) , (530,303) , (468,230) , (465,274) , (415,301) , (491,345) ]    d[26.0, 222.05382386916247, 195.4974746830583, 248.88225099390868, 300.69343417595223, 271.09545442950525]
1    6    ljava.awt.Point[x=630,y=180]    f[(604,180) , (530,303) , (468,230) , (465,274) , (415,301) , (491,345) ]    d[26.0, 222.05382386916247, 195.4974746830583, 248.88225099390868, 300.69343417595223, 271.09545442950525]
1    7    ljava.awt.Point[x=630,y=180]    f[(604,180) , (530,303) , (468,230) , (465,274) , (415,301) , (491,345) ]    d[26.0, 222.05382386916247, 195.4974746830583, 248.88225099390868, 300.69343417595223, 271.09545442950525]
1    8    ljava.awt.Point[x=630,y=180]    f[(604,180) , (530,303) , (468,230) , (465,274) , (415,301) , (491,345) ]    d[26.0, 222.05382386916247, 195.4974746830583, 248.88225099390868, 300.69343417595223, 271.09545442950525]
1    9    ljava.awt.Point[x=630,y=180]    f[(604,180) , (530,303) , (468,230) , (465,274) , (415,301) , (491,345) ]    d[26.0, 222.05382386916247, 195.4974746830583, 248.88225099390868, 300.69343417595223, 271.09545442950525]
1    10    ljava.awt.Point[x=630,y=180]    f[(604,180) , (530,303) , (468,230) , (465,274) , (415,301) , (491,345) ]    d[26.0, 222.05382386916247, 195.4974746830583, 248.88225099390868, 300.69343417595223, 271.09545442950525]
1    11    ljava.awt.Point[x=630,y=180]    f[(604,180) , (530,303) , (468,230) , (465,274) , (415,301) , (491,345) ]    d[26.0, 222.05382386916247, 195.4974746830583, 248.88225099390868, 300.69343417595223, 271.09545442950525]
1    12    ljava.awt.Point[x=630,y=180]    f[(604,180) , (530,303) , (468,230) , (465,274) , (415,301) , (491,345) ]    d[26.0, 222.05382386916247, 195.4974746830583, 248.88225099390868, 300.69343417595223, 271.09545442950525]
1    13    ljava.awt.Point[x=630,y=180]    f[(604,180) , (530,303) , (468,230) , (465,274) , (415,301) , (491,345) ]    d[26.0, 222.05382386916247, 195.4974746830583, 248.88225099390868, 300.69343417595223, 271.09545442950525]
