Total nodes: 40   Frontiers: 12   Edges: 39
Nodes degrees
   [631,133]    6
   [595,101]    5
   [617,119]    4
   [610,112]    3
   [637,131]    3
   [695,116]    2
   [624,126]    2
   [649,126]    2
   [609,127]    2
   [639,127]    2
   [645,127]    2
   [670,127]    2
   [656,119]    2
   [709,130]    2
   [680,128]    2
   [690,128]    2
   [700,128]    2
   [617,131]    2
   [627,131]    2
   [653,121]    2
   [662,121]    2
   [603,105]    2
   [655,114]    2
   [702,123]    2
   [685,115]    2
   [675,115]    2
   [665,115]    2
   (424,251)    1
   (486,88)    1
   (339,162)    1
   (279,270)    1
   [611,127]    1
   (552,63)    1
   (416,192)    1
   (375,194)    1
   (326,192)    1
   (327,253)    1
   (417,100)    1
   (623,412)    1
   (377,254)    1
Max: 6   Min: 1   Avg: 1

Closeness centrality:
   [656,119]    1
   [665,115]    1
   [649,126]    0,996
   [675,115]    0,996
   [639,127]    0,988
   [685,115]    0,988
   [631,133]    0,976
   [695,116]    0,976
   [702,123]    0,961
   [624,126]    0,946
   [709,130]    0,943
   [700,128]    0,923
   [617,119]    0,914
   [690,128]    0,898
   [610,112]    0,874
   [680,128]    0,871
   [670,127]    0,843
   [603,105]    0,83
   [662,121]    0,812
   [595,101]    0,791
   [655,114]    0,781
   [653,121]    0,757
   [645,127]    0,724
   [637,131]    0,693
   [627,131]    0,657
   [617,131]    0,621
   [609,127]    0,589
   [611,127]    0,582
   (552,63)    0,526
   (486,88)    0,387
   (417,100)    0,272
   (416,192)    0,221
   (375,194)    0,174
   (339,162)    0,138
   (623,412)    0,131
   (326,192)    0,128
   (424,251)    0,11
   (377,254)    0,084
   (327,253)    0,052
   (279,270)    0

Betweenness centrality:
   [631,133]    1
   [656,119]    0,9
   [665,115]    0,9
   [649,126]    0,896
   [675,115]    0,896
   [639,127]    0,886
   [685,115]    0,886
   [695,116]    0,872
   [702,123]    0,853
   [709,130]    0,829
   [700,128]    0,801
   [690,128]    0,768
   [624,126]    0,73
   [680,128]    0,73
   [617,119]    0,727
   [670,127]    0,687
   [662,121]    0,64
   [655,114]    0,588
   [610,112]    0,545
   [653,121]    0,531
   [645,127]    0,469
   [637,131]    0,412
   [603,105]    0,403
   [595,101]    0,346
   [627,131]    0,256
   [617,131]    0,175
   [609,127]    0,09
   (424,251)    0
   (486,88)    0
   (339,162)    0
   (279,270)    0
   [611,127]    0
   (552,63)    0
   (416,192)    0
   (375,194)    0
   (326,192)    0
   (327,253)    0
   (417,100)    0
   (623,412)    0
   (377,254)    0
