Total nodes: 48   Frontiers: 20   Edges: 50
Nodes degrees
   [589,110]    11
   [546,88]    5
   [581,81]    5
   [594,141]    4
   [571,81]    4
   [594,154]    3
   (551,528)    3
   [583,145]    3
   [561,81]    3
   [587,153]    2
   (478,508)    2
   [604,154]    2
   [579,108]    2
   [561,101]    2
   [571,102]    2
   [578,143]    2
   [579,86]    2
   [554,94]    2
   [582,103]    2
   [576,95]    2
   [594,131]    2
   [611,147]    2
   [536,88]    2
   [551,81]    2
   [593,122]    2
   [585,150]    2
   [586,115]    2
   [594,151]    2
   [541,82]    2
   (272,150)    1
   (405,279)    1
   (331,122)    1
   (364,107)    1
   (198,162)    1
   [618,140]    1
   (278,66)    1
   (433,506)    1
   (256,178)    1
   (259,87)    1
   (484,88)    1
   (650,111)    1
   (276,110)    1
   (423,254)    1
   (418,92)    1
   (518,249)    1
   (390,487)    1
   (325,188)    1
   (470,252)    1
Max: 11   Min: 1   Avg: 2

Closeness centrality:
   [546,88]    1
   [536,88]    0,997
   [541,82]    0,993
   [554,94]    0,991
   [551,81]    0,984
   [561,101]    0,98
   (478,508)    0,972
   (551,528)    0,972
   [581,81]    0,972
   [561,81]    0,972
   [571,81]    0,972
   [571,102]    0,966
   [579,86]    0,958
   [579,108]    0,949
   [586,115]    0,931
   [576,95]    0,93
   [593,122]    0,91
   [582,103]    0,899
   [594,131]    0,89
   (278,66)    0,868
   [589,110]    0,868
   [594,141]    0,866
   [594,151]    0,836
   [587,153]    0,814
   [583,145]    0,786
   [578,143]    0,767
   [585,150]    0,734
   [594,154]    0,7
   [604,154]    0,665
   [611,147]    0,632
   (484,88)    0,612
   [618,140]    0,599
   (650,111)    0,519
   (418,92)    0,434
   (364,107)    0,346
   (518,249)    0,323
   (470,252)    0,252
   (331,122)    0,224
   (423,254)    0,192
   (276,110)    0,19
   (405,279)    0,171
   (325,188)    0,127
   (272,150)    0,093
   (256,178)    0,083
   (259,87)    0,068
   (198,162)    0,055
   (433,506)    0,019
   (390,487)    0

Betweenness centrality:
   [546,88]    1
   [536,88]    0,89
   [541,82]    0,883
   [554,94]    0,874
   [551,81]    0,874
   [561,101]    0,861
   [561,81]    0,861
   (551,528)    0,859
   [581,81]    0,846
   [571,102]    0,845
   [579,108]    0,825
   [586,115]    0,803
   [593,122]    0,777
   [594,141]    0,752
   [594,131]    0,748
   [579,86]    0,715
   [576,95]    0,68
   [589,110]    0,672
   [582,103]    0,641
   [594,151]    0,599
   [587,153]    0,553
   [583,145]    0,516
   (478,508)    0,422
   [571,81]    0,413
   [578,143]    0,398
   [585,150]    0,34
   [594,154]    0,283
   [604,154]    0,146
   [611,147]    0,074
   (272,150)    0
   (405,279)    0
   (331,122)    0
   (364,107)    0
   (198,162)    0
   [618,140]    0
   (278,66)    0
   (433,506)    0
   (256,178)    0
   (259,87)    0
   (484,88)    0
   (650,111)    0
   (276,110)    0
   (423,254)    0
   (418,92)    0
   (518,249)    0
   (390,487)    0
   (325,188)    0
   (470,252)    0
