Node    [618,140] -> {[611,147]=9,899  }
Node    [611,147] -> {[604,154]=9,899  [618,140]=9,899  }
Node    [604,154] -> {[594,154]=10,0  [611,147]=9,899  }
Node    [594,154] -> {[604,154]=10,0  [585,150]=9,849  }
Node    [585,150] -> {[594,154]=9,849  [578,143]=9,899  }
Node    [578,143] -> {[583,145]=5,385  [585,150]=9,899  }
Node    [583,145] -> {[587,153]=8,944  [578,143]=5,385  }
Node    [587,153] -> {[583,145]=8,944  [594,151]=7,28  }
Node    [594,151] -> {[594,141]=10,0  [587,153]=7,28  }
Node    [594,141] -> {[594,131]=10,0  [594,151]=10,0  }
Node    [594,131] -> {[594,141]=10,0  [593,122]=9,055  }
Node    [593,122] -> {[594,131]=9,055  [586,115]=9,899  }
Node    [586,115] -> {[593,122]=9,899  [579,108]=9,899  }
Node    [579,108] -> {[571,102]=10,0  [586,115]=9,899  }
Node    [571,102] -> {[579,108]=10,0  [561,101]=10,05  }
Node    [561,101] -> {[571,102]=10,05  [554,94]=9,899  }
Node    [554,94] -> {[546,88]=10,0  [561,101]=9,899  }
Node    [546,88] -> {[554,94]=10,0  [536,88]=10,0  }
Node    [536,88] -> {[546,88]=10,0  [541,82]=7,81  }
Node    [541,82] -> {[551,81]=10,05  [536,88]=7,81  }
Node    [551,81] -> {[561,81]=10,0  [541,82]=10,05  }
Node    [561,81] -> {[551,81]=10,0  [571,81]=10,0  }
Node    [571,81] -> {[581,81]=10,0  [561,81]=10,0  }
Node    [581,81] -> {[571,81]=10,0  [579,86]=5,385  }
Node    [579,86] -> {[581,81]=5,385  [576,95]=9,487  }
Node    [576,95] -> {[579,86]=9,487  [582,103]=10,0  }
Node    [582,103] -> {[576,95]=10,0  [589,110]=9,899  }
Node    [589,110] -> {[596,117]=9,899  [582,103]=9,899  }
Node    [596,117] -> {[603,124]=9,899  [589,110]=9,899  }
Node    [603,124] -> {[596,117]=9,899  [610,131]=9,899  }
Node    [610,131] -> {[603,124]=9,899  [617,138]=9,899  }
Node    [617,138] -> {[626,138]=9,0  [610,131]=9,899  }
Node    [626,138] -> {[617,138]=9,0  [633,131]=9,899  }
Node    [633,131] -> {[626,138]=9,899  [641,127]=8,944  }
Node    [641,127] -> {[650,124]=9,487  [633,131]=8,944  }
Node    [650,124] -> {[651,114]=10,05  [641,127]=9,487  }
Node    [651,114] -> {[650,124]=10,05  [655,114]=4,0  }
Node    [655,114] -> {[651,114]=4,0  [662,121]=9,899  }
Node    [662,121] -> {[655,114]=9,899  [670,127]=10,0  }
Node    [670,127] -> {[680,128]=10,05  [662,121]=10,0  }
Node    [680,128] -> {[690,128]=10,0  [670,127]=10,05  }
Node    [690,128] -> {[680,128]=10,0  [700,128]=10,0  }
Node    [700,128] -> {[690,128]=10,0  [709,129]=9,055  }
Node    [709,129] -> {[702,122]=9,899  [700,128]=9,055  }
Node    [702,122] -> {[709,129]=9,899  [694,117]=9,434  }
Node    [694,117] -> {[702,122]=9,434  [684,117]=10,0  }
Node    [684,117] -> {[694,117]=10,0  [674,117]=10,0  }
Node    [674,117] -> {[664,117]=10,0  [684,117]=10,0  }
Node    [664,117] -> {[655,120]=9,487  [674,117]=10,0  }
Node    [655,120] -> {[647,126]=10,0  [664,117]=9,487  }
Node    [647,126] -> {[655,120]=10,0  [637,127]=10,05  }
Node    [637,127] -> {[647,126]=10,05  [630,134]=9,899  }
Node    [630,134] -> {[637,127]=9,899  [623,127]=9,899  }
Node    [623,127] -> {[616,120]=9,899  [630,134]=9,899  }
Node    [616,120] -> {[609,113]=9,899  [623,127]=9,899  }
Node    [609,113] -> {[616,120]=9,899  [602,106]=9,899  }
Node    [602,106] -> {[594,102]=8,944  [609,113]=9,899  }
Node    [594,102] -> {[584,102]=10,0  [602,106]=8,944  }
Node    [584,102] -> {[594,102]=10,0  [574,102]=10,0  }
Node    [574,102] -> {[584,102]=10,0  [564,102]=10,0  }
Node    [564,102] -> {[574,102]=10,0  [554,102]=10,0  }
Node    [554,102] -> {[564,102]=10,0  [544,102]=10,0  }
Node    [544,102] -> {[536,108]=10,0  [554,102]=10,0  }
Node    [536,108] -> {[526,108]=10,0  [544,102]=10,0  }
Node    [526,108] -> {[536,108]=10,0  [516,108]=10,0  }
Node    [516,108] -> {[526,108]=10,0  [506,108]=10,0  }
Node    [506,108] -> {[516,108]=10,0  [498,102]=10,0  }
Node    [498,102] -> {[506,108]=10,0  [491,95]=9,899  }
Node    [491,95] -> {[498,102]=9,899  [488,89]=6,708  }
Node    [488,89] -> {[491,95]=6,708  [498,89]=10,0  }
Node    [498,89] -> {[508,89]=10,0  [488,89]=10,0  }
Node    [508,89] -> {[513,91]=5,385  [498,89]=10,0  }
Node    [513,91] -> {[508,89]=5,385  [504,95]=9,849  }
Node    [504,95] -> {[513,91]=9,849  [495,98]=9,487  }
Node    [495,98] -> {[485,98]=10,0  [504,95]=9,487  }
Node    [485,98] -> {[495,98]=10,0  [475,98]=10,0  }
Node    [475,98] -> {[465,97]=10,05  [485,98]=10,0  }
Node    [465,97] -> {[455,97]=10,0  [475,98]=10,05  }
Node    [455,97] -> {[465,97]=10,0  [445,97]=10,0  }
