Node    [618,140] -> {[611,147]=9,899  }
Node    [445,97] -> {[455,97]=10,0  [436,94]=9,487  }
Node    [436,94] -> {[445,97]=9,487  [426,93]=10,05  }
Node    [426,93] -> {[433,86]=9,899  [436,94]=10,05  }
Node    [433,86] -> {[441,81]=9,434  [426,93]=9,899  }
Node    [441,81] -> {[442,84]=3,162  [433,86]=9,434  }
Node    [442,84] -> {[432,84]=10,0  [441,81]=3,162  }
Node    [432,84] -> {[442,84]=10,0  [422,84]=10,0  }
Node    [422,84] -> {[432,84]=10,0  [412,84]=10,0  }
Node    [412,84] -> {[422,84]=10,0  [402,84]=10,0  }
Node    [402,84] -> {[412,84]=10,0  [403,91]=7,071  }
Node    [403,91] -> {[402,84]=7,071  [400,98]=7,616  }
Node    [400,98] -> {[390,97]=10,05  [403,91]=7,616  }
Node    [390,97] -> {[380,97]=10,0  [400,98]=10,05  }
Node    [380,97] -> {[390,97]=10,0  [371,96]=9,055  }
Node    [371,96] -> {[374,87]=9,487  [380,97]=9,055  }
Node    [374,87] -> {[378,78]=9,849  [371,96]=9,487  }
Node    [378,78] -> {[374,87]=9,849  [376,78]=2,0  }
Node    [376,78] -> {[367,80]=9,22  [378,78]=2,0  }
Node    [367,80] -> {[357,80]=10,0  [376,78]=9,22  }
Node    [357,80] -> {[367,80]=10,0  [351,84]=7,211  }
Node    [351,84] -> {[357,80]=7,211  [351,94]=10,0  }
Node    [351,94] -> {[345,102]=10,0  [351,84]=10,0  }
Node    [345,102] -> {[338,109]=9,899  [351,94]=10,0  }
Node    [338,109] -> {[345,102]=9,899  [331,116]=9,899  }
Node    [331,116] -> {[338,109]=9,899  [324,119]=7,616  }
Node    [324,119] -> {[331,116]=7,616  [317,112]=9,899  [328,127]=8,944  }
Node    [317,112] -> {[324,119]=9,899  }
Node    [328,127] -> {[328,137]=10,0  [324,119]=8,944  }
Node    [328,137] -> {[328,127]=10,0  [328,147]=10,0  }
Node    [328,147] -> {[328,157]=10,0  [328,137]=10,0  }
Node    [328,157] -> {[328,167]=10,0  [328,147]=10,0  }
Node    [328,167] -> {[328,157]=10,0  [337,168]=9,055  }
Node    [337,168] -> {[328,167]=9,055  [347,168]=10,0  }
Node    [347,168] -> {[357,168]=10,0  [337,168]=10,0  }
Node    [357,168] -> {[367,168]=10,0  [347,168]=10,0  }
Node    [367,168] -> {[377,168]=10,0  [357,168]=10,0  }
Node    [377,168] -> {[387,168]=10,0  [367,168]=10,0  }
Node    [387,168] -> {[397,168]=10,0  (162,322)=499,794  [377,168]=10,0  }
Node    [397,168] -> {[407,168]=10,0  [387,168]=10,0  }
Node    [407,168] -> {[397,168]=10,0  [415,174]=10,0  }
Node    [415,174] -> {[407,168]=10,0  [425,174]=10,0  }
Node    [425,174] -> {[435,174]=10,0  [415,174]=10,0  }
Node    [435,174] -> {[425,174]=10,0  [445,174]=10,0  }
Node    [445,174] -> {[435,174]=10,0  [455,174]=10,0  }
Node    [455,174] -> {[464,176]=9,22  [445,174]=10,0  }
Node    [464,176] -> {[457,169]=9,899  [455,174]=9,22  }
Node    [457,169] -> {[447,168]=10,05  [464,176]=9,899  }
Node    [447,168] -> {[457,169]=10,05  (201,378)=927,103  (318,308)=1006,085  (146,522)=748,664  (339,327)=1006,914  (115,455)=657,693  (346,303)=1027,955  (93,521)=702,622  }
Node f  [339,327] -> {[447,168]=1006,914  }
Node f  [146,522] -> {[447,168]=748,664  }
Node f  [346,303] -> {[447,168]=1027,955  }
Node f  [115,455] -> {[447,168]=657,693  }
Node f  [318,308] -> {[447,168]=1006,085  }
Node f  [93,521] -> {[447,168]=702,622  }
Node f  [162,322] -> {[387,168]=499,794  }
Node f  [201,378] -> {[447,168]=927,103  }
