Total nodes: 40   Frontiers: 12   Edges: 39
Nodes degrees
   [613,168]    8
   [619,176]    4
   [629,146]    4
   [622,153]    3
   [704,138]    2
   [636,139]    2
   [668,139]    2
   [656,139]    2
   [646,139]    2
   [671,126]    2
   [702,127]    2
   [678,119]    2
   [615,160]    2
   [661,146]    2
   [700,130]    2
   [670,130]    2
   [625,147]    2
   [685,121]    2
   [695,121]    2
   [675,122]    2
   [694,122]    2
   [664,133]    2
   [633,151]    2
   [643,151]    2
   [653,151]    2
   [707,135]    2
   [687,115]    2
   (388,169)    1
   [618,140]    1
   (633,390)    1
   (514,157)    1
   (511,198)    1
   (486,88)    1
   (568,225)    1
   (467,194)    1
   (467,159)    1
   (373,103)    1
   (428,93)    1
   (524,273)    1
   (417,189)    1
Max: 8   Min: 1   Avg: 1

Closeness centrality:
   [656,139]    1
   [664,133]    1
   [671,126]    0,994
   [646,139]    0,994
   [678,119]    0,983
   [636,139]    0,983
   [687,115]    0,967
   [629,146]    0,967
   [694,122]    0,945
   [622,153]    0,935
   [700,130]    0,919
   [615,160]    0,895
   [704,138]    0,892
   [707,135]    0,878
   [613,168]    0,859
   [702,127]    0,843
   [695,121]    0,806
   [619,176]    0,788
   [685,121]    0,764
   [675,122]    0,721
   [670,130]    0,68
   [668,139]    0,64
   [661,146]    0,597
   [653,151]    0,556
   [643,151]    0,514
   [633,151]    0,473
   [625,147]    0,437
   [618,140]    0,398
   (568,225)    0,337
   (514,157)    0,304
   (511,198)    0,287
   (467,159)    0,185
   (467,194)    0,184
   (486,88)    0,175
   (524,273)    0,144
   (417,189)    0,098
   (428,93)    0,08
   (388,169)    0,058
   (633,390)    0,047
   (373,103)    0

Betweenness centrality:
   [629,146]    1
   [656,139]    0,957
   [664,133]    0,957
   [646,139]    0,952
   [671,126]    0,952
   [636,139]    0,942
   [678,119]    0,942
   [687,115]    0,927
   [694,122]    0,907
   [622,153]    0,882
   [700,130]    0,882
   [704,138]    0,851
   [613,168]    0,829
   [707,135]    0,816
   [702,127]    0,776
   [615,160]    0,776
   [695,121]    0,73
   [685,121]    0,68
   [675,122]    0,625
   [670,130]    0,564
   [668,139]    0,499
   [661,146]    0,428
   [653,151]    0,353
   [619,176]    0,28
   [643,151]    0,272
   [633,151]    0,186
   [625,147]    0,096
   (388,169)    0
   [618,140]    0
   (633,390)    0
   (514,157)    0
   (511,198)    0
   (486,88)    0
   (568,225)    0
   (467,194)    0
   (467,159)    0
   (373,103)    0
   (428,93)    0
   (524,273)    0
   (417,189)    0
