Node    [611,127] -> {[609,127]=2,0  }
Node    [609,127] -> {[617,131]=8,944  [611,127]=2,0  }
Node    [617,131] -> {[627,131]=10,0  [609,127]=8,944  }
Node    [627,131] -> {[617,131]=10,0  [637,131]=10,0  }
Node    [637,131] -> {[627,131]=10,0  [645,127]=8,944  (623,412)=286,799  }
Node    [645,127] -> {[637,131]=8,944  [653,121]=10,0  }
Node    [653,121] -> {[655,114]=7,28  [645,127]=10,0  }
Node    [655,114] -> {[653,121]=7,28  [662,121]=9,899  }
Node    [662,121] -> {[655,114]=9,899  [670,127]=10,0  }
Node    [670,127] -> {[680,128]=10,05  [662,121]=10,0  }
Node    [680,128] -> {[690,128]=10,0  [670,127]=10,05  }
Node    [690,128] -> {[680,128]=10,0  [700,128]=10,0  }
Node    [700,128] -> {[709,130]=9,22  [690,128]=10,0  }
Node    [709,130] -> {[700,128]=9,22  [702,123]=9,899  }
Node    [702,123] -> {[709,130]=9,899  [695,116]=9,899  }
Node    [695,116] -> {[702,123]=9,899  [685,115]=10,05  }
Node    [685,115] -> {[695,116]=10,05  [675,115]=10,0  }
Node    [675,115] -> {[685,115]=10,0  [665,115]=10,0  }
Node    [665,115] -> {[675,115]=10,0  [656,119]=9,849  }
Node    [656,119] -> {[649,126]=9,899  [665,115]=9,849  }
Node    [649,126] -> {[639,127]=10,05  [656,119]=9,899  }
Node    [639,127] -> {[631,133]=10,0  [649,126]=10,05  }
Node    [631,133] -> {[624,126]=9,899  [639,127]=10,0  }
Node    [624,126] -> {[631,133]=9,899  [617,119]=9,899  }
Node    [617,119] -> {[624,126]=9,899  [610,112]=9,899  }
Node    [610,112] -> {[617,119]=9,899  [603,105]=9,899  }
Node    [603,105] -> {[610,112]=9,899  [595,101]=8,944  }
Node    [595,101] -> {[585,101]=10,0  [603,105]=8,944  }
Node    [585,101] -> {[595,101]=10,0  [575,101]=10,0  }
Node    [575,101] -> {[585,101]=10,0  [565,101]=10,0  }
Node    [565,101] -> {[556,98]=9,487  [575,101]=10,0  }
Node    [556,98] -> {[552,90]=8,944  [565,101]=9,487  }
Node    [552,90] -> {[556,98]=8,944  [545,97]=9,899  }
Node    [545,97] -> {[538,104]=9,899  [552,90]=9,899  }
Node    [538,104] -> {[530,108]=8,944  [545,97]=9,899  }
Node    [530,108] -> {[520,108]=10,0  [538,104]=8,944  }
Node    [520,108] -> {[530,108]=10,0  [510,108]=10,0  }
Node    [510,108] -> {[520,108]=10,0  [501,104]=9,849  }
Node    [501,104] -> {[494,97]=9,899  [510,108]=9,849  }
Node    [494,97] -> {[487,90]=9,899  [501,104]=9,899  }
Node    [487,90] -> {[494,97]=9,899  [480,97]=9,899  }
Node    [480,97] -> {[487,90]=9,899  [470,98]=10,05  }
Node    [470,98] -> {[480,97]=10,05  [460,97]=10,05  }
Node    [460,97] -> {[450,97]=10,0  [470,98]=10,05  }
Node    [450,97] -> {[460,97]=10,0  [440,97]=10,0  }
Node    [440,97] -> {[450,97]=10,0  [431,93]=9,849  }
Node    [431,93] -> {[440,97]=9,849  [435,87]=7,211  }
Node    [435,87] -> {[443,81]=10,0  [431,93]=7,211  }
Node    [443,81] -> {[441,86]=5,385  [435,87]=10,0  }
Node    [441,86] -> {[443,81]=5,385  [434,93]=9,899  }
Node    [434,93] -> {[441,86]=9,899  [427,100]=9,899  }
Node    [427,100] -> {[417,101]=10,05  [434,93]=9,899  }
Node    [417,101] -> {[407,101]=10,0  [427,100]=10,05  }
Node    [407,101] -> {[417,101]=10,0  [397,101]=10,0  }
Node    [397,101] -> {[387,101]=10,0  [407,101]=10,0  }
Node    [387,101] -> {[378,102]=9,055  [397,101]=10,0  }
Node    [378,102] -> {[387,101]=9,055  [371,109]=9,899  }
Node    [371,109] -> {[378,102]=9,899  [361,109]=10,0  }
Node    [361,109] -> {[354,116]=9,899  [371,109]=10,0  }
Node    [354,116] -> {[346,122]=10,0  [361,109]=9,899  }
Node    [346,122] -> {[336,122]=10,0  [354,116]=10,0  }
Node    [336,122] -> {[346,122]=10,0  [326,122]=10,0  }
Node    [326,122] -> {[336,122]=10,0  [326,132]=10,0  }
Node    [326,132] -> {[326,142]=10,0  [326,122]=10,0  }
Node    [326,142] -> {[326,152]=10,0  [326,132]=10,0  }
Node    [326,152] -> {[326,142]=10,0  [326,162]=10,0  }
Node    [326,162] -> {[329,171]=9,487  [326,152]=10,0  }
Node    [329,171] -> {[336,178]=9,899  [326,162]=9,487  }
Node    [336,178] -> {[329,171]=9,899  [343,171]=9,899  }
Node    [343,171] -> {[336,178]=9,899  [352,168]=9,487  }
Node    [352,168] -> {[343,171]=9,487  [362,168]=10,0  [342,168]=10,0  }
Node    [362,168] -> {[369,169]=7,071  [372,168]=10,0  [352,168]=10,0  }
Node    [369,169] -> {[362,176]=9,899  [362,168]=7,071  }
Node    [362,176] -> {[369,169]=9,899  [357,184]=9,434  }
Node    [357,184] -> {[357,194]=10,0  [362,176]=9,434  }
Node    [357,194] -> {[357,204]=10,0  [357,184]=10,0  }
Node    [357,204] -> {[357,194]=10,0  [364,197]=9,899  }
Node    [364,197] -> {[357,204]=9,899  [371,190]=9,899  }
Node    [371,190] -> {[379,186]=8,944  [364,197]=9,899  }
Node    [379,186] -> {[371,190]=8,944  [389,186]=10,0  }
Node    [389,186] -> {[379,186]=10,0  [399,186]=10,0  }
Node    [399,186] -> {[389,186]=10,0  [407,191]=9,434  }
Node    [407,191] -> {[410,198]=7,616  [399,186]=9,434  }
Node    [410,198] -> {[407,191]=7,616  [409,191]=7,071  }
Node    [409,191] -> {[409,181]=10,0  [410,198]=7,071  }
Node    [409,181] -> {[409,191]=10,0  [409,171]=10,0  }
Node    [409,171] -> {[402,168]=7,616  [409,181]=10,0  }
Node    [402,168] -> {[392,168]=10,0  [409,171]=7,616  }
Node    [392,168] -> {[402,168]=10,0  [382,168]=10,0  }
Node    [382,168] -> {[392,168]=10,0  [372,168]=10,0  }
Node    [372,168] -> {[382,168]=10,0  [362,168]=10,0  }
Node    [342,168] -> {[335,161]=9,899  [352,168]=10,0  }
Node    [335,161] -> {[328,154]=9,899  [342,168]=9,899  }
Node    [328,154] -> {[326,145]=9,22  [335,161]=9,899  }
Node    [326,145] -> {[328,154]=9,22  [326,135]=10,0  }
Node    [326,135] -> {[326,145]=10,0  [326,125]=10,0  }
Node    [326,125] -> {[319,122]=7,616  [326,135]=10,0  }
Node    [319,122] -> {[309,122]=10,0  [326,125]=7,616  }
Node    [309,122] -> {[300,118]=9,849  [319,122]=10,0  }
Node    [300,118] -> {[309,122]=9,849  [293,111]=9,899  }
Node    [293,111] -> {[300,118]=9,899  [286,104]=9,899  }
Node    [286,104] -> {[278,108]=8,944  [293,111]=9,899  }
Node    [278,108] -> {[268,108]=10,0  [286,104]=8,944  }
Node    [268,108] -> {[278,108]=10,0  [258,108]=10,0  }
Node    [258,108] -> {[268,108]=10,0  [248,108]=10,0  }
Node    [248,108] -> {[258,108]=10,0  [238,108]=10,0  }
Node    [238,108] -> {[228,107]=10,05  [248,108]=10,0  }
Node    [228,107] -> {[238,108]=10,05  [221,100]=9,899  }
Node    [221,100] -> {[228,107]=9,899  [214,93]=9,899  }
Node    [214,93] -> {[215,88]=5,099  [221,100]=9,899  }
Node    [215,88] -> {[225,88]=10,0  [214,93]=5,099  }
Node    [225,88] -> {[215,88]=10,0  [235,88]=10,0  }
Node    [235,88] -> {[225,88]=10,0  [236,91]=3,162  }
Node    [236,91] -> {[228,96]=9,434  [235,88]=3,162  }
Node    [228,96] -> {[221,103]=9,899  [236,91]=9,434  }
Node    [221,103] -> {[228,96]=9,899  [214,110]=9,899  }
Node    [214,110] -> {[221,103]=9,899  [204,110]=10,0  }
Node    [204,110] -> {[194,110]=10,0  [214,110]=10,0  }
Node    [194,110] -> {[184,110]=10,0  [204,110]=10,0  }
Node    [184,110] -> {[174,110]=10,0  [194,110]=10,0  }
Node    [174,110] -> {[164,110]=10,0  [184,110]=10,0  }
Node    [164,110] -> {[174,110]=10,0  [154,110]=10,0  }
Node    [154,110] -> {[164,110]=10,0  [144,110]=10,0  }
Node    [144,110] -> {[134,110]=10,0  [154,110]=10,0  }
Node    [134,110] -> {[144,110]=10,0  [124,110]=10,0  }
Node    [124,110] -> {(150,348)=306,25  (170,224)=264,184  (95,449)=396,066  [134,110]=10,0  }
Node f  [150,348] -> {[124,110]=306,25  }
Node f  [95,449] -> {[124,110]=396,066  }
Node f  [170,224] -> {[124,110]=264,184  }
Node f  [623,412] -> {[637,131]=286,799  }
