Total nodes: 45   Frontiers: 17   Edges: 46
Nodes degrees
   [582,103]    12
   [600,108]    4
   [628,136]    4
   [644,127]    3
   [635,129]    3
   [621,129]    3
   (273,153)    3
   [607,115]    3
   [665,124]    2
   [640,125]    2
   [649,125]    2
   [654,117]    2
   [658,117]    2
   [670,117]    2
   [660,117]    2
   [690,117]    2
   [680,117]    2
   [633,118]    2
   [706,126]    2
   [592,103]    2
   [626,111]    2
   [699,119]    2
   [674,128]    2
   [684,128]    2
   [694,128]    2
   [704,128]    2
   [614,122]    2
   [652,123]    2
   (553,61)    1
   (241,268)    1
   (207,162)    1
   (256,185)    1
   [617,109]    1
   (376,250)    1
   (486,88)    1
   (325,198)    1
   (624,429)    1
   (536,243)    1
   (424,94)    1
   (390,111)    1
   (439,240)    1
   (326,253)    1
   (534,89)    1
   (275,255)    1
   (326,139)    1
Max: 12   Min: 1   Avg: 2

Closeness centrality:
   [628,136]    1
   [635,129]    0,997
   [621,129]    0,995
   [644,127]    0,991
   [614,122]    0,985
   [652,123]    0,981
   [607,115]    0,971
   [660,117]    0,968
   [600,108]    0,952
   [670,117]    0,951
   [680,117]    0,933
   [592,103]    0,926
   [690,117]    0,912
   [582,103]    0,897
   [699,119]    0,89
   [706,126]    0,866
   [704,128]    0,858
   [694,128]    0,83
   [684,128]    0,801
   (273,153)    0,78
   [674,128]    0,771
   [665,124]    0,74
   [658,117]    0,71
   [654,117]    0,697
   [649,125]    0,667
   (534,89)    0,649
   [640,125]    0,638
   [633,118]    0,607
   [626,111]    0,576
   (553,61)    0,57
   [617,109]    0,548
   (486,88)    0,485
   (424,94)    0,358
   (390,111)    0,305
   (536,243)    0,252
   (624,429)    0,174
   (325,198)    0,127
   (439,240)    0,111
   (256,185)    0,076
   (326,139)    0,073
   (376,250)    0,072
   (326,253)    0,062
   (207,162)    0,031
   (275,255)    0,017
   (241,268)    0

Betweenness centrality:
   [628,136]    1
   [621,129]    0,988
   [644,127]    0,941
   [607,115]    0,941
   [614,122]    0,927
   [652,123]    0,927
   [600,108]    0,915
   [635,129]    0,911
   [660,117]    0,909
   [670,117]    0,887
   [680,117]    0,861
   [690,117]    0,832
   [582,103]    0,828
   [699,119]    0,798
   [706,126]    0,76
   [592,103]    0,76
   [704,128]    0,719
   [694,128]    0,673
   [684,128]    0,624
   [674,128]    0,57
   [665,124]    0,513
   [658,117]    0,451
   [654,117]    0,386
   [649,125]    0,317
   [640,125]    0,244
   [633,118]    0,166
   [626,111]    0,085
   (553,61)    0
   (241,268)    0
   (207,162)    0
   (256,185)    0
   [617,109]    0
   (376,250)    0
   (486,88)    0
   (325,198)    0
   (624,429)    0
   (536,243)    0
   (424,94)    0
   (390,111)    0
   (439,240)    0
   (326,253)    0
   (534,89)    0
   (273,153)    0
   (275,255)    0
   (326,139)    0
