Total nodes: 68   Frontiers: 6   Edges: 256
Nodes degrees
   (207,128)    45
   (209,79)    45
   (496,429)    32
   (382,443)    28
   (314,428)    26
   (435,447)    19
   [623,266]    9
   [563,260]    8
   [614,268]    8
   [570,267]    8
   [594,268]    8
   [604,268]    8
   [585,271]    8
   [577,274]    8
   [549,274]    8
   [616,273]    8
   [578,278]    8
   [557,279]    8
   [609,280]    8
   [584,281]    8
   [601,286]    8
   [591,286]    8
   [571,285]    8
   [564,286]    8
   [517,255]    7
   [555,255]    7
   [524,261]    7
   [531,268]    7
   [539,274]    7
   [487,255]    7
   [497,255]    7
   [507,255]    7
   [471,264]    6
   [478,257]    6
   [439,282]    5
   [446,275]    5
   [453,268]    5
   [461,264]    5
   [473,217]    4
   [473,247]    4
   [468,209]    4
   [473,237]    4
   [460,203]    4
   [447,276]    4
   [452,199]    4
   [454,269]    4
   [443,195]    4
   [473,227]    4
   [461,262]    4
   [435,191]    4
   [468,255]    4
   [427,185]    2
   [418,181]    2
   [439,104]    2
   [414,143]    2
   [425,118]    2
   [441,85]    2
   [414,173]    2
   [437,57]    2
   [414,133]    2
   [441,65]    2
   [441,95]    2
   [414,163]    2
   [432,111]    2
   [418,125]    2
   [414,153]    2
   [441,75]    2
   [430,50]    1
Max: 45   Min: 1   Avg: 7
Degree computed in 1 ms

Closeness centrality:
   [453,268]    0.00594
   [461,264]    0.00593
   [446,275]    0.00593
   [439,282]    0.00591
   [471,264]    0.0059
   [447,276]    0.00588
   [478,257]    0.00587
   [454,269]    0.00585
   [487,255]    0.00581
   [461,262]    0.00581
   [468,255]    0.00575
   [497,255]    0.00573
   [473,247]    0.00569
   [507,255]    0.00565
   [473,237]    0.00562
   [517,255]    0.00555
   [473,227]    0.00554
   [524,261]    0.00547
   [473,217]    0.00545
   [531,268]    0.00538
   [468,209]    0.00537
   [460,203]    0.00528
   [539,274]    0.00527
   [452,199]    0.00519
   [549,274]    0.00515
   [443,195]    0.00509
   [557,279]    0.00504
   [435,191]    0.00499
   [564,286]    0.00491
   [427,185]    0.00487
   [571,285]    0.00482
   (496,429)    0.00478
   [578,278]    0.0047
   [585,271]    0.00458
   [594,268]    0.00446
   [604,268]    0.00433
   [614,268]    0.00421
   [623,266]    0.0041
   [616,273]    0.00398
   [609,280]    0.00389
   [601,286]    0.00379
   [591,286]    0.00369
   [584,281]    0.00361
   [577,274]    0.00352
   [570,267]    0.00343
   [563,260]    0.00334
   [555,255]    0.00326
   (207,128)    0.00228
   (209,79)    0.00227
   (382,443)    0.00212
   (435,447)    0.00211
   (314,428)    0.00209
Closeness computed in 283365 ms

Betweenness centrality:
   [439,282]    1147
   [453,268]    1121
   [446,275]    1119
   [461,264]    1115
   [471,264]    1114,5
   [447,276]    1111
   [454,269]    1105
   [461,262]    1093
   [487,255]    1081,5
   [468,255]    1081
   [478,257]    1070
   [473,247]    1067
   [473,237]    1051
   [497,255]    1035
   [473,227]    1033
   [507,255]    1017
   [473,217]    1013
   [517,255]    997
   [468,209]    993
   [524,261]    977
   [460,203]    971
   [531,268]    969
   [452,199]    947
   [539,274]    941
   [435,191]    928
   [443,195]    921
   [549,274]    919
   [427,185]    883
   [557,279]    841
   [564,286]    807
   [571,285]    771
   [578,278]    736
   [585,271]    701
   [594,268]    674
   [604,268]    632
   [614,268]    589
   [623,266]    541
   [616,273]    496
   [609,280]    454
   [601,286]    410
   [591,286]    364
   [584,281]    316
   [577,274]    266
   [570,267]    215
   [563,260]    163
   [555,255]    111
   (382,443)    0
   (496,429)    0
   (314,428)    0
   (207,128)    0
   (209,79)    0
   (435,447)    0
Betweenness computed in 16 ms
