Total nodes: 66   Frontiers: 5   Edges: 110
Nodes degrees
   (432,465)    24
   (496,428)    22
   [376,180]    6
   [500,107]    5
   [490,107]    5
   [510,107]    4
   [410,122]    4
   [400,122]    4
   [397,149]    4
   [433,105]    4
   [482,103]    4
   [419,119]    4
   [397,139]    4
   [383,173]    4
   [390,166]    4
   [440,98]    4
   [475,96]    4
   [397,129]    4
   [426,112]    4
   [397,159]    4
   [447,91]    4
   [467,91]    4
   [520,107]    4
   [457,91]    4
   [615,120]    3
   [530,107]    3
   [578,124]    2
   [560,108]    2
   [550,108]    2
   [540,108]    2
   [509,106]    2
   [570,109]    2
   [564,126]    2
   [554,110]    2
   [545,96]    2
   [571,131]    2
   [554,80]    2
   [471,85]    2
   [525,97]    2
   [535,97]    2
   [482,101]    2
   [557,81]    2
   [467,57]    2
   [516,99]    2
   [625,116]    2
   [577,116]    2
   [554,100]    2
   [471,65]    2
   [606,119]    2
   [616,119]    2
   [625,119]    2
   [557,119]    2
   [605,120]    2
   [595,120]    2
   [585,120]    2
   [475,94]    2
   [557,71]    2
   [587,121]    2
   [597,121]    2
   [552,89]    2
   [471,75]    2
   [554,90]    2
   [460,50]    1
   (310,428)    1
   (384,483)    1
   (391,454)    1
Max: 24   Min: 1   Avg: 3
Degree computed in 0 ms

Closeness centrality:
   [500,107]    0,00848
   [490,107]    0,00844
   [482,103]    0,00825
   [509,106]    0,00818
   [510,107]    0,00816
   [475,96]    0,00803
   [482,101]    0,00791
   [520,107]    0,00786
   [467,91]    0,00781
   [530,107]    0,00758
   [457,91]    0,00757
   [447,91]    0,00733
   [540,108]    0,00732
   [440,98]    0,00709
   [433,105]    0,00686
   [426,112]    0,00662
   [419,119]    0,00639
   [410,122]    0,00617
   [400,122]    0,00595
   [605,120]    0,00593
   [397,129]    0,00578
   [615,120]    0,00577
   [625,119]    0,00562
   [397,139]    0,00556
   [397,149]    0,00535
   [397,159]    0,00515
   [390,166]    0,00495
   [383,173]    0,00475
   [376,180]    0,00457
   (310,428)    0,00199
   (391,454)    0,00192
   (496,428)    0,00189
   (384,483)    0,00184
   (432,465)    0,0018
Closeness computed in 356521 ms

Betweenness centrality:
   [490,107]    1276
   [500,107]    1255
   [482,103]    1011
   [475,96]    989
   [467,91]    965
   [457,91]    939
   [447,91]    911
   [440,98]    881
   [433,105]    849
   [426,112]    815
   [419,119]    702
   [510,107]    697
   [509,106]    697
   [520,107]    666
   [410,122]    637
   [530,107]    635
   [540,108]    604
   [400,122]    597
   [397,129]    555
   [397,139]    511
   [397,149]    465
   [482,101]    419
   [397,159]    417
   [605,120]    387
   [615,120]    356
   [390,166]    355
   [625,119]    325
   [383,173]    302
   [376,180]    254
   (432,465)    0
   (496,428)    0
   (310,428)    0
   (391,454)    0
   (384,483)    0
Betweenness computed in 10 ms
