Total nodes: 78   Frontiers: 15   Edges: 291
Nodes degrees
   (575,292)    41
   (604,232)    37
   (619,281)    35
   (208,227)    24
   [266,432]    16
   (393,550)    15
   (386,545)    15
   (385,514)    15
   [316,431]    14
   [286,432]    14
   [276,432]    14
   [306,432]    14
   [326,431]    14
   [296,432]    14
   [335,429]    14
   [342,422]    13
   [366,372]    9
   [359,379]    9
   (467,497)    9
   (181,421)    9
   [345,413]    9
   (527,425)    9
   [345,403]    9
   (451,546)    9
   [345,393]    9
   [352,386]    9
   (183,451)    8
   [373,365]    6
   [373,305]    6
   [373,295]    6
   [373,355]    6
   [373,285]    6
   [373,345]    6
   [373,335]    6
   [373,325]    6
   [373,315]    6
   [430,290]    5
   [413,292]    5
   [403,292]    5
   [423,293]    5
   [386,285]    5
   [394,288]    5
   [432,281]    5
   [376,276]    5
   [381,280]    5
   [433,271]    5
   [435,262]    5
   [442,244]    4
   [436,252]    4
   [436,249]    3
   [436,239]    3
   [436,229]    3
   [436,219]    3
   [446,106]    2
   [426,183]    2
   [413,148]    2
   [432,120]    2
   [441,71]    2
   [450,87]    2
   [436,209]    2
   [420,175]    2
   [409,140]    2
   [427,57]    2
   [413,168]    2
   [409,136]    2
   [436,199]    2
   [434,64]    2
   [418,134]    2
   [439,113]    2
   [450,97]    2
   [448,78]    2
   [425,127]    2
   [432,190]    2
   [413,158]    2
   [420,50]    1
   (240,465)    1
   (209,280)    1
   (241,394)    1
Max: 41   Min: 1   Avg: 7
Degree computed in 0 ms

Closeness centrality:
   [373,355]    0,00573
   [373,345]    0,0057
   [373,365]    0,00569
   [373,335]    0,00561
   (386,545)    0,0056
   [366,372]    0,00558
   [373,325]    0,00551
   [386,285]    0,00547
   [394,288]    0,00547
   [381,280]    0,00547
   [403,292]    0,00546
   [376,276]    0,00546
   [413,292]    0,00545
   [373,285]    0,00543
   [423,293]    0,00542
   [373,315]    0,00541
   [373,295]    0,0054
   [430,290]    0,00539
   [359,379]    0,00538
   [373,305]    0,00538
   [432,281]    0,00536
   [433,271]    0,00531
   [435,262]    0,00526
   [352,386]    0,0052
   [436,252]    0,00519
   [442,244]    0,00512
   [436,249]    0,00505
   [345,393]    0,00501
   [436,239]    0,00497
   [436,229]    0,00488
   [345,403]    0,00484
   [436,219]    0,00479
   [345,413]    0,00478
   [436,209]    0,00469
   [342,422]    0,0046
   (575,292)    0,00449
   [335,429]    0,00447
   [326,431]    0,00437
   [316,431]    0,00424
   (467,497)    0,0042
   [306,432]    0,00414
   [296,432]    0,00403
   [286,432]    0,00392
   [276,432]    0,00381
   [266,432]    0,00372
   (240,465)    0,00339
   (241,394)    0,00324
   (385,514)    0,00296
   (604,232)    0,00289
   (619,281)    0,00277
   (208,227)    0,00277
   (181,421)    0,00271
   (183,451)    0,00266
   (393,550)    0,00265
   (451,546)    0,00233
   (527,425)    0,00198
   (209,280)    0,0015
Closeness computed in 381621 ms

Betweenness centrality:
   [381,280]    1478
   [376,276]    1474
   [386,285]    1471
   [394,288]    1471
   [403,292]    1469
   [373,285]    1469
   [413,292]    1465
   [423,293]    1455
   [430,290]    1441
   [436,252]    1436
   [432,281]    1429
   [435,262]    1429
   [373,295]    1422
   [433,271]    1415
   [442,244]    1413
   [373,305]    1410
   [373,345]    1406
   [373,315]    1399
   [436,249]    1389
   [373,325]    1387
   [373,355]    1383
   [373,335]    1371
   [436,239]    1363
   [373,365]    1359
   [366,372]    1339
   [436,229]    1335
   [436,219]    1327
   [436,209]    1253
   [359,379]    1163
   [352,386]    1117
   [345,393]    964
   [345,403]    912,66667
   [345,413]    868,83333
   [342,422]    836
   [335,429]    774
   [326,431]    679
   [316,431]    626
   [306,432]    604,5
   [296,432]    454,9
   [286,432]    379,13333
   [266,432]    328,6
   [276,432]    302,86667
   (386,545)    189
   (467,497)    0
   (181,421)    0
   (604,232)    0
   (619,281)    0
   (240,465)    0
   (209,280)    0
   (575,292)    0
   (527,425)    0
   (451,546)    0
   (393,550)    0
   (183,451)    0
   (241,394)    0
   (208,227)    0
   (385,514)    0
Betweenness computed in 50 ms
