Total nodes: 30   Frontiers: 2   Edges: 29
Nodes degrees
   [269,112]    3
   [146,195]    2
   [179,112]    2
   [146,145]    2
   [189,112]    2
   [157,130]    2
   [229,112]    2
   [239,112]    2
   [125,191]    2
   [249,112]    2
   [199,112]    2
   [146,165]    2
   [209,112]    2
   [219,112]    2
   [259,112]    2
   [128,217]    2
   [124,220]    2
   [164,123]    2
   [146,185]    2
   [150,137]    2
   [142,203]    2
   [125,201]    2
   [171,116]    2
   [146,155]    2
   [146,175]    2
   [135,210]    2
   [125,211]    2
   [130,183]    1
   (409,178)    1
   (464,112)    1
Max: 3   Min: 1   Avg: 1

Closeness centrality:
   [150,137]    1
   [157,130]    1
   [146,145]    0,99
   [164,123]    0,989
   [146,155]    0,97
   [171,116]    0,969
   [179,112]    0,942
   [146,165]    0,94
   [189,112]    0,904
   [146,175]    0,902
   [199,112]    0,859
   [146,185]    0,857
   [209,112]    0,81
   [146,195]    0,808
   [142,203]    0,76
   [219,112]    0,757
   [135,210]    0,705
   [229,112]    0,702
   [128,217]    0,65
   [239,112]    0,646
   [124,220]    0,621
   [249,112]    0,59
   [125,211]    0,569
   [259,112]    0,536
   [125,201]    0,512
   [269,112]    0,484
   [125,191]    0,458
   [130,183]    0,41
   (409,178)    0,009
   (464,112)    0

Betweenness centrality:
   [157,130]    1
   [150,137]    1
   [146,145]    0,99
   [164,123]    0,99
   [171,116]    0,971
   [146,155]    0,971
   [179,112]    0,943
   [146,165]    0,943
   [189,112]    0,905
   [146,175]    0,905
   [199,112]    0,857
   [146,185]    0,857
   [146,195]    0,8
   [209,112]    0,8
   [219,112]    0,733
   [142,203]    0,733
   [229,112]    0,657
   [135,210]    0,657
   [239,112]    0,571
   [128,217]    0,571
   [249,112]    0,476
   [124,220]    0,476
   [259,112]    0,371
   [125,211]    0,371
   [269,112]    0,262
   [125,201]    0,257
   [125,191]    0,133
   [130,183]    0
   (409,178)    0
   (464,112)    0
