Total nodes: 32   Frontiers: 7   Edges: 72
Nodes degrees
   (319,76)    14
   (229,158)    13
   [476,270]    11
   [486,270]    9
   [493,277]    8
   [500,284]    8
   [490,284]    6
   (274,329)    5
   (450,484)    5
   [483,277]    4
   [438,218]    4
   [449,233]    4
   [463,247]    4
   (314,401)    4
   [442,226]    4
   [470,264]    4
   (663,367)    4
   [456,240]    4
   [469,255]    4
   [438,208]    3
   [439,168]    2
   [431,131]    2
   [439,198]    2
   [439,148]    2
   [439,178]    2
   [439,158]    2
   [417,117]    2
   [439,188]    2
   (521,73)    2
   [424,124]    2
   [438,138]    2
   [410,110]    1
Max: 14   Min: 1   Avg: 4

Closeness centrality:
   [449,233]    1
   [442,226]    1
   [456,240]    0,992
   [438,218]    0,991
   [463,247]    0,976
   [438,208]    0,964
   [469,255]    0,952
   [439,198]    0,925
   [470,264]    0,924
   [476,270]    0,893
   [439,188]    0,882
   [439,178]    0,834
   [486,270]    0,821
   [483,277]    0,815
   [439,168]    0,783
   [493,277]    0,761
   [490,284]    0,757
   [439,158]    0,731
   [500,284]    0,704
   [439,148]    0,678
   [438,138]    0,625
   [431,131]    0,573
   [424,124]    0,522
   [417,117]    0,473
   [410,110]    0,425
   (319,76)    0,068
   (663,367)    0,042
   (274,329)    0,031
   (521,73)    0,026
   (314,401)    0,015
   (450,484)    0,002
   (229,158)    0

Betweenness centrality:
   [469,255]    1
   [476,270]    0,969
   [470,264]    0,965
   [438,208]    0,965
   [438,218]    0,952
   [449,233]    0,93
   [442,226]    0,925
   [456,240]    0,925
   [439,198]    0,921
   [463,247]    0,912
   [439,188]    0,868
   [439,178]    0,807
   [439,168]    0,737
   [439,158]    0,658
   [439,148]    0,57
   [438,138]    0,474
   [431,131]    0,368
   [424,124]    0,254
   [483,277]    0,219
   [486,270]    0,193
   [500,284]    0,154
   [490,284]    0,145
   [417,117]    0,132
   [493,277]    0,105
   (314,401)    0
   (663,367)    0
   (274,329)    0
   [410,110]    0
   (450,484)    0
   (521,73)    0
   (229,158)    0
   (319,76)    0
