Total nodes: 62   Frontiers: 6   Edges: 233
Nodes degrees
   (318,75)    49
   (222,158)    47
   (447,489)    29
   (271,335)    24
   (302,391)    22
   [476,270]    16
   [486,270]    10
   [496,270]    8
   [487,270]    8
   [466,270]    8
   [456,270]    8
   [504,278]    7
   [495,274]    7
   [446,270]    7
   [497,271]    7
   [497,270]    7
   [465,270]    7
   [475,270]    7
   [477,270]    7
   [464,270]    7
   [474,270]    7
   [505,266]    7
   [456,265]    7
   [467,266]    7
   [458,262]    7
   [449,258]    7
   [448,278]    6
   [455,271]    6
   [506,270]    6
   [493,277]    5
   [457,274]    5
   [493,263]    5
   [469,251]    4
   [438,214]    4
   [462,244]    4
   [490,284]    4
   [500,284]    4
   [455,237]    4
   [438,204]    4
   [483,277]    4
   [475,269]    4
   [479,270]    4
   [448,230]    4
   [475,267]    4
   [478,267]    4
   [488,267]    4
   [433,196]    4
   [470,261]    4
   [441,223]    4
   [500,256]    4
   [430,187]    4
   [430,177]    3
   [497,291]    3
   [430,167]    3
   [430,147]    2
   [407,117]    2
   [428,138]    2
   [421,131]    2
   (670,362)    2
   [430,157]    2
   [414,124]    2
   [400,110]    1
Max: 49   Min: 1   Avg: 7

Closeness centrality:
   [476,270]    1
   [475,269]    0,992
   [477,270]    0,985
   [475,270]    0,984
   [474,270]    0,97
   [479,270]    0,949
   [475,267]    0,947
   [470,261]    0,938
   [478,267]    0,9
   [486,270]    0,886
   [469,251]    0,879
   [466,270]    0,877
   [467,266]    0,869
   [483,277]    0,85
   [465,270]    0,85
   [487,270]    0,849
   [464,270]    0,846
   [462,244]    0,823
   [488,267]    0,81
   [455,237]    0,768
   [496,270]    0,765
   [495,274]    0,763
   [456,270]    0,763
   [458,262]    0,762
   [457,274]    0,762
   [493,277]    0,757
   [493,263]    0,757
   [456,265]    0,749
   [455,271]    0,738
   [497,270]    0,738
   [497,271]    0,733
   [490,284]    0,729
   [448,230]    0,714
   [449,258]    0,677
   [448,278]    0,67
   [505,266]    0,669
   [504,278]    0,668
   [446,270]    0,667
   [441,223]    0,663
   [506,270]    0,658
   [500,284]    0,653
   [500,256]    0,652
   [497,291]    0,628
   [438,214]    0,615
   [438,204]    0,568
   [433,196]    0,526
   [430,187]    0,485
   [430,177]    0,442
   [430,167]    0,402
   [430,157]    0,364
   [430,147]    0,329
   [428,138]    0,299
   [421,131]    0,269
   [414,124]    0,241
   [407,117]    0,215
   [400,110]    0,191
   (318,75)    0,054
   (447,489)    0,037
   (271,335)    0,035
   (302,391)    0,026
   (222,158)    0,006
   (670,362)    0

Betweenness centrality:
   [476,270]    1
   [475,269]    0,588
   [470,261]    0,574
   [469,251]    0,558
   [462,244]    0,541
   [455,237]    0,522
   [448,230]    0,502
   [441,223]    0,481
   [438,214]    0,458
   [438,204]    0,433
   [433,196]    0,407
   [486,270]    0,339
   [430,187]    0,331
   [430,177]    0,299
   [430,167]    0,272
   [430,157]    0,237
   [430,147]    0,201
   [466,270]    0,196
   [428,138]    0,164
   [421,131]    0,125
   [477,270]    0,105
   [467,266]    0,104
   [475,270]    0,088
   [456,270]    0,086
   [483,277]    0,085
   [496,270]    0,085
   [414,124]    0,085
   [474,270]    0,084
   [487,270]    0,075
   [458,262]    0,07
   [465,270]    0,053
   [464,270]    0,049
   [407,117]    0,043
   [490,284]    0,043
   [493,277]    0,042
   [475,267]    0,042
   [495,274]    0,042
   [479,270]    0,042
   [493,263]    0,042
   [457,274]    0,041
   [449,258]    0,014
   [505,266]    0,009
   [448,278]    0,008
   [456,265]    0,006
   [497,270]    0,006
   [446,270]    0,006
   [504,278]    0,005
   [455,271]    0,004
   [497,271]    0,004
   [478,267]    0,001
   (447,489)    0
   [497,291]    0
   [500,284]    0
   [506,270]    0
   (670,362)    0
   (271,335)    0
   [488,267]    0
   (302,391)    0
   [400,110]    0
   [500,256]    0
   (318,75)    0
   (222,158)    0
