Total nodes: 30   Frontiers: 6   Edges: 70
Nodes degrees
   (318,75)    17
   (222,158)    15
   [476,270]    9
   [483,277]    8
   [490,284]    8
   [497,291]    6
   [469,251]    4
   [475,269]    4
   [438,214]    4
   [448,230]    4
   (668,363)    4
   [433,196]    4
   [462,244]    4
   [470,261]    4
   (278,326)    4
   [441,223]    4
   (449,482)    4
   [455,237]    4
   [438,204]    4
   [430,187]    4
   [430,167]    3
   [430,177]    3
   (317,395)    3
   [421,131]    2
   [430,147]    2
   [430,157]    2
   [407,117]    2
   [414,124]    2
   [428,138]    2
   [400,110]    1
Max: 17   Min: 1   Avg: 4

Closeness centrality:
   [441,223]    1
   [438,214]    1
   [448,230]    0,991
   [438,204]    0,991
   [433,196]    0,974
   [455,237]    0,973
   [462,244]    0,947
   [430,187]    0,946
   [469,251]    0,914
   [430,177]    0,902
   [470,261]    0,874
   [430,167]    0,854
   [475,269]    0,832
   [476,270]    0,825
   [430,157]    0,797
   [483,277]    0,762
   [430,147]    0,738
   [490,284]    0,699
   [428,138]    0,684
   [497,291]    0,636
   [421,131]    0,626
   [414,124]    0,57
   [407,117]    0,515
   [400,110]    0,463
   (318,75)    0,143
   (222,158)    0,049
   (317,395)    0,033
   (278,326)    0,023
   (668,363)    0,011
   (449,482)    0

Betweenness centrality:
   [438,214]    1
   [441,223]    1
   [448,230]    0,99
   [438,204]    0,99
   [433,196]    0,971
   [455,237]    0,971
   [462,244]    0,943
   [469,251]    0,905
   [470,261]    0,857
   [430,187]    0,819
   [475,269]    0,8
   [430,177]    0,762
   [476,270]    0,738
   [430,167]    0,733
   [430,157]    0,657
   [430,147]    0,571
   [428,138]    0,476
   [483,277]    0,424
   [421,131]    0,371
   [490,284]    0,339
   [414,124]    0,257
   [497,291]    0,218
   [407,117]    0,133
   (668,363)    0
   (278,326)    0
   [400,110]    0
   (317,395)    0
   (318,75)    0
   (449,482)    0
   (222,158)    0
