Total nodes: 67   Frontiers: 6   Edges: 298
Nodes degrees
   (316,75)    50
   (218,163)    46
   (447,489)    37
   (315,363)    33
   (271,354)    33
   (670,363)    33
   [476,270]    20
   [486,270]    10
   [455,270]    9
   [456,270]    9
   [490,284]    8
   [503,282]    8
   [494,278]    8
   [504,278]    8
   [483,277]    8
   [496,275]    8
   [485,274]    8
   [495,274]    8
   [497,271]    8
   [496,270]    8
   [488,270]    8
   [487,270]    8
   [452,269]    8
   [465,270]    8
   [475,270]    8
   [471,270]    8
   [478,270]    8
   [472,270]    8
   [466,270]    8
   [477,270]    8
   [461,270]    8
   [462,270]    8
   [447,266]    8
   [470,268]    8
   [461,265]    8
   [497,291]    7
   [446,270]    7
   [506,270]    7
   [451,270]    7
   [450,278]    5
   [459,274]    5
   [457,271]    5
   [467,270]    5
   [439,249]    4
   [493,287]    4
   [439,239]    4
   [486,280]    4
   [493,277]    4
   [479,273]    4
   [468,270]    4
   [447,265]    4
   [440,258]    4
   [439,209]    3
   [433,201]    3
   [439,229]    3
   [439,219]    3
   [420,147]    2
   [420,177]    2
   [397,117]    2
   [418,138]    2
   [420,167]    2
   [411,131]    2
   [426,194]    2
   [420,157]    2
   [404,124]    2
   [420,187]    2
   [390,110]    1
Max: 50   Min: 1   Avg: 8

Closeness centrality:
   [476,270]    1
   [475,270]    0,996
   [477,270]    0,984
   [478,270]    0,969
   [465,270]    0,952
   [472,270]    0,942
   [479,273]    0,932
   [471,270]    0,928
   [455,270]    0,92
   [470,268]    0,911
   [468,270]    0,88
   [466,270]    0,879
   [467,270]    0,873
   [486,270]    0,872
   [447,265]    0,865
   [483,277]    0,861
   [485,274]    0,86
   [456,270]    0,849
   [487,270]    0,843
   [488,270]    0,831
   [447,266]    0,819
   [462,270]    0,816
   [440,258]    0,809
   [461,270]    0,803
   [486,280]    0,798
   [461,265]    0,797
   [459,274]    0,763
   [439,249]    0,759
   [495,274]    0,758
   [457,271]    0,757
   [493,277]    0,752
   [496,270]    0,751
   [494,278]    0,748
   [490,284]    0,746
   [446,270]    0,739
   [497,271]    0,732
   [496,275]    0,73
   [452,269]    0,717
   [439,239]    0,705
   [493,287]    0,702
   [451,270]    0,702
   [450,278]    0,673
   [504,278]    0,665
   [503,282]    0,657
   [439,229]    0,651
   [497,291]    0,651
   [506,270]    0,65
   [439,219]    0,6
   [439,209]    0,552
   [433,201]    0,508
   [426,194]    0,465
   [420,187]    0,428
   [420,177]    0,39
   [420,167]    0,355
   [420,157]    0,323
   [420,147]    0,293
   [418,138]    0,267
   [411,131]    0,241
   [404,124]    0,216
   [397,117]    0,193
   [390,110]    0,172
   (315,363)    0,059
   (447,489)    0,055
   (316,75)    0,038
   (271,354)    0,038
   (670,363)    0,019
   (218,163)    0

Betweenness centrality:
   [476,270]    1
   [455,270]    0,584
   [447,265]    0,563
   [475,270]    0,549
   [440,258]    0,544
   [439,249]    0,524
   [439,239]    0,513
   [465,270]    0,49
   [439,229]    0,489
   [439,219]    0,459
   [439,209]    0,432
   [433,201]    0,411
   [426,194]    0,38
   [420,187]    0,349
   [420,177]    0,315
   [420,167]    0,281
   [420,157]    0,245
   [420,147]    0,207
   [486,270]    0,2
   [418,138]    0,168
   [411,131]    0,128
   [404,124]    0,087
   [483,277]    0,082
   [479,273]    0,081
   [468,270]    0,081
   [471,270]    0,08
   [485,274]    0,079
   [478,270]    0,079
   [456,270]    0,079
   [472,270]    0,078
   [477,270]    0,077
   [447,266]    0,075
   [466,270]    0,073
   [397,117]    0,044
   [495,274]    0,043
   [496,270]    0,042
   [490,284]    0,041
   [459,274]    0,041
   [494,278]    0,041
   [488,270]    0,041
   [467,270]    0,041
   [461,270]    0,04
   [462,270]    0,039
   [470,268]    0,039
   [486,280]    0,039
   [487,270]    0,039
   [493,277]    0,005
   [504,278]    0,004
   [457,271]    0,003
   [446,270]    0,003
   [497,291]    0,002
   [503,282]    0,002
   [450,278]    0,002
   [496,275]    0,002
   [497,271]    0,002
   [452,269]    0,001
   [461,265]    0,001
   [493,287]    0,001
   (447,489)    0
   (315,363)    0
   (271,354)    0
   (218,163)    0
   [506,270]    0
   [451,270]    0
   (670,363)    0
   [390,110]    0
   (316,75)    0
