Total nodes: 33   Frontiers: 6   Edges: 71
Nodes degrees
   (316,75)    16
   (218,163)    12
   [476,270]    8
   [493,287]    8
   [486,280]    7
   [493,277]    7
   [486,270]    7
   (315,364)    5
   (276,359)    5
   (447,488)    5
   [439,249]    4
   [465,270]    4
   [475,270]    4
   [455,270]    4
   [447,265]    4
   [440,258]    4
   [439,239]    4
   [433,201]    3
   [439,229]    3
   [439,209]    3
   [439,219]    3
   [420,167]    2
   [411,131]    2
   [420,147]    2
   (669,359)    2
   [426,194]    2
   [420,177]    2
   [420,157]    2
   [397,117]    2
   [404,124]    2
   [418,138]    2
   [420,187]    2
   [390,110]    1
Max: 16   Min: 1   Avg: 4

Closeness centrality:
   [439,239]    1
   [439,229]    0,996
   [439,249]    0,991
   [439,219]    0,982
   [440,258]    0,975
   [439,209]    0,961
   [447,265]    0,949
   [433,201]    0,936
   [455,270]    0,919
   [426,194]    0,898
   [465,270]    0,882
   [420,187]    0,859
   [475,270]    0,847
   [476,270]    0,842
   [420,177]    0,813
   [486,270]    0,781
   [420,167]    0,766
   [493,277]    0,724
   [420,157]    0,716
   [493,287]    0,672
   [420,147]    0,667
   [418,138]    0,621
   [486,280]    0,62
   [411,131]    0,573
   [404,124]    0,525
   [397,117]    0,479
   [390,110]    0,435
   (316,75)    0,118
   (315,364)    0,102
   (276,359)    0,053
   (447,488)    0,031
   (218,163)    0,031
   (669,359)    0

Betweenness centrality:
   [439,239]    1
   [439,229]    0,996
   [439,219]    0,951
   [433,201]    0,939
   [439,249]    0,927
   [439,209]    0,927
   [440,258]    0,915
   [447,265]    0,894
   [426,194]    0,894
   [455,270]    0,858
   [420,187]    0,841
   [465,270]    0,813
   [420,177]    0,78
   [475,270]    0,772
   [476,270]    0,746
   [420,167]    0,711
   [420,157]    0,634
   [420,147]    0,549
   [418,138]    0,455
   [486,270]    0,376
   [411,131]    0,354
   [493,277]    0,297
   [493,287]    0,248
   [404,124]    0,244
   [397,117]    0,126
   [486,280]    0,006
   (218,163)    0
   (315,364)    0
   (669,359)    0
   (276,359)    0
   (447,488)    0
   [390,110]    0
   (316,75)    0
