Total nodes: 37   Frontiers: 9   Edges: 46
Nodes degrees
   [249,148]    10
   (473,371)    6
   (468,401)    6
   [255,121]    4
   [248,128]    4
   [264,120]    4
   [274,120]    4
   [249,138]    4
   [357,136]    2
   [282,115]    2
   [323,79]    2
   [310,87]    2
   [409,131]    2
   [334,95]    2
   [350,129]    2
   [327,88]    2
   [317,80]    2
   [394,143]    2
   [384,143]    2
   [341,102]    2
   [303,94]    2
   [364,143]    2
   [374,143]    2
   [349,119]    2
   [289,108]    2
   [348,109]    2
   [416,124]    2
   [296,101]    2
   [402,138]    2
   (174,267)    1
   (219,365)    1
   (62,187)    1
   (129,312)    1
   (552,362)    1
   (545,370)    1
   [423,117]    1
   (320,384)    1
Max: 10   Min: 1   Avg: 2

Closeness centrality:
   [303,94]    1
   [310,87]    0,998
   [296,101]    0,998
   [317,80]    0,99
   [289,108]    0,99
   [323,79]    0,983
   [282,115]    0,978
   [327,88]    0,967
   [274,120]    0,963
   [334,95]    0,946
   [264,120]    0,936
   [341,102]    0,922
   [255,121]    0,909
   [348,109]    0,894
   [248,128]    0,879
   [349,119]    0,863
   [249,138]    0,848
   [350,129]    0,83
   [249,148]    0,814
   [357,136]    0,796
   [364,143]    0,76
   [374,143]    0,723
   [384,143]    0,685
   [394,143]    0,647
   [402,138]    0,612
   [409,131]    0,575
   [416,124]    0,538
   [423,117]    0,503
   (174,267)    0,281
   (129,312)    0,18
   (62,187)    0,167
   (219,365)    0,16
   (320,384)    0,111
   (473,371)    0,066
   (468,401)    0,043
   (545,370)    0,002
   (552,362)    0

Betweenness centrality:
   [303,94]    1
   [310,87]    0,997
   [296,101]    0,997
   [317,80]    0,988
   [289,108]    0,988
   [282,115]    0,972
   [323,79]    0,972
   [274,120]    0,951
   [327,88]    0,951
   [334,95]    0,923
   [341,102]    0,889
   [348,109]    0,849
   [349,119]    0,802
   [264,120]    0,781
   [350,129]    0,75
   [255,121]    0,741
   [248,128]    0,698
   [249,148]    0,694
   [357,136]    0,691
   [249,138]    0,648
   [364,143]    0,627
   [374,143]    0,556
   [384,143]    0,478
   [394,143]    0,395
   [402,138]    0,306
   [409,131]    0,21
   [416,124]    0,108
   (174,267)    0
   (219,365)    0
   (62,187)    0
   (473,371)    0
   (468,401)    0
   (129,312)    0
   (552,362)    0
   (545,370)    0
   [423,117]    0
   (320,384)    0
