Total nodes: 79   Frontiers: 16   Edges: 250
Nodes degrees
   (365,252)    43
   (356,390)    30
   (475,411)    18
   (457,390)    18
   [604,365]    17
   (450,425)    15
   [611,358]    15
   [584,357]    14
   [594,357]    14
   [604,357]    14
   [572,353]    13
   [576,363]    13
   [572,363]    13
   (437,355)    11
   [572,343]    10
   (680,297)    10
   [565,336]    9
   (663,292)    9
   (368,374)    8
   (359,444)    8
   [559,330]    8
   (362,424)    8
   [546,316]    7
   [552,323]    7
   [534,301]    7
   [541,308]    7
   [532,276]    6
   [528,284]    6
   [528,294]    6
   (85,263)    5
   [545,252]    4
   [470,246]    4
   [546,262]    4
   [539,269]    4
   [514,231]    4
   [524,231]    4
   [477,239]    4
   [531,238]    4
   [484,232]    4
   [504,231]    4
   [494,231]    4
   [538,245]    4
   [430,309]    3
   [423,304]    3
   [434,301]    3
   [426,295]    3
   [441,294]    3
   [448,287]    3
   [455,280]    3
   [462,273]    3
   [466,265]    3
   [423,324]    3
   [429,319]    3
   [466,255]    3
   [423,314]    3
   [465,251]    2
   [563,187]    2
   [472,244]    2
   [556,194]    2
   [433,288]    2
   (141,361)    2
   [549,201]    2
   [479,237]    2
   [440,281]    2
   [540,203]    2
   [530,203]    2
   [507,231]    2
   [497,231]    2
   [487,231]    2
   [444,272]    2
   [522,208]    2
   [451,265]    2
   [458,258]    2
   [515,215]    2
   [508,222]    2
   (68,358)    1
   (86,365)    1
   (599,425)    1
   [570,180]    1
Max: 43   Min: 1   Avg: 6
Degree computed in 28 ms

Closeness centrality:
   [504,231]    0,00451
   [514,231]    0,00451
   [494,231]    0,00451
   [524,231]    0,0045
   [484,232]    0,0045
   [531,238]    0,00448
   [477,239]    0,00448
   [538,245]    0,00447
   [470,246]    0,00447
   [545,252]    0,00444
   [466,255]    0,00444
   [546,262]    0,00442
   [466,265]    0,00441
   [539,269]    0,00438
   [462,273]    0,00437
   [532,276]    0,00435
   [455,280]    0,00433
   [528,284]    0,00432
   [448,287]    0,00429
   [528,294]    0,00428
   [534,301]    0,00424
   [441,294]    0,00424
   [541,308]    0,00419
   [434,301]    0,00418
   [546,316]    0,00414
   [430,309]    0,00413
   [552,323]    0,00408
   [429,319]    0,00407
   [423,324]    0,00402
   [559,330]    0,00401
   [423,314]    0,00396
   [565,336]    0,00395
   [423,304]    0,00389
   [572,343]    0,00387
   [426,295]    0,00382
   [572,353]    0,00379
   [433,288]    0,00375
   [572,363]    0,00369
   [576,363]    0,00365
   [584,357]    0,00356
   (365,252)    0,00347
   [594,357]    0,00346
   (663,292)    0,00339
   [604,357]    0,00337
   [611,358]    0,0033
   [604,365]    0,00321
   (457,390)    0,00281
   (680,297)    0,00271
   (475,411)    0,0027
   (437,355)    0,00262
   (450,425)    0,00251
   (599,425)    0,00237
   (356,390)    0,00229
   (368,374)    0,00164
   (362,424)    0,00153
   (359,444)    0,0015
   (85,263)    0,00117
   (141,361)    0,00114
   (86,365)    0,00111
   (68,358)    0,00109
Closeness computed in 677 ms

Betweenness centrality:
   [470,246]    1544
   [504,231]    1535
   [514,231]    1534
   [494,231]    1534
   [466,255]    1532
   [524,231]    1531
   [531,238]    1526
   [484,232]    1524
   [477,239]    1519
   [466,265]    1519
   [538,245]    1519
   [545,252]    1510
   [462,273]    1504
   [546,262]    1500
   [539,269]    1488
   [455,280]    1487
   [532,276]    1475
   [448,287]    1468
   [528,284]    1460
   [441,294]    1428
   [528,294]    1418
   [434,301]    1404
   [430,309]    1378
   [429,319]    1350
   [534,301]    1328
   [423,324]    1321
   [423,314]    1288
   [423,304]    1254
   [541,308]    1254
   [426,295]    1238
   [546,316]    1235
   [552,323]    1200
   [433,288]    1199
   [559,330]    1175
   [565,336]    1101
   [572,343]    1009
   [572,353]    964,5
   [572,363]    715,5
   [576,363]    658,5
   [584,357]    649
   [594,357]    517
   [604,357]    452
   [611,358]    385
   [604,365]    349
   (368,374)    0
   (68,358)    0
   (359,444)    0
   (362,424)    0
   (450,425)    0
   (437,355)    0
   (86,365)    0
   (141,361)    0
   (475,411)    0
   (85,263)    0
   (663,292)    0
   (599,425)    0
   (680,297)    0
   (356,390)    0
   (457,390)    0
   (365,252)    0
Betweenness computed in 200 ms
