Total nodes: 74   Frontiers: 11   Edges: 176
Nodes degrees
   (366,253)    43
   (357,425)    23
   (68,356)    20
   (307,260)    14
   [661,443]    12
   [652,439]    10
   [624,435]    7
   [634,435]    7
   [644,435]    7
   [571,381]    6
   [571,391]    6
   [571,401]    6
   [574,410]    6
   [581,417]    6
   [588,424]    6
   [607,427]    6
   [597,426]    6
   [614,434]    6
   (371,372)    5
   [588,367]    5
   [578,367]    5
   [596,371]    5
   [571,371]    5
   [588,376]    5
   [598,376]    5
   [572,357]    4
   [572,367]    4
   [579,374]    4
   [546,317]    3
   [547,318]    3
   [554,323]    3
   [554,325]    3
   [561,332]    3
   [568,339]    3
   [572,347]    3
   [562,285]    3
   [554,287]    3
   [534,288]    3
   [544,288]    3
   [555,292]    3
   [546,295]    3
   [527,295]    3
   [536,295]    3
   [528,296]    3
   [532,303]    3
   [535,303]    3
   [539,310]    3
   [542,310]    3
   [543,315]    2
   [543,187]    2
   [550,322]    2
   (166,374)    2
   [530,261]    2
   [517,226]    2
   [557,329]    2
   [561,330]    2
   [536,194]    2
   [530,271]    2
   (161,424)    2
   [529,201]    2
   [521,235]    2
   [530,281]    2
   [530,291]    2
   [522,208]    2
   [528,242]    2
   [530,301]    2
   (164,388)    2
   [536,308]    2
   [517,216]    2
   [530,251]    2
   (96,242)    1
   [550,180]    1
   (103,404)    1
   (666,376)    1
Max: 43   Min: 1   Avg: 4
Degree computed in 42 ms

Closeness centrality:
   [554,325]    0,0051
   [547,318]    0,0051
   [561,332]    0,0051
   [542,310]    0,00509
   [568,339]    0,00508
   [535,303]    0,00507
   [572,347]    0,00507
   [528,296]    0,00504
   [572,357]    0,00504
   [536,295]    0,00502
   [572,367]    0,005
   [546,295]    0,00498
   [579,374]    0,00495
   [555,292]    0,00493
   [588,376]    0,0049
   [562,285]    0,00489
   [554,287]    0,00484
   [598,376]    0,00484
   [596,371]    0,00481
   [544,288]    0,00479
   [588,367]    0,00476
   [534,288]    0,00472
   [578,367]    0,0047
   [527,295]    0,00466
   [571,371]    0,00464
   [532,303]    0,00459
   [571,381]    0,00455
   [539,310]    0,00451
   [571,391]    0,00445
   [546,317]    0,00443
   [571,401]    0,00436
   [554,323]    0,00435
   [574,410]    0,00427
   [561,330]    0,00426
   [581,417]    0,00417
   [588,424]    0,00407
   [597,426]    0,00398
   [607,427]    0,00389
   [614,434]    0,00379
   [624,435]    0,00369
   [634,435]    0,0036
   [644,435]    0,0035
   (103,404)    0,00341
   (166,374)    0,00341
   (161,424)    0,00341
   (164,388)    0,00341
   [661,443]    0,00341
   [652,439]    0,00341
   (666,376)    0,00284
   (366,253)    0,00264
   (357,425)    0,00209
   (307,260)    0,00177
   (371,372)    0,00133
   (68,356)    0,00129
   (96,242)    0,00099
Closeness computed in 52455 ms

Betweenness centrality:
   [554,325]    1369
   [547,318]    1368
   [561,332]    1368
   [568,339]    1365
   [542,310]    1365
   [572,347]    1364
   [535,303]    1360
   [572,357]    1357
   [528,296]    1353
   [536,295]    1345
   [546,295]    1333
   [555,292]    1320
   [562,285]    1306
   [572,367]    1305
   [579,374]    1291
   [554,287]    1290
   [588,376]    1277
   [544,288]    1272
   [534,288]    1248
   [527,295]    1226
   [532,303]    1223
   [598,376]    1217
   [596,371]    1201
   [539,310]    1195
   [571,381]    1185
   [588,367]    1183
   [571,371]    1183
   [546,317]    1165
   [578,367]    1156
   [554,323]    1133
   [571,391]    1099
   [561,330]    1099
   [571,401]    1063
   [574,410]    1025
   [581,417]    985
   [588,424]    943
   [597,426]    899
   [607,427]    853
   [614,434]    805
   [624,435]    755
   [634,435]    644,5
   [644,435]    593
   [652,439]    538
   [661,443]    414,5
   (164,388)    178,66667
   (166,374)    110,33333
   (161,424)    107,5
   (68,356)    0
   (96,242)    0
   (371,372)    0
   (357,425)    0
   (307,260)    0
   (366,253)    0
   (103,404)    0
   (666,376)    0
Betweenness computed in 94 ms
