Total nodes: 73   Frontiers: 10   Edges: 166
Nodes degrees
   (663,292)    25
   (357,425)    21
   (68,356)    19
   (376,364)    19
   (307,260)    12
   [666,435]    11
   [645,435]    8
   [653,439]    8
   [661,443]    8
   [575,411]    7
   [582,418]    7
   [589,425]    7
   [596,432]    7
   [605,435]    7
   [615,435]    7
   [625,435]    7
   [635,435]    7
   [589,380]    6
   [571,382]    6
   [571,392]    6
   [571,402]    6
   [577,367]    6
   [571,372]    6
   [585,372]    6
   [593,384]    4
   (681,297)    4
   [588,376]    4
   [572,347]    3
   [572,357]    3
   [572,367]    3
   [579,374]    3
   [533,187]    2
   [524,253]    2
   [538,318]    2
   [547,318]    2
   [531,321]    2
   [524,223]    2
   [554,325]    2
   [538,328]    2
   [524,263]    2
   [526,194]    2
   [561,332]    2
   [525,273]    2
   [568,339]    2
   [524,233]    2
   [532,280]    2
   [524,203]    2
   [557,287]    2
   [567,287]    2
   [538,288]    2
   [537,288]    2
   [577,287]    2
   [547,288]    2
   [575,292]    2
   [529,294]    2
   [567,296]    2
   [557,296]    2
   [547,296]    2
   [524,243]    2
   [537,296]    2
   [527,296]    2
   [538,298]    2
   [524,213]    2
   [527,303]    2
   [534,303]    2
   [538,308]    2
   [541,310]    2
   [527,313]    2
   (89,372)    1
   (84,259)    1
   [540,180]    1
   (660,374)    1
   (143,396)    1
Max: 25   Min: 1   Avg: 4
Degree computed in 1 ms

Closeness centrality:
   [568,339]    0,00462
   [572,347]    0,00461
   [572,357]    0,00459
   [572,367]    0,00456
   [579,374]    0,00453
   [588,376]    0,0045
   [593,384]    0,00445
   [589,380]    0,00442
   [585,372]    0,00437
   [577,367]    0,00431
   [571,372]    0,00426
   (663,292)    0,00425
   [571,382]    0,00418
   [571,392]    0,0041
   [571,402]    0,00402
   [575,411]    0,00394
   [582,418]    0,00386
   [589,425]    0,00377
   [596,432]    0,00369
   [605,435]    0,00361
   [615,435]    0,00352
   [625,435]    0,00343
   [635,435]    0,00335
   [645,435]    0,00327
   [653,439]    0,00319
   [661,443]    0,00311
   [666,435]    0,00304
   (660,374)    0,00254
   (357,425)    0,00188
   (681,297)    0,0017
   (376,364)    0,00165
   (307,260)    0,0015
   (68,356)    0,00123
   (84,259)    0,00097
   (143,396)    0,00096
   (89,372)    0,00096
Closeness computed in 12076 ms

Betweenness centrality:
   [572,347]    1397
   [568,339]    1367
   [572,357]    1352
   [588,376]    1347
   [572,367]    1343
   [579,374]    1332
   [593,384]    1287
   [589,380]    1268
   [585,372]    1247
   [577,367]    1129
   [571,372]    1113,5
   [571,382]    1093
   [571,392]    1060
   [571,402]    1025
   [575,411]    998,5
   [582,418]    908
   [589,425]    865
   [596,432]    829
   [605,435]    782
   [615,435]    733
   [625,435]    682
   [635,435]    629
   [645,435]    576
   [653,439]    453
   [661,443]    392
   [666,435]    350
   (68,356)    0
   (84,259)    0
   (663,292)    0
   (376,364)    0
   (681,297)    0
   (357,425)    0
   (307,260)    0
   (89,372)    0
   (660,374)    0
   (143,396)    0
Betweenness computed in 38 ms
