Team size 2	68.23375824575582	41.86822192805175
Team size 3	64.53982844067795	43.02764610169488
Team size 4	152.17398628035164	45.12524120363467
Team size 5	103.86503820811572	47.63213136467112
Team size 6	105.11629227305052	52.34084843564816
Team size 7	133.894500702823	50.874819280777714
Team size 8	141.47220187778134	54.99161049603815
Team size 9	128.1406558689718	54.089587483570874
Team size 10	109.63442655347139	53.574422544226145
Team size 11	123.38573931348894	47.61275327612406

Environment 1;113.04564277644882;49.11372821144376

Team size 2	21.33258191304342	49.49465165217392
Team size 3	77.94850621726259	56.68367119107261
Team size 4	84.19064097826092	58.25481681677015
Team size 5	166.35856683600576	67.65264553103664
Team size 6	108.56470372700298	61.952904961424274
Team size 7	111.61047360257253	62.34856692518671
Team size 8	126.40410316027085	69.51532598881137
Team size 9	136.94783938461532	70.16317636923064
Team size 10	128.1301661256796	57.80738914294847
Team size 11	136.97762270749664	61.98694354082992

Environment 2;109.84652046522106;61.58600921194848

Team size 2	261.65005687218047	43.520678947368424
Team size 3	229.99764226190482	47.85925429067457
Team size 4	183.50636459627324	49.72524536461925
Team size 5	166.06187610136442	50.122729512670524
Team size 6	173.569300183621	53.178710337862626
Team size 7	162.47753629607158	60.59344680721975
Team size 8	152.92139492812143	62.60273677919558
Team size 9	152.64680810729803	61.648293316349466
Team size 10	142.1040910542716	66.13693944430018
Team size 11	134.4779836278447	60.07673089692098

Environment 3;175.9413054028951;55.54647656971813

Team size 2	374.1881986934672	52.772208341708556
Team size 3	278.9809225352114	51.499422535211295
Team size 4	260.56718820603913	59.364757904085266
Team size 5	207.85805060240963	71.76223926818388
Team size 6	224.62270266350203	63.402335258438754
Team size 7	187.136878172425	81.63337323216014
Team size 8	217.05263958437666	73.92477323485228
Team size 9	199.39842876078268	75.8491197769829
Team size 10	181.77015726613055	74.83115252010197
Team size 11	181.1319624717253	69.38473129755293

Environment 4;231.27071289560695;67.44241133692779

Team size 2	84.92189010494747	36.855768095952
Team size 3	258.3868947090878	38.6503973984883
Team size 4	103.35636351430234	42.67808011286239
Team size 5	182.81466005425577	42.4573705436871
Team size 6	165.0593889929506	44.75306957703923
Team size 7	210.29003585951938	47.499093421767945
Team size 8	197.77835587169264	59.53423034613987
Team size 9	195.8623190243156	60.568620691237186
Team size 10	192.38115847042474	62.011039299553964
Team size 11	193.24534870910966	69.45129344286337

Environment 5;178.4096415310606;50.44589629295914

Team size 2	97.52436655086848	42.252533846153845
Team size 3	138.04956216073788	43.07820832674572
Team size 4	160.88931852578474	45.958496216367756
Team size 5	191.90646255945646	46.356598958097415
Team size 6	143.07443356575632	49.3740373813674
Team size 7	169.11256806048158	53.373858446891894
Team size 8	168.47661829029093	60.46356364825102
Team size 9	175.40273380260368	66.3852702543142
Team size 10	157.06915773067334	69.98048621501799
Team size 11	155.9837671054455	67.2435728696134

Environment 6;155.7488988352099;54.44666261628207

