Team size 2	103.06603504571174	39.246661123204184
Team size 3	123.17337884972173	40.35713996289423
Team size 4	123.89508640915584	40.95781210300426
Team size 5	169.68261664929256	44.04606583767679
Team size 6	121.27418709413688	43.320199754730154
Team size 7	152.03039724917105	48.62501608743705
Team size 8	131.83760654131058	43.831133504273474
Team size 9	135.45363214840913	44.59929409265205
Team size 10	120.81399651895568	47.90384916474937
Team size 11	139.41574754397772	47.09445710852635

Environment 1;132.0642684049843;43.99816287391478

Team size 2	83.00451447072074	47.81985678490993
Team size 3	67.02072848172237	47.8016760260148
Team size 4	90.06141668948726	49.29148372128403
Team size 5	140.994110254397	52.34342165515071
Team size 6	125.21018690843623	51.45520515689296
Team size 7	109.45387843056274	52.994364357253396
Team size 8	112.27777956211061	52.92542829791122
Team size 9	106.14840192419825	52.51494830487287
Team size 10	126.019849864578	55.94186311397402
Team size 11	115.09003763560952	55.3431789486279

Environment 2;107.52809042218227;51.84314263668919

Team size 2	239.60771828729284	45.57512027624309
Team size 3	107.08260368412351	46.1002153477614
Team size 4	191.3680651830582	44.720824892318696
Team size 5	168.7127918829376	49.77767474691697
Team size 6	173.71044481553943	53.431515497484625
Team size 7	146.05141793300646	49.36075318627447
Team size 8	142.2976918772776	50.032136499353406
Team size 9	146.64919097141376	51.22320157806231
Team size 10	142.10749932934132	53.71356105389217
Team size 11	141.06369849773992	53.37566524860408

Environment 3;159.86511224617306;49.73106683269112

Team size 2	345.9703972088547	48.461380606352265
Team size 3	256.0712490353113	60.375235857298904
Team size 4	232.1280113091579	56.80678543331286
Team size 5	229.9627543181341	54.46813557470054
Team size 6	209.5039677368002	56.76945940567791
Team size 7	204.1532576022146	56.739480515332176
Team size 8	178.62079885355828	55.778519922128496
Team size 9	197.68885405183045	61.51299670917318
Team size 10	167.67015440653128	63.29698084571904
Team size 11	166.24593666523046	61.33831268849629

Environment 4;218.80153811876235;57.55472875581917

Team size 2	113.65088440231084	39.176204369722974
Team size 3	76.59021299710025	41.101110977630434
Team size 4	91.31078011851604	41.412392682926765
Team size 5	82.45135962671212	42.47100461997013
Team size 6	119.1662514799524	42.53129965712683
Team size 7	208.21336214808937	45.61983655458474
Team size 8	110.6802294243412	46.83737532738253
Team size 9	165.4843839002079	46.66497653222456
Team size 10	128.93476871115274	44.27973627887875
Team size 11	188.06679840893943	46.49789053504028

Environment 5;128.45490312173223;43.65918275354879

Team size 2	129.8186350123864	35.25348342967245
Team size 3	145.03383511904767	40.52982328571429
Team size 4	133.79320975778543	37.45495538638984
Team size 5	152.95060447615325	40.30745451524629
Team size 6	178.96357925376054	43.21313807384253
Team size 7	156.44848438351195	43.79773742509532
Team size 8	126.55441330244872	47.69539268034413
Team size 9	154.898170203695	45.28602014842884
Team size 10	178.04228470813925	50.83855256234582
Team size 11	159.2869813495511	51.383318997972744

Environment 6;151.5790197566479;43.575987650505226

