Total nodes: 80   Frontiers: 17   Edges: 193
Nodes degrees
   [329,72]    18
   [332,81]    17
   [335,90]    16
   [336,99]    16
   [336,119]    15
   [336,109]    15
   (277,149)    14
   (178,146)    14
   [339,128]    14
   (221,155)    14
   [345,135]    12
   (159,168)    11
   (229,255)    10
   (344,505)    8
   (211,87)    8
   (299,488)    8
   (181,256)    8
   (420,513)    8
   [345,145]    7
   (231,196)    7
   (222,193)    7
   [345,155]    7
   [345,165]    6
   (267,192)    6
   [334,180]    5
   [341,173]    5
   [327,187]    5
   (292,54)    4
   [542,186]    2
   [532,186]    2
   [451,185]    2
   [523,187]    2
   [413,185]    2
   [403,185]    2
   [441,185]    2
   [504,182]    2
   [374,178]    2
   [515,192]    2
   [566,192]    2
   [558,192]    2
   [352,181]    2
   [612,162]    2
   [510,177]    2
   [359,174]    2
   [603,113]    2
   [612,132]    2
   [565,199]    2
   [607,167]    2
   [597,167]    2
   [587,167]    2
   [577,167]    2
   [604,115]    2
   [366,167]    2
   [374,168]    2
   (488,560)    2
   [570,174]    2
   [612,142]    2
   [557,175]    2
   [468,193]    2
   [373,160]    2
   [566,182]    2
   [558,182]    2
   [550,182]    2
   [476,189]    2
   [611,122]    2
   [422,188]    2
   [385,189]    2
   [486,188]    2
   [496,188]    2
   [460,187]    2
   [431,186]    2
   [510,187]    2
   [394,187]    2
   [335,188]    2
   [345,188]    2
   [612,152]    2
   [375,188]    2
   (159,117)    1
   [611,117]    1
   (108,276)    1
Max: 18   Min: 1   Avg: 4
Degree computed in 0 ms

Closeness centrality:
   [335,188]    0,00412
   [327,187]    0,00409
   [334,180]    0,00404
   [341,173]    0,00398
   [345,165]    0,00394
   [345,155]    0,00388
   [345,145]    0,00381
   [345,135]    0,00375
   [339,128]    0,00367
   [336,119]    0,00358
   [336,109]    0,00348
   [336,99]    0,00339
   (277,149)    0,00336
   [335,90]    0,0033
   [332,81]    0,00321
   [329,72]    0,00312
   (221,155)    0,00284
   (178,146)    0,00249
   (267,192)    0,00246
   (292,54)    0,00246
   (211,87)    0,00241
   (231,196)    0,00234
   (222,193)    0,00229
   (159,168)    0,00227
   (229,255)    0,00213
   (181,256)    0,00189
   (159,117)    0,00172
   (108,276)    0,00133
   (420,513)    0,00096
   (344,505)    0,0009
   (299,488)    0,00087
   (488,560)    0,00084
Closeness computed in 592558 ms

Betweenness centrality:
   [335,188]    1567
   [327,187]    1552
   [334,180]    1379
   [341,173]    1354
   [345,165]    1329
   [345,155]    1249
   [345,135]    1215
   [345,145]    1159
   [339,128]    885
   [336,119]    721
   [336,109]    595
   [336,99]    547
   [335,90]    407
   [332,81]    351
   [329,72]    234
   (277,149)    0
   (178,146)    0
   (344,505)    0
   (211,87)    0
   (231,196)    0
   (488,560)    0
   (159,168)    0
   (229,255)    0
   (221,155)    0
   (299,488)    0
   (292,54)    0
   (267,192)    0
   (159,117)    0
   (108,276)    0
   (222,193)    0
   (181,256)    0
   (420,513)    0
Betweenness computed in 16 ms
