Total nodes: 31   Frontiers: 3   Edges: 30
Nodes degrees
   [197,140]    4
   [196,180]    2
   [200,148]    2
   [200,198]    2
   [200,178]    2
   [130,180]    2
   [149,131]    2
   [196,130]    2
   [200,168]    2
   [150,122]    2
   [146,150]    2
   [157,115]    2
   [197,150]    2
   [189,123]    2
   [143,169]    2
   [200,188]    2
   [182,116]    2
   [165,109]    2
   [175,109]    2
   [197,170]    2
   [200,138]    2
   [149,141]    2
   [197,160]    2
   [196,190]    2
   [136,176]    2
   [200,158]    2
   [146,160]    2
   (519,118)    1
   [130,170]    1
   (341,188)    1
   (473,186)    1
Max: 4   Min: 1   Avg: 1

Closeness centrality:
   [200,138]    1
   [196,130]    0,996
   [200,148]    0,996
   [189,123]    0,984
   [200,158]    0,983
   [182,116]    0,963
   [200,168]    0,963
   [175,109]    0,936
   [200,178]    0,935
   [165,109]    0,902
   [200,188]    0,901
   [157,115]    0,863
   [200,198]    0,863
   [196,190]    0,824
   [150,122]    0,821
   [149,131]    0,78
   [196,180]    0,779
   [149,141]    0,732
   [197,170]    0,731
   [146,150]    0,687
   [197,160]    0,683
   [146,160]    0,638
   [197,150]    0,635
   [143,169]    0,593
   [197,140]    0,588
   (341,188)    0,588
   [136,176]    0,547
   [130,180]    0,514
   [130,170]    0,47
   (473,186)    0,008
   (519,118)    0

Betweenness centrality:
   [200,138]    1
   [200,148]    0,996
   [196,130]    0,996
   [189,123]    0,982
   [200,158]    0,982
   [200,168]    0,96
   [182,116]    0,96
   [200,178]    0,929
   [175,109]    0,929
   [200,188]    0,889
   [165,109]    0,889
   [200,198]    0,84
   [157,115]    0,84
   [150,122]    0,782
   [196,190]    0,782
   [196,180]    0,716
   [149,131]    0,716
   [197,170]    0,64
   [149,141]    0,64
   [146,150]    0,556
   [197,160]    0,556
   [197,150]    0,462
   [146,160]    0,462
   [197,140]    0,373
   [143,169]    0,36
   [136,176]    0,249
   [130,180]    0,129
   (519,118)    0
   [130,170]    0
   (341,188)    0
   (473,186)    0
