Total nodes: 31   Frontiers: 3   Edges: 30
Nodes degrees
   [326,135]    4
   [305,114]    2
   [295,114]    2
   [285,114]    2
   [226,113]    2
   [219,120]    2
   [236,112]    2
   [246,112]    2
   [128,164]    2
   [319,128]    2
   [256,112]    2
   [266,112]    2
   [276,112]    2
   [135,134]    2
   [312,121]    2
   [128,154]    2
   [192,127]    2
   [202,127]    2
   [128,174]    2
   [124,148]    2
   [128,141]    2
   [212,127]    2
   [142,127]    2
   [152,127]    2
   [162,127]    2
   [172,127]    2
   [182,127]    2
   (482,185)    1
   [130,183]    1
   (348,191)    1
   (521,113)    1
Max: 4   Min: 1   Avg: 1

Closeness centrality:
   [219,120]    1
   [226,113]    0,995
   [212,127]    0,995
   [202,127]    0,98
   [236,112]    0,98
   [192,127]    0,956
   [246,112]    0,956
   [182,127]    0,924
   [256,112]    0,924
   [172,127]    0,885
   [266,112]    0,885
   [162,127]    0,841
   [276,112]    0,841
   [285,114]    0,796
   [152,127]    0,792
   [295,114]    0,744
   [142,127]    0,741
   [305,114]    0,69
   [135,134]    0,688
   [312,121]    0,637
   [128,141]    0,634
   [124,148]    0,591
   [319,128]    0,583
   [128,154]    0,552
   [326,135]    0,531
   [128,164]    0,498
   [128,174]    0,447
   [130,183]    0,402
   (348,191)    0,327
   (482,185)    0,015
   (521,113)    0

Betweenness centrality:
   [219,120]    1
   [226,113]    0,996
   [212,127]    0,996
   [236,112]    0,982
   [202,127]    0,982
   [246,112]    0,96
   [192,127]    0,96
   [256,112]    0,929
   [182,127]    0,929
   [266,112]    0,889
   [172,127]    0,889
   [276,112]    0,84
   [162,127]    0,84
   [285,114]    0,782
   [152,127]    0,782
   [295,114]    0,716
   [142,127]    0,716
   [305,114]    0,64
   [135,134]    0,64
   [312,121]    0,556
   [128,141]    0,556
   [319,128]    0,462
   [124,148]    0,462
   [326,135]    0,373
   [128,154]    0,36
   [128,164]    0,249
   [128,174]    0,129
   (482,185)    0
   [130,183]    0
   (348,191)    0
   (521,113)    0
