Total nodes: 31   Frontiers: 3   Edges: 30
Nodes degrees
   [332,116]    4
   [184,112]    2
   [224,112]    2
   [130,180]    2
   [149,131]    2
   [234,112]    2
   [244,112]    2
   [254,112]    2
   [194,112]    2
   [204,112]    2
   [214,112]    2
   [150,122]    2
   [264,112]    2
   [274,112]    2
   [146,150]    2
   [157,115]    2
   [143,169]    2
   [165,109]    2
   [175,109]    2
   [149,141]    2
   [312,116]    2
   [292,116]    2
   [302,116]    2
   [282,116]    2
   [322,116]    2
   [136,176]    2
   [146,160]    2
   (332,232)    1
   [130,170]    1
   (527,114)    1
   (474,186)    1
Max: 4   Min: 1   Avg: 1

Closeness centrality:
   [214,112]    1
   [224,112]    0,995
   [204,112]    0,995
   [234,112]    0,98
   [194,112]    0,98
   [184,112]    0,956
   [244,112]    0,956
   [175,109]    0,925
   [254,112]    0,924
   [165,109]    0,886
   [264,112]    0,884
   [157,115]    0,841
   [274,112]    0,839
   [282,116]    0,795
   [150,122]    0,792
   [149,131]    0,744
   [292,116]    0,742
   [149,141]    0,69
   [302,116]    0,688
   [146,150]    0,637
   [312,116]    0,633
   [146,160]    0,582
   [322,116]    0,579
   [143,169]    0,531
   [332,116]    0,525
   [136,176]    0,479
   [130,180]    0,442
   [130,170]    0,393
   (527,114)    0,131
   (332,232)    0,035
   (474,186)    0

Betweenness centrality:
   [214,112]    1
   [224,112]    0,996
   [204,112]    0,996
   [234,112]    0,982
   [194,112]    0,982
   [184,112]    0,96
   [244,112]    0,96
   [254,112]    0,929
   [175,109]    0,929
   [264,112]    0,889
   [165,109]    0,889
   [274,112]    0,84
   [157,115]    0,84
   [150,122]    0,782
   [282,116]    0,782
   [149,131]    0,716
   [292,116]    0,716
   [149,141]    0,64
   [302,116]    0,64
   [146,150]    0,556
   [312,116]    0,556
   [322,116]    0,462
   [146,160]    0,462
   [332,116]    0,373
   [143,169]    0,36
   [136,176]    0,249
   [130,180]    0,129
   (332,232)    0
   [130,170]    0
   (527,114)    0
   (474,186)    0
