Node    [70,230] -> {[77,223]=9,899  }
Node    [481,360] -> {[490,362]=9,22  [477,368]=8,944  }
Node    [490,362] -> {[481,360]=9,22  [492,360]=2,828  }
Node    [492,360] -> {[490,362]=2,828  [492,350]=10,0  }
Node    [492,350] -> {[492,360]=10,0  [492,340]=10,0  }
Node    [492,340] -> {[492,350]=10,0  [499,333]=9,899  }
Node    [499,333] -> {[506,326]=9,899  [492,340]=9,899  }
Node    [506,326] -> {[511,318]=9,434  [499,333]=9,899  }
Node    [511,318] -> {[506,326]=9,434  [511,308]=10,0  }
Node    [511,308] -> {[511,318]=10,0  [511,298]=10,0  }
Node    [511,298] -> {[511,288]=10,0  [511,308]=10,0  }
Node    [511,288] -> {[511,278]=10,0  [511,298]=10,0  }
Node    [511,278] -> {[511,288]=10,0  [515,277]=4,123  }
Node    [515,277] -> {[511,278]=4,123  [515,287]=10,0  }
Node    [515,287] -> {[515,277]=10,0  [515,297]=10,0  }
Node    [515,297] -> {[515,307]=10,0  [515,287]=10,0  }
Node    [515,307] -> {[519,315]=8,944  [515,297]=10,0  }
Node    [519,315] -> {[515,307]=8,944  [528,318]=9,487  }
Node    [528,318] -> {[519,315]=9,487  [538,318]=10,0  }
Node    [538,318] -> {[547,315]=9,487  [528,318]=10,0  }
Node    [547,315] -> {[554,308]=9,899  [538,318]=9,487  }
Node    [554,308] -> {[547,315]=9,899  (599,171)=278,35  (670,157)=323,517  (595,196)=251,108  (671,228)=164,196  (560,71)=310,48  (702,418)=282,225  (568,345)=100,841  (646,213)=276,321  (588,68)=319,279  (693,361)=210,385  }
Node f  [595,196] -> {[554,308]=251,108  }
Node f  [693,361] -> {[554,308]=210,385  }
Node f  [568,345] -> {[554,308]=100,841  }
Node f  [671,228] -> {[554,308]=164,196  }
Node f  [599,171] -> {[554,308]=278,35  }
Node f  [646,213] -> {[554,308]=276,321  }
Node f  [670,157] -> {[554,308]=323,517  }
Node f  [702,418] -> {[554,308]=282,225  }
Node f  [560,71] -> {[554,308]=310,48  }
Node f  [588,68] -> {[554,308]=319,279  }
