Total nodes: 49   Frontiers: 21   Edges: 48
Nodes degrees
   [300,141]    19
   [271,145]    5
   [116,210]    2
   [126,210]    2
   [163,180]    2
   [201,123]    2
   [281,145]    2
   [221,123]    2
   [211,123]    2
   [291,145]    2
   [231,123]    2
   [241,123]    2
   [168,152]    2
   [191,123]    2
   [263,141]    2
   [168,172]    2
   [107,213]    2
   [169,142]    2
   [135,208]    2
   [168,162]    2
   [183,128]    2
   [256,134]    2
   [142,201]    2
   [176,135]    2
   [156,187]    2
   [249,127]    2
   [149,194]    2
   (336,52)    1
   (422,511)    1
   (355,499)    1
   (306,500)    1
   (286,105)    1
   (417,433)    1
   (387,104)    1
   (372,246)    1
   (390,361)    1
   (394,50)    1
   (424,285)    1
   (388,286)    1
   (453,234)    1
   (352,168)    1
   (327,398)    1
   (436,80)    1
   [100,220]    1
   (406,159)    1
   (458,53)    1
   (382,387)    1
   (287,525)    1
   (350,524)    1
Max: 19   Min: 1   Avg: 1

Closeness centrality:
   [271,145]    1
   [263,141]    0,999
   [256,134]    0,994
   [281,145]    0,99
   [249,127]    0,987
   [241,123]    0,978
   [291,145]    0,977
   [231,123]    0,965
   [300,141]    0,961
   (394,50)    0,961
   (436,80)    0,961
   (458,53)    0,961
   [221,123]    0,95
   [211,123]    0,932
   [201,123]    0,913
   [191,123]    0,891
   [183,128]    0,869
   (352,168)    0,865
   [176,135]    0,845
   [169,142]    0,819
   [168,152]    0,792
   [168,162]    0,764
   [168,172]    0,736
   [163,180]    0,709
   (406,159)    0,7
   (372,246)    0,692
   [156,187]    0,68
   [149,194]    0,652
   [142,201]    0,623
   [135,208]    0,595
   (286,105)    0,574
   [126,210]    0,569
   [116,210]    0,541
   [107,213]    0,515
   [100,220]    0,488
   (387,104)    0,456
   (453,234)    0,327
   (336,52)    0,295
   (390,361)    0,16
   (388,286)    0,158
   (382,387)    0,14
   (327,398)    0,132
   (424,285)    0,118
   (417,433)    0,092
   (355,499)    0,065
   (350,524)    0,056
   (306,500)    0,045
   (287,525)    0,044
   (422,511)    0

Betweenness centrality:
   [300,141]    1
   [271,145]    0,926
   [263,141]    0,83
   [256,134]    0,825
   [249,127]    0,818
   [281,145]    0,808
   [241,123]    0,808
   [291,145]    0,795
   [231,123]    0,795
   [221,123]    0,779
   [211,123]    0,76
   [201,123]    0,739
   [191,123]    0,714
   [183,128]    0,687
   [176,135]    0,657
   [169,142]    0,623
   [168,152]    0,587
   [168,162]    0,548
   [168,172]    0,506
   [163,180]    0,462
   [156,187]    0,414
   [149,194]    0,364
   [142,201]    0,31
   [135,208]    0,254
   [126,210]    0,195
   [116,210]    0,133
   [107,213]    0,068
   (336,52)    0
   (422,511)    0
   (355,499)    0
   (306,500)    0
   (286,105)    0
   (417,433)    0
   (387,104)    0
   (372,246)    0
   (390,361)    0
   (394,50)    0
   (424,285)    0
   (388,286)    0
   (453,234)    0
   (352,168)    0
   (327,398)    0
   (436,80)    0
   [100,220]    0
   (406,159)    0
   (458,53)    0
   (382,387)    0
   (287,525)    0
   (350,524)    0
