Total nodes: 57   Frontiers: 29   Edges: 63
Nodes degrees
   [243,251]    24
   [236,258]    9
   (256,351)    4
   [228,207]    4
   [231,246]    3
   [228,217]    3
   [231,226]    3
   [231,256]    3
   [121,210]    2
   [101,210]    2
   [111,210]    2
   [130,213]    2
   [199,211]    2
   [192,218]    2
   (339,369)    2
   (246,285)    2
   [85,218]    2
   [231,236]    2
   [206,204]    2
   [93,214]    2
   [213,197]    2
   [77,223]    2
   (300,331)    2
   [224,199]    2
   [137,220]    2
   (304,329)    2
   [185,225]    2
   [217,193]    2
   [155,226]    2
   [145,226]    2
   [175,226]    2
   [165,226]    2
   (335,73)    1
   (293,374)    1
   (296,90)    1
   (315,508)    1
   (282,178)    1
   (258,59)    1
   (244,509)    1
   (321,121)    1
   (357,121)    1
   (366,347)    1
   (336,239)    1
   (362,286)    1
   (263,471)    1
   (318,135)    1
   (317,135)    1
   (276,397)    1
   (403,197)    1
   (332,268)    1
   (248,345)    1
   (321,31)    1
   (233,167)    1
   (305,447)    1
   (302,154)    1
   (262,520)    1
   [70,230]    1
Max: 24   Min: 1   Avg: 2

Closeness centrality:
   (256,351)    1
   [231,246]    0,999
   [231,236]    0,995
   [243,251]    0,993
   [231,226]    0,987
   [228,217]    0,973
   (246,285)    0,973
   [228,207]    0,973
   [236,258]    0,973
   [231,256]    0,969
   [224,199]    0,951
   [217,193]    0,925
   [213,197]    0,908
   [206,204]    0,878
   [199,211]    0,846
   (304,329)    0,825
   [192,218]    0,813
   (300,331)    0,807
   [185,225]    0,78
   [175,226]    0,746
   [165,226]    0,712
   [155,226]    0,678
   [145,226]    0,645
   [137,220]    0,612
   [130,213]    0,579
   [121,210]    0,549
   (332,268)    0,533
   [111,210]    0,518
   [101,210]    0,487
   (248,345)    0,467
   [93,214]    0,461
   (362,286)    0,441
   [85,218]    0,435
   [77,223]    0,408
   (336,239)    0,392
   [70,230]    0,381
   (339,369)    0,365
   (366,347)    0,325
   (293,374)    0,324
   (282,178)    0,32
   (233,167)    0,318
   (276,397)    0,307
   (302,154)    0,225
   (317,135)    0,189
   (318,135)    0,188
   (321,121)    0,175
   (296,90)    0,154
   (357,121)    0,142
   (263,471)    0,122
   (403,197)    0,118
   (335,73)    0,108
   (305,447)    0,106
   (244,509)    0,094
   (262,520)    0,076
   (315,508)    0,047
   (258,59)    0,039
   (321,31)    0

Betweenness centrality:
   [243,251]    1
   (256,351)    0,982
   [231,226]    0,888
   [231,246]    0,87
   [231,236]    0,867
   [228,217]    0,843
   [228,207]    0,839
   (246,285)    0,831
   [224,199]    0,781
   [217,193]    0,76
   [213,197]    0,737
   [206,204]    0,711
   [199,211]    0,683
   [192,218]    0,653
   [185,225]    0,621
   [175,226]    0,587
   [165,226]    0,55
   [155,226]    0,511
   [145,226]    0,47
   [137,220]    0,427
   [130,213]    0,381
   [121,210]    0,333
   [111,210]    0,283
   [236,258]    0,254
   [101,210]    0,231
   [93,214]    0,177
   [85,218]    0,12
   [77,223]    0,061
   (335,73)    0
   (293,374)    0
   (296,90)    0
   (315,508)    0
   (282,178)    0
   (258,59)    0
   (244,509)    0
   (321,121)    0
   (339,369)    0
   (357,121)    0
   (366,347)    0
   (336,239)    0
   (362,286)    0
   (263,471)    0
   (318,135)    0
   (317,135)    0
   (276,397)    0
   (403,197)    0
   (332,268)    0
   (248,345)    0
   (300,331)    0
   (321,31)    0
   (233,167)    0
   (304,329)    0
   (305,447)    0
   (302,154)    0
   (262,520)    0
   [70,230]    0
   [231,256]    0
