Node    [70,240] -> {[77,233]=9,899  }
Node    [77,233] -> {[70,240]=9,899  [84,226]=9,899  }
Node    [84,226] -> {[77,233]=9,899  [91,219]=9,899  }
Node    [91,219] -> {[95,211]=8,944  [84,226]=9,899  }
Node    [95,211] -> {[91,219]=8,944  [95,201]=10,0  }
Node    [95,201] -> {[95,191]=10,0  [95,211]=10,0  }
Node    [95,191] -> {[95,181]=10,0  [95,201]=10,0  }
Node    [95,181] -> {[95,191]=10,0  [96,174]=7,071  }
Node    [96,174] -> {[103,181]=9,899  [95,181]=7,071  }
Node    [103,181] -> {[110,188]=9,899  [96,174]=9,899  }
Node    [110,188] -> {[103,181]=9,899  [117,195]=9,899  }
Node    [117,195] -> {[110,188]=9,899  [126,197]=9,22  }
Node    [126,197] -> {[136,197]=10,0  [117,195]=9,22  }
Node    [136,197] -> {[126,197]=10,0  [146,197]=10,0  }
Node    [146,197] -> {[156,197]=10,0  [136,197]=10,0  }
Node    [156,197] -> {[146,197]=10,0  [166,198]=10,05  [160,205]=8,944  }
Node    [166,198] -> {[156,197]=10,05  }
Node    [160,205] -> {[167,212]=9,899  [156,197]=8,944  }
Node    [167,212] -> {[174,219]=9,899  [160,205]=9,899  }
Node    [174,219] -> {[167,212]=9,899  [181,226]=9,899  }
Node    [181,226] -> {[188,233]=9,899  [174,219]=9,899  }
Node    [188,233] -> {[195,240]=9,899  [181,226]=9,899  }
Node    [195,240] -> {[188,233]=9,899  [198,249]=9,487  }
Node    [198,249] -> {[195,240]=9,487  [198,259]=10,0  }
Node    [198,259] -> {[198,269]=10,0  [198,249]=10,0  }
Node    [198,269] -> {[205,262]=9,899  [198,259]=10,0  }
Node    [205,262] -> {[198,269]=9,899  [212,255]=9,899  }
Node    [212,255] -> {[205,262]=9,899  [220,250]=9,434  }
Node    [220,250] -> {[227,243]=9,899  [212,255]=9,434  }
Node    [227,243] -> {[231,235]=8,944  [220,250]=9,899  }
Node    [231,235] -> {[227,243]=8,944  [229,230]=5,385  }
Node    [229,230] -> {[231,235]=5,385  [222,237]=9,899  }
Node    [222,237] -> {[220,246]=9,22  [229,230]=9,899  }
Node    [220,246] -> {[224,254]=8,944  [222,237]=9,22  }
Node    [224,254] -> {[220,246]=8,944  [231,261]=9,899  }
Node    [231,261] -> {[224,254]=9,899  [239,256]=9,434  }
Node    [239,256] -> {[231,261]=9,434  [246,249]=9,899  }
Node    [246,249] -> {[253,242]=9,899  [239,256]=9,899  }
Node    [253,242] -> {[260,237]=8,602  [246,249]=9,899  }
Node    [260,237] -> {[253,242]=8,602  [256,234]=5,0  }
Node    [256,234] -> {[260,237]=5,0  [249,241]=9,899  }
Node    [249,241] -> {[256,234]=9,899  [244,249]=9,434  }
Node    [244,249] -> {[249,241]=9,434  [238,256]=9,22  }
Node    [238,256] -> {[244,249]=9,22  [230,260]=8,944  }
Node    [230,260] -> {[238,256]=8,944  [223,253]=9,899  }
Node    [223,253] -> {[220,244]=9,487  [230,260]=9,899  }
Node    [220,244] -> {[220,234]=10,0  [223,253]=9,487  }
Node    [220,234] -> {[220,244]=10,0  [221,225]=9,055  }
Node    [221,225] -> {[228,218]=9,899  [220,234]=9,055  }
Node    [228,218] -> {[221,225]=9,899  [235,211]=9,899  }
Node    [235,211] -> {[228,218]=9,899  [243,207]=8,944  }
Node    [243,207] -> {[235,211]=8,944  [253,207]=10,0  }
Node    [253,207] -> {[263,207]=10,0  [243,207]=10,0  }
Node    [263,207] -> {[273,207]=10,0  [253,207]=10,0  }
Node    [273,207] -> {[263,207]=10,0  [283,207]=10,0  }
Node    [283,207] -> {[273,207]=10,0  [293,206]=10,05  }
Node    [293,206] -> {[300,199]=9,899  [283,207]=10,05  }
Node    [300,199] -> {[307,192]=9,899  [293,206]=9,899  }
Node    [307,192] -> {[300,199]=9,899  [314,190]=7,28  }
Node    [314,190] -> {[307,192]=7,28  [311,181]=9,487  }
Node    [311,181] -> {[314,190]=9,487  [311,171]=10,0  }
Node    [311,171] -> {[311,161]=10,0  [311,181]=10,0  }
Node    [311,161] -> {[311,171]=10,0  [311,151]=10,0  }
Node    [311,151] -> {[315,142]=9,849  [311,161]=10,0  }
Node    [315,142] -> {[311,151]=9,849  [322,135]=9,899  }
Node    [322,135] -> {[315,142]=9,899  [323,125]=10,05  }
Node    [323,125] -> {[330,118]=9,899  [322,135]=10,05  }
Node    [330,118] -> {[337,111]=9,899  [323,125]=9,899  }
Node    [337,111] -> {[344,104]=9,899  [330,118]=9,899  }
Node    [344,104] -> {[337,111]=9,899  [351,111]=9,899  }
Node    [351,111] -> {[344,104]=9,899  [359,115]=8,944  }
Node    [359,115] -> {[351,111]=8,944  [367,119]=8,944  }
