PR
2;[108,395];2;
2;[113,367];4;
2;[127,211];4;
2;[140,320];4;
2;[162,462];4;
2;[171,224];2;
2;[177,301];5;
2;[185,141];3;
2;[227,269];2;
2;[248,376];3;
2;[193,92];2;
2;[230,136];2;
2;[148,159];3;
2;[105,245];2;
2;[264,267];1;
2;[122,282];5;
2;[252,320];2;
2;[191,467];2;
2;[149,499];2;

PR
2;[108,395];2;
2;[113,367];4;
2;[127,211];4;
2;[140,320];4;
2;[162,462];4;
2;[171,224];2;
2;[177,301];5;
2;[185,141];3;
2;[227,269];2;
2;[248,376];3;
2;[193,92];2;
2;[230,136];2;
2;[148,159];3;
2;[105,245];2;
2;[264,267];1;
2;[122,282];5;
2;[252,320];2;
2;[191,467];2;
2;[149,499];2;

PR
2;[108,395];2;
2;[113,367];4;
2;[127,211];4;
2;[140,320];4;
2;[162,462];4;
2;[171,224];2;
2;[177,301];5;
2;[185,141];3;
2;[227,269];2;
2;[248,376];3;
2;[193,92];2;
2;[230,136];2;
2;[148,159];3;
2;[105,245];2;
2;[264,267];1;
2;[122,282];5;
2;[252,320];2;
2;[191,467];2;
2;[149,499];2;

PR
2;[108,395];2;
2;[113,367];4;
2;[127,211];4;
2;[140,320];4;
2;[162,462];4;
2;[171,224];2;
2;[177,301];5;
2;[185,141];3;
2;[227,269];2;
2;[248,376];3;
2;[193,92];2;
2;[230,136];2;
2;[148,159];3;
2;[105,245];2;
2;[264,267];1;
2;[122,282];5;
2;[252,320];2;
2;[191,467];2;
2;[149,499];2;

PR
2;[108,395];2;
2;[113,367];4;
2;[127,211];4;
2;[140,320];4;
2;[162,462];4;
2;[171,224];2;
2;[177,301];5;
2;[185,141];3;
2;[227,269];2;
2;[248,376];3;
2;[193,92];2;
2;[230,136];2;
2;[148,159];3;
2;[105,245];2;
2;[264,267];1;
2;[122,282];5;
2;[252,320];2;
2;[191,467];2;
2;[149,499];2;

PR
2;[113,367];4;
2;[127,210];4;
2;[140,320];5;
2;[163,320];4;
2;[164,458];3;
2;[176,297];5;
2;[179,137];3;
2;[184,226];2;
2;[203,194];1;
2;[209,323];6;
2;[220,271];3;
2;[228,132];2;
2;[238,374];2;
2;[251,319];1;
2;[146,160];3;
2;[208,165];3;
2;[104,243];2;
2;[260,261];1;
2;[121,280];5;
2;[188,375];5;
2;[196,468];2;
2;[156,498];2;

PR
2;[113,367];4;
2;[127,210];4;
2;[140,320];5;
2;[163,320];4;
2;[164,458];3;
2;[176,297];5;
2;[179,137];3;
2;[184,226];2;
2;[203,194];1;
2;[209,323];6;
2;[220,271];3;
2;[228,132];2;
2;[238,374];2;
2;[251,319];1;
2;[146,160];3;
2;[208,165];3;
2;[104,243];2;
2;[260,261];1;
2;[121,280];5;
2;[188,375];5;
2;[196,468];2;
2;[156,498];2;

PR
3;[113,367];4;
3;[127,210];4;
3;[140,320];5;
3;[163,320];4;
3;[164,458];3;
3;[176,297];5;
3;[179,137];3;
3;[184,226];2;
3;[203,194];1;
3;[209,323];6;
3;[220,271];3;
3;[228,132];2;
3;[238,374];2;
3;[251,319];1;
3;[146,160];3;
3;[208,165];3;
3;[104,243];2;
3;[260,261];1;
3;[121,280];5;
3;[188,375];5;
3;[196,468];2;
3;[156,498];2;

PR
4;[113,367];4;
4;[127,210];4;
4;[140,320];5;
4;[163,320];4;
4;[164,458];3;
4;[176,297];5;
4;[179,137];3;
4;[184,226];2;
4;[203,194];1;
4;[209,323];6;
4;[220,271];3;
4;[228,132];2;
4;[238,374];2;
4;[251,319];1;
4;[146,160];3;
4;[208,165];3;
4;[104,243];2;
4;[260,261];1;
4;[121,280];5;
4;[188,375];5;
4;[196,468];2;
4;[156,498];2;

PR
5;[113,367];4;0.006620836433172747;
5;[127,210];4;0.00673477240820718;
5;[140,320];5;0.007949047018206734;
5;[163,320];4;0.007480708566665835;
5;[164,458];3;0.00440712879325168;
5;[176,297];5;0.007551370650545859;
5;[179,137];3;0.004703478486707509;
5;[184,226];2;0.005078153586857046;
5;[203,194];1;0.004333613319712112;
5;[209,323];6;0.00660192849108891;
5;[220,271];3;0.005970636660100623;
5;[228,132];2;0.0039205203792210975;
5;[238,374];2;0.005225530177879488;
5;[251,319];1;0.0052679966923188;
5;[146,160];3;0.005478817512868464;
5;[208,165];3;0.004327059769429017;
5;[104,243];2;0.00710952309545137;
5;[260,261];1;0.004878784055224252;
5;[121,280];5;0.007926996555165305;
5;[188,375];5;0.006245000875994445;
5;[196,468];2;0.0039020125740413477;
5;[156,498];2;0.0036310587952084147;

PR
12;[112,369];4;0.006965451665983723;
12;[123,407];3;0.006159802966312906;
12;[127,210];5;0.006583419727998617;
12;[139,321];4;0.008027627860442093;
12;[163,320];4;0.007721524928503233;
12;[164,458];3;0.004782776707641352;
12;[166,142];3;0.004762725482582941;
12;[177,297];5;0.007390470072157719;
12;[184,226];2;0.005004428627818881;
12;[186,369];7;0.006841026857325993;
12;[203,194];1;0.004282760562629725;
12;[220,271];3;0.0058922021227717026;
12;[228,132];2;0.003924214339120934;
12;[238,374];2;0.00543794458319123;
12;[251,319];4;0.0057401575510637425;
12;[208,165];3;0.004524011975941245;
12;[104,243];2;0.0070530870712061725;
12;[260,261];1;0.0048304482838535485;
12;[121,280];6;0.007990039528549433;
12;[196,468];2;0.004197118548288625;
12;[156,498];2;0.003889924817174665;

PR
13;[112,369];4;0.006965451665983723;
13;[123,407];3;0.006159802966312906;
13;[127,210];5;0.006583419727998617;
13;[139,321];4;0.008027627860442093;
13;[163,320];4;0.007721524928503233;
13;[164,458];3;0.004782776707641352;
13;[166,142];3;0.004762725482582941;
13;[177,297];5;0.007390470072157719;
13;[184,226];2;0.005004428627818881;
13;[186,369];7;0.006841026857325993;
13;[203,194];1;0.004282760562629725;
13;[220,271];3;0.0058922021227717026;
13;[228,132];2;0.003924214339120934;
13;[238,374];2;0.00543794458319123;
13;[251,319];4;0.0057401575510637425;
13;[208,165];3;0.004524011975941245;
13;[104,243];2;0.0070530870712061725;
13;[260,261];1;0.0048304482838535485;
13;[121,280];6;0.007990039528549433;
13;[196,468];2;0.004197118548288625;
13;[156,498];2;0.003889924817174665;

PR
2;[113,367];4;
2;[127,210];4;0.006583419727998617;
2;[140,320];5;
2;[163,320];4;0.007721524928503233;
2;[164,458];3;0.004782776707641352;
2;[176,297];5;
2;[179,137];3;
2;[184,226];2;0.005004428627818881;
2;[203,194];1;0.004282760562629725;
2;[209,323];6;
2;[220,271];3;0.0058922021227717026;
2;[228,132];2;0.003924214339120934;
2;[238,374];2;0.00543794458319123;
2;[251,319];1;0.0057401575510637425;
2;[146,160];3;
2;[208,165];3;0.004524011975941245;
2;[104,243];2;0.0070530870712061725;
2;[260,261];1;0.0048304482838535485;
2;[121,280];5;0.007990039528549433;
2;[188,375];5;
2;[196,468];2;0.004197118548288625;
2;[156,498];2;0.003889924817174665;

PR
2;[113,367];4;
2;[127,210];4;0.006583419727998617;
2;[140,320];5;
2;[163,320];4;0.007721524928503233;
2;[164,458];3;0.004782776707641352;
2;[176,297];5;
2;[179,137];3;
2;[184,226];2;0.005004428627818881;
2;[203,194];1;0.004282760562629725;
2;[209,323];6;
2;[220,271];3;0.0058922021227717026;
2;[228,132];2;0.003924214339120934;
2;[238,374];2;0.00543794458319123;
2;[251,319];1;0.0057401575510637425;
2;[146,160];3;
2;[208,165];3;0.004524011975941245;
2;[104,243];2;0.0070530870712061725;
2;[260,261];1;0.0048304482838535485;
2;[121,280];5;0.007990039528549433;
2;[188,375];5;
2;[196,468];2;0.004197118548288625;
2;[156,498];2;0.003889924817174665;

PR
3;[113,367];4;
3;[127,210];4;0.006583419727998617;
3;[140,320];5;
3;[163,320];4;0.007721524928503233;
3;[164,458];3;0.004782776707641352;
3;[176,297];5;
3;[179,137];3;
3;[184,226];2;0.005004428627818881;
3;[203,194];1;0.004282760562629725;
3;[209,323];6;
3;[220,271];3;0.0058922021227717026;
3;[228,132];2;0.003924214339120934;
3;[238,374];2;0.00543794458319123;
3;[251,319];1;0.0057401575510637425;
3;[146,160];3;
3;[208,165];3;0.004524011975941245;
3;[104,243];2;0.0070530870712061725;
3;[260,261];1;0.0048304482838535485;
3;[121,280];5;0.007990039528549433;
3;[188,375];5;
3;[196,468];2;0.004197118548288625;
3;[156,498];2;0.003889924817174665;

PR
4;[113,367];4;
4;[127,210];4;0.006583419727998617;
4;[140,320];5;
4;[163,320];4;0.007721524928503233;
4;[164,458];3;0.004782776707641352;
4;[176,297];5;
4;[179,137];3;
4;[184,226];2;0.005004428627818881;
4;[203,194];1;0.004282760562629725;
4;[209,323];6;
4;[220,271];3;0.0058922021227717026;
4;[228,132];2;0.003924214339120934;
4;[238,374];2;0.00543794458319123;
4;[251,319];1;0.0057401575510637425;
4;[146,160];3;
4;[208,165];3;0.004524011975941245;
4;[104,243];2;0.0070530870712061725;
4;[260,261];1;0.0048304482838535485;
4;[121,280];5;0.007990039528549433;
4;[188,375];5;
4;[196,468];2;0.004197118548288625;
4;[156,498];2;0.003889924817174665;

PR
5;[113,367];4;0.006620836433172747;
5;[127,210];4;0.00673477240820718;
5;[140,320];5;0.007949047018206734;
5;[163,320];4;0.007480708566665835;
5;[164,458];3;0.00440712879325168;
5;[176,297];5;0.007551370650545859;
5;[179,137];3;0.004703478486707509;
5;[184,226];2;0.005078153586857046;
5;[203,194];1;0.004333613319712112;
5;[209,323];6;0.00660192849108891;
5;[220,271];3;0.005970636660100623;
5;[228,132];2;0.0039205203792210975;
5;[238,374];2;0.005225530177879488;
5;[251,319];1;0.0052679966923188;
5;[146,160];3;0.005478817512868464;
5;[208,165];3;0.004327059769429017;
5;[104,243];2;0.00710952309545137;
5;[260,261];1;0.004878784055224252;
5;[121,280];5;0.007926996555165305;
