[620,130];[620,170] [606,124] [633,219] [614,154] [585,245] [637,131] [534,88] [465,89] [653,121] [620,190] [614,167] [633,233] [620,150] [573,167] [561,167] [633,241] [613,217] [620,210] ;
[620,150];[546,61] [620,170] [552,57] [606,124] [633,219] [620,130] [614,154] [585,245] [637,131] [560,155] [483,110] [653,121] [710,131] [575,149] [620,190] [485,88] [614,167] [633,233] [573,167] [561,167] [551,167] [633,241] [613,217] [620,210] ;
[620,170];[578,252] [606,124] [633,219] [614,154] [560,155] [511,198] [620,190] [485,88] [571,259] [633,241] [620,210] [620,130] [569,146] [585,245] [637,131] [483,110] [653,121] [656,113] [575,149] [614,167] [633,233] [620,150] [573,167] [561,167] [551,167] [613,217] ;
[620,190];[620,170] [578,252] [606,124] [633,219] [614,154] [560,155] [485,88] [571,259] [633,241] [620,210] [620,130] [569,146] [585,245] [637,131] [483,110] [534,88] [653,121] [656,113] [575,149] [614,167] [633,233] [620,150] [573,167] [561,167] [551,167] [613,217] ;
[620,210];[620,170] [468,160] [578,252] [606,124] [633,219] [620,130] [569,146] [614,154] [585,245] [637,131] [534,88] [653,121] [656,113] [575,149] [620,190] [614,167] [571,259] [633,233] [620,150] [561,167] [633,241] [613,217] ;
f [483,110];[575,149] [620,170] [620,190] [606,124] [614,167] [569,146] [620,150] [573,167] [551,167] [614,154] [560,155] [653,121] ;
f [485,88];[575,149] [620,170] [620,190] [614,167] [569,146] [620,150] [573,167] [614,154] [560,155] ;
f [534,88];[620,190] [606,124] [620,130] [637,131] [653,121] [620,210] ;
[613,217];[620,170] [578,252] [606,124] [633,219] [620,130] [614,154] [585,245] [637,131] [653,121] [656,113] [575,149] [620,190] [614,167] [571,259] [633,233] [620,150] [633,241] [620,210] ;
[614,154];[620,170] [552,57] [606,124] [633,219] [620,130] [585,245] [637,131] [560,155] [483,110] [653,121] [710,131] [511,157] [620,190] [485,88] [614,167] [633,233] [620,150] [573,167] [561,167] [551,167] [633,241] [613,217] [620,210] ;
[606,124];[620,170] [633,219] [620,130] [614,154] [637,131] [483,110] [534,88] [465,89] [653,121] [620,190] [614,167] [633,233] [620,150] [633,241] [613,217] [620,210] ;
[614,167];[620,170] [606,124] [633,219] [614,154] [560,155] [620,190] [485,88] [633,241] [620,210] [468,160] [620,130] [569,146] [585,245] [637,131] [483,110] [653,121] [656,113] [575,149] [633,233] [620,150] [417,189] [573,167] [561,167] [551,167] [613,217] ;
f [552,57];[575,149] [569,146] [620,150] [573,167] [561,167] [551,167] [614,154] [560,155] ;
f [546,61];[575,149] [569,146] [620,150] [573,167] [561,167] [551,167] [560,155] ;
f [468,160];[633,219] [614,167] [571,259] [585,245] [620,210] ;
f [417,189];[578,252] [614,167] [571,259] ;
[585,245];[620,170] [468,160] [578,252] [633,219] [620,130] [614,154] [637,131] [560,155] [460,276] [653,121] [656,113] [511,198] [620,190] [614,167] [571,259] [633,233] [620,150] [561,167] [551,167] [633,241] [613,217] [620,210] ;
[575,149];[546,61] [620,170] [552,57] [464,194] [633,219] [569,146] [560,155] [483,110] [511,198] [620,190] [485,88] [614,167] [633,233] [620,150] [573,167] [561,167] [551,167] [633,241] [613,217] [620,210] ;
[637,131];[620,170] [578,252] [606,124] [633,219] [620,130] [614,154] [585,245] [534,88] [465,89] [620,190] [614,167] [571,259] [633,233] [620,150] [573,167] [561,167] [633,241] [613,217] [620,210] ;
[573,167];[546,61] [620,170] [552,57] [620,130] [569,146] [386,169] [614,154] [637,131] [560,155] [483,110] [710,131] [575,149] [620,190] [614,167] [485,88] [620,150] [561,167] [551,167] ;
[633,219];[620,170] [468,160] [578,252] [606,124] [620,130] [569,146] [614,154] [585,245] [637,131] [575,149] [620,190] [614,167] [571,259] [633,233] [620,150] [561,167] [633,241] [613,217] [620,210] ;
f [464,194];[575,149] [551,167] [560,155] ;
[578,252];[620,170] [633,219] [585,245] [637,131] [460,276] [653,121] [710,131] [656,113] [620,190] [571,259] [633,233] [417,189] [561,167] [633,241] [613,217] [620,210] ;
[569,146];[546,61] [620,170] [552,57] [633,219] [560,155] [483,110] [575,149] [511,198] [620,190] [485,88] [614,167] [633,233] [573,167] [561,167] [551,167] [633,241] [620,210] ;
[653,121];[620,170] [578,252] [606,124] [620,130] [614,154] [585,245] [483,110] [534,88] [656,113] [620,190] [614,167] [571,259] [620,150] [613,217] [620,210] ;
[561,167];[546,61] [620,170] [552,57] [578,252] [633,219] [620,130] [569,146] [386,169] [614,154] [585,245] [637,131] [560,155] [710,131] [575,149] [620,190] [614,167] [620,150] [573,167] [551,167] [620,210] ;
[633,233];[620,170] [578,252] [606,124] [633,219] [620,130] [569,146] [614,154] [585,245] [637,131] [460,276] [511,157] [575,149] [620,190] [614,167] [571,259] [620,150] [633,241] [633,427] [613,217] [620,210] ;
f [386,169];[573,167] [561,167] [551,167] ;
f [460,276];[578,252] [571,259] [633,233] [551,167] [633,241] [585,245] ;
f [633,427];[633,233] [633,241] ;
f [511,157];[633,233] [551,167] [614,154] [560,155] ;
f [465,89];[606,124] [620,130] [637,131] ;
f [511,198];[575,149] [620,170] [569,146] [551,167] [585,245] [560,155] ;
f [710,131];[578,252] [571,259] [620,150] [573,167] [561,167] [551,167] [614,154] [656,113] ;
[571,259];[620,170] [468,160] [578,252] [633,219] [585,245] [637,131] [460,276] [653,121] [710,131] [656,113] [620,190] [633,233] [633,241] [417,189] [613,217] [620,210] ;
[560,155];[546,61] [620,170] [552,57] [464,194] [569,146] [614,154] [585,245] [483,110] [511,157] [575,149] [511,198] [620,190] [485,88] [614,167] [620,150] [573,167] [561,167] [551,167] ;
[656,113];[620,170] [578,252] [620,190] [614,167] [571,259] [585,245] [613,217] [653,121] [710,131] [620,210] ;
[551,167];[546,61] [620,170] [552,57] [464,194] [569,146] [386,169] [614,154] [585,245] [560,155] [483,110] [460,276] [710,131] [511,157] [575,149] [511,198] [620,190] [614,167] [620,150] [573,167] [561,167] ;
[633,241];[620,170] [578,252] [606,124] [633,219] [620,130] [569,146] [614,154] [585,245] [637,131] [460,276] [575,149] [620,190] [614,167] [571,259] [633,233] [620,150] [633,427] [613,217] [620,210] ;
