2	[(604,180)(589,181)] []	null null
2	[(604,180)(589,181)] []	null null
3	[(615,178)(583,187)] []	null null
3	[(616,178)(583,187)] []	null null
4	[(625,178)(574,194)] []	null null
4	[(625,178)(574,194)] []	null null
5	[(635,178)(566,194)] []	null null
5	[(635,178)(566,194)] []	null null
6	[(645,178)(555,194)] []	null null
6	[(645,178)(555,194)] []	null null
7	[(641,183)(545,194)] []	null null
7	[(641,183)(545,194)] []	null null
8	[(632,192)(535,195)] []	null null
8	[(632,192)(535,195)] []	null null
9	[(625,199)(529,201)] []	null null
9	[(625,199)(529,201)] []	null null
10	[(616,207)(522,208)] []	null null
10	[(616,207)(522,208)] []	null null
11	[(601,207)(508,222)] []	null null
11	[(601,207)(508,222)] []	null null
12	[(601,207)(508,222)] []	null null
12	[(601,207)(508,222)] []	null null
13	[(591,207)(507,231)] []	null null
13	[(591,207)(507,231)] []	null null
14	[(581,207)(497,231)] []	null null
14	[(581,207)(497,231)] []	null null
15	[(571,207)(487,231)] []	null null
15	[(571,207)(487,231)] []	null null
16	[(561,207)(479,237)] []	null null
16	[(561,207)(479,237)] []	null null
17	[(546,207)(469,247)(568,180)] []	(529.0,211.0) (527.0,297.0)
2	[(604,180)] [(570,180)(630,180)(590,180)]	null null
2	[(570,180)(604,180)] [(630,180)(590,180)]	null null
3	[(563,187)(613,178)] [(630,180)(590,180)]	null null
3	[(563,187)(615,178)] [(630,180)(590,180)]	null null
4	[(556,194)(623,178)] [(630,180)(590,180)]	null null
4	[(556,194)(625,178)] [(630,180)(590,180)]	null null
5	[(549,201)(633,178)] [(630,180)(590,180)]	null null
5	[(549,201)(635,178)] [(630,180)(590,180)]	null null
6	[(540,203)(643,178)] [(630,180)(590,180)]	null null
6	[(540,203)(645,178)] [(630,180)(590,180)]	null null
7	[(530,203)(641,183)] [(630,180)(590,180)]	null null
7	[(529,203)(641,183)] [(630,180)(590,180)]	null null
8	[(522,208)(634,190)] [(630,180)(590,180)]	null null
8	[(522,208)(632,192)] [(630,180)(590,180)]	null null
9	[(515,215)(627,197)] [(630,180)(590,180)]	null null
9	[(515,215)(625,199)] [(630,180)(590,180)]	null null
10	[(508,222)(620,204)] [(630,180)(590,180)]	null null
10	[(508,222)(618,206)] [(630,180)(590,180)]	null null
11	[(507,231)(611,207)] [(630,180)(590,180)]	null null
11	[(497,231)(601,207)] [(630,180)(590,180)]	null null
12	[(497,231)(601,207)] [(630,180)(590,180)]	null null
12	[(497,231)(601,207)] [(630,180)(590,180)]	null null
13	[(487,231)(591,207)] [(630,180)(590,180)]	null null
13	[(487,231)(591,207)] [(630,180)(590,180)]	null null
14	[(479,237)(581,207)] [(630,180)(590,180)]	null null
14	[(479,237)(581,207)] [(630,180)(590,180)]	null null
15	[(472,244)(571,207)] [(630,180)(590,180)]	null null
15	[(472,244)(571,207)] [(630,180)(590,180)]	null null
16	[(465,251)(561,207)] [(630,180)(590,180)]	null null
16	[(465,251)(561,207)] [(630,180)(590,180)]	null null
17	[(451,265)(588,180)(543,210)] [(630,180)]	(528.0,218.0) (522.0,231.0)
2	[(604,180)] [(590,180)(630,180)(570,180)]	null null
2	[(604,180)(570,180)] [(590,180)(630,180)]	null null
3	[(613,178)(563,187)] [(590,180)(630,180)]	null null
3	[(615,178)(563,187)] [(590,180)(630,180)]	null null
4	[(623,178)(556,194)] [(590,180)(630,180)]	null null
4	[(625,178)(556,194)] [(590,180)(630,180)]	null null
5	[(633,178)(549,201)] [(590,180)(630,180)]	null null
5	[(635,178)(549,201)] [(590,180)(630,180)]	null null
6	[(643,178)(540,203)] [(590,180)(630,180)]	null null
6	[(645,178)(540,203)] [(590,180)(630,180)]	null null
7	[(641,183)(530,203)] [(590,180)(630,180)]	null null
7	[(641,183)(529,203)] [(590,180)(630,180)]	null null
8	[(634,190)(522,208)] [(590,180)(630,180)]	null null
8	[(634,190)(522,208)] [(590,180)(630,180)]	null null
9	[(627,197)(515,215)] [(590,180)(630,180)]	null null
9	[(625,199)(515,215)] [(590,180)(630,180)]	null null
10	[(620,204)(508,222)] [(590,180)(630,180)]	null null
10	[(618,206)(508,222)] [(590,180)(630,180)]	null null
11	[(611,207)(507,231)] [(590,180)(630,180)]	null null
11	[(601,207)(500,231)] [(590,180)(630,180)]	null null
12	[(601,207)(497,231)] [(590,180)(630,180)]	null null
12	[(601,207)(497,231)] [(590,180)(630,180)]	null null
13	[(591,207)(487,231)] [(590,180)(630,180)]	null null
13	[(591,207)(487,231)] [(590,180)(630,180)]	null null
14	[(581,207)(479,237)] [(590,180)(630,180)]	null null
14	[(581,207)(479,237)] [(590,180)(630,180)]	null null
15	[(571,207)(472,244)] [(590,180)(630,180)]	null null
15	[(571,207)(472,244)] [(590,180)(630,180)]	null null
16	[(561,207)(465,251)] [(590,180)(630,180)]	null null
16	[(561,207)(465,251)] [(590,180)(630,180)]	null null
17	[(543,210)(589,180)(451,265)] [(630,180)]	(528.0,218.0) (522.0,231.0)
2	[(604,180)] [(630,180)(590,180)(570,180)]	null null
2	[(604,180)(570,180)] [(630,180)(590,180)]	null null
3	[(613,178)(563,187)] [(630,180)(590,180)]	null null
3	[(615,178)(563,187)] [(630,180)(590,180)]	null null
4	[(623,178)(556,194)] [(630,180)(590,180)]	null null
4	[(625,178)(556,194)] [(630,180)(590,180)]	null null
5	[(633,178)(549,201)] [(630,180)(590,180)]	null null
5	[(635,178)(549,201)] [(630,180)(590,180)]	null null
6	[(643,178)(540,203)] [(630,180)(590,180)]	null null
6	[(645,178)(540,203)] [(630,180)(590,180)]	null null
7	[(641,183)(530,203)] [(630,180)(590,180)]	null null
7	[(640,184)(529,203)] [(630,180)(590,180)]	null null
8	[(634,190)(522,208)] [(630,180)(590,180)]	null null
8	[(634,190)(522,208)] [(630,180)(590,180)]	null null
9	[(627,197)(515,215)] [(630,180)(590,180)]	null null
9	[(625,199)(515,215)] [(630,180)(590,180)]	null null
10	[(620,204)(508,222)] [(630,180)(590,180)]	null null
10	[(618,206)(508,222)] [(630,180)(590,180)]	null null
11	[(611,207)(507,231)] [(630,180)(590,180)]	null null
11	[(601,207)(500,231)] [(630,180)(590,180)]	null null
12	[(601,207)(497,231)] [(630,180)(590,180)]	null null
12	[(601,207)(497,231)] [(630,180)(590,180)]	null null
13	[(591,207)(487,231)] [(630,180)(590,180)]	null null
13	[(591,207)(487,231)] [(630,180)(590,180)]	null null
14	[(581,207)(479,237)] [(630,180)(590,180)]	null null
14	[(581,207)(479,237)] [(630,180)(590,180)]	null null
15	[(571,207)(472,244)] [(630,180)(590,180)]	null null
15	[(571,207)(472,244)] [(630,180)(590,180)]	null null
16	[(561,207)(465,251)] [(630,180)(590,180)]	null null
16	[(561,207)(465,251)] [(630,180)(590,180)]	null null
17	[(589,180)(543,210)(451,265)] [(630,180)]	(528.0,218.0) (522.0,231.0)
2	[(604,180)] [(590,180)(570,180)(630,180)]	null null
2	[(570,180)(604,180)] [(590,180)(630,180)]	null null
