2	[(389,50)(380,50)] [(280,50)(420,50)(460,50)(440,50)(320,50)(340,50)(480,50)(360,50)(300,50)]	null null
2	[(389,50)(380,50)(340,50)(361,51)] [(280,50)(420,50)(460,50)(440,50)(320,50)(480,50)(300,50)]	(367.0,50.0) null
2	[(389,50)(380,50)(340,50)(360,50)] [(280,50)(420,50)(460,50)(440,50)(320,50)(480,50)(300,50)]	(367.0,50.0) null
2	[(460,50)(390,50)(382,50)(340,50)(363,53)(481,51)] [(280,50)(420,50)(440,50)(320,50)(300,50)]	(402.0,50.0) null
2	[(460,50)(393,50)(384,50)(344,54)(367,57)(482,52)] [(280,50)(420,50)(440,50)(320,50)(300,50)]	(405.0,52.0) null
2	[(460,50)(396,50)(388,50)(347,57)(367,57)(484,54)] [(280,50)(420,50)(440,50)(320,50)(300,50)]	(407.0,53.0) null
3	[(460,50)(399,49)(388,50)(347,57)(367,57)(487,57)] [(280,50)(420,50)(440,50)(320,50)(300,50)]	(408.0,53.0) null
3	[(460,50)(401,49)(388,50)(350,60)(370,60)(489,59)] [(280,50)(420,50)(440,50)(320,50)(300,50)]	(409.0,54.0) null
3	[(460,50)(403,49)(390,50)(354,64)(373,63)(491,61)] [(280,50)(420,50)(440,50)(320,50)(300,50)]	(411.0,56.0) null
3	[(461,51)(407,49)(393,50)(354,64)(374,64)(494,64)] [(280,50)(420,50)(440,50)(320,50)(300,50)]	(413.0,57.0) null
3	[(462,52)(408,49)(397,50)(354,64)(374,64)(494,64)] [(280,50)(420,50)(440,50)(320,50)(300,50)]	(414.0,57.0) null
4	[(467,57)(408,49)(399,50)(354,64)(374,64)(496,66)] [(280,50)(420,50)(440,50)(320,50)(300,50)]	(416.0,58.0) null
4	[(467,57)(409,49)(400,50)(354,64)(376,64)(500,70)] [(280,50)(420,50)(440,50)(320,50)(300,50)]	(417.0,59.0) null
4	[(470,60)(412,49)(403,50)(359,64)(381,64)(501,71)] [(280,50)(420,50)(440,50)(320,50)(300,50)]	(421.0,59.0) null
4	[(471,61)(415,49)(406,50)(364,64)(384,64)(501,71)] [(280,50)(420,50)(440,50)(320,50)(300,50)]	(423.0,59.0) null
4	[(473,63)(418,49)(408,50)(364,64)(384,64)(501,71)] [(280,50)(420,50)(440,50)(320,50)(300,50)]	(424.0,60.0) null
5	[(474,64)(420,49)(409,50)(366,64)(386,64)(505,76)] [(280,50)(420,50)(440,50)(320,50)(300,50)]	(426.0,61.0) (400.0,50.0)
5	[(474,64)(420,49)(409,50)(366,64)(387,64)(505,76)] [(280,50)(420,50)(439,50)(320,50)(300,50)]	(425.0,60.0) (400.0,50.0)
5	[(476,66)(421,49)(410,50)(368,64)(387,64)(505,78)] [(280,50)(418,50)(438,50)(320,50)(300,50)]	(427.0,61.0) (400.0,50.0)
5	[(478,68)(423,49)(413,50)(370,64)(390,64)(505,79)] [(280,50)(412,50)(434,50)(325,55)(300,50)]	(429.0,62.0) (400.0,50.0)
5	[(479,69)(425,49)(414,50)(373,64)(394,64)(505,79)] [(280,50)(410,50)(430,50)(327,57)(304,54)]	(431.0,62.0) (400.0,50.0)
6	[(485,75)(432,49)(421,50)(381,64)(399,64)(505,86)] [(289,59)(401,50)(421,50)(333,63)(310,60)]	(437.0,64.0) (400.0,50.0)
7	[(488,78)(438,49)(428,50)(384,64)(404,64)(507,88)] [(294,64)(400,50)(420,50)(334,64)(314,64)]	(441.0,65.0) (400.0,50.0)
8	[(502,92)(438,58)(441,49)(399,64)(418,77)(508,100)] [(309,64)(390,50)(401,50)(350,64)(328,64)]	(450.0,72.0) (400.0,50.0)
9	[(502,92)(438,66)(438,54)(404,64)(420,77)(509,108)] [(314,64)(381,54)(400,50)(354,64)(334,64)]	(451.0,76.0) (399.0,64.0)
10	[(508,107)(438,78)(437,64)(414,74)(435,77)(523,122)] [(328,64)(372,58)(399,63)(371,58)(352,64)]	(458.0,85.0) (438.0,68.0)
11	[(517,116)(432,92)(437,74)(422,77)(435,89)(531,128)] [(344,64)(372,58)(414,68)(378,51)(364,64)]	(461.0,96.0) (438.0,77.0)
14	[(541,115)(402,93)(418,106)(428,97)(425,113)(556,128)] [(371,58)(404,77)(437,68)(399,50)(388,50)]	(462.0,107.0) (438.0,77.0)
14	[(541,115)(402,93)(418,106)(428,97)(425,113)(556,128)] [(371,58)(404,77)(437,68)(399,50)(388,50)]	(462.0,107.0) (438.0,77.0)
15	[(546,120)(397,93)(417,107)(428,97)(422,116)(566,128)] [(371,58)(414,77)(438,76)(411,62)(388,50)]	(462.0,108.0) (438.0,77.0)
15	[(548,122)(394,93)(415,109)(425,100)(421,117)(566,128)] [(371,58)(414,77)(438,77)(412,63)(388,50)]	(461.0,111.0) (438.0,77.0)
15	[(548,122)(394,93)(415,109)(425,100)(420,118)(566,128)] [(373,60)(414,77)(438,77)(412,63)(388,50)]	(461.0,111.0) (438.0,77.0)
16	[(548,122)(392,93)(411,113)(421,104)(418,120)(575,124)] [(378,65)(415,77)(438,77)(412,63)(395,57)]	(460.0,112.0) (438.0,77.0)
18	[(563,135)(392,103)(397,99)(407,118)(403,135)(590,137)] [(403,77)(437,77)(449,83)(436,77)(417,77)]	(458.0,120.0) (435.0,86.0)
19	[(570,128)(394,108)(390,106)(400,125)(403,145)(597,137)] [(407,77)(437,77)(458,87)(437,77)(421,77)]	(457.0,124.0) (436.0,86.0)
19	[(570,128)(394,108)(390,106)(400,125)(403,145)(599,137)] [(407,77)(436,78)(458,87)(437,77)(424,77)]	(459.0,124.0) (436.0,86.0)
20	[(577,121)(394,119)(383,113)(393,132)(403,156)(610,137)] [(422,77)(436,86)(458,87)(436,86)(433,77)]	(458.0,129.0) (435.0,86.0)
20	[(577,121)(394,119)(383,113)(393,132)(403,156)(610,137)] [(422,77)(436,86)(458,87)(436,86)(433,77)]	(458.0,129.0) (435.0,86.0)
20	[(577,121)(394,119)(383,113)(393,132)(403,156)(610,137)] [(422,77)(436,86)(458,87)(436,86)(433,77)]	(458.0,129.0) (435.0,86.0)
21	[(586,119)(394,130)(377,121)(386,139)(396,163)(619,136)] [(432,77)(436,96)(467,91)(436,96)(437,77)]	(458.0,134.0) (436.0,86.0)
21	[(586,119)(394,130)(377,121)(386,139)(396,163)(619,136)] [(432,77)(436,96)(467,91)(436,96)(437,77)]	(458.0,134.0) (436.0,86.0)
21	[(586,119)(394,130)(377,121)(386,139)(396,163)(619,136)] [(432,77)(436,96)(467,91)(436,96)(437,77)]	(458.0,134.0) (436.0,86.0)
21	[(586,119)(394,130)(377,121)(386,139)(396,163)(619,136)] [(433,77)(436,95)(466,90)(436,95)(437,77)]	(458.0,134.0) (436.0,86.0)
22	[(596,119)(394,141)(384,128)(385,149)(388,171)(626,129)] [(435,77)(436,86)(457,86)(436,86)(436,86)]	(461.0,139.0) (432.0,100.0)
22	[(596,119)(394,141)(384,128)(385,149)(388,171)(626,129)] [(435,77)(436,86)(457,86)(436,86)(436,86)]	(462.0,139.0) (432.0,100.0)
22	[(596,119)(394,141)(384,128)(385,149)(388,171)(626,129)] [(436,77)(436,86)(457,86)(436,86)(436,86)]	(462.0,139.0) (432.0,100.0)
22	[(596,119)(394,143)(385,129)(385,149)(387,172)(626,129)] [(437,77)(436,88)(455,86)(436,88)(436,88)]	(462.0,139.0) (433.0,99.0)
23	[(616,119)(394,158)(428,103)(396,140)(385,167)(385,184)(630,121)(429,102)] [(447,87)(432,99)(439,86)]	(458.0,135.0) (433.0,100.0)
24	[(616,119)(394,158)(428,103)(397,143)(385,169)(385,187)(630,121)(428,103)] [(448,88)(433,100)(439,86)]	(457.0,137.0) (433.0,100.0)
24	[(616,119)(394,160)(428,103)(397,143)(385,169)(385,188)(630,116)(428,103)] [(448,88)(433,100)(437,86)]	(457.0,137.0) (433.0,100.0)
25	[(624,115)(394,177)(414,117)(397,160)(390,184)(396,202)(616,120)(414,117)] [(467,90)(440,107)(433,99)]	(455.0,148.0) (432.0,100.0)
2	[(388,50)(389,50)] [(320,50)(360,50)(280,50)(460,50)(440,50)(420,50)(300,50)(340,50)(480,50)]	null null
2	[(361,51)(388,50)(340,50)(389,50)] [(320,50)(280,50)(460,50)(440,50)(420,50)(300,50)(480,50)]	(369.0,50.0) null
2	[(362,52)(388,50)(340,50)(389,50)] [(320,50)(280,50)(460,50)(440,50)(420,50)(300,50)(480,50)]	(369.0,50.0) null
2	[(363,53)(388,50)(340,50)(389,50)] [(320,50)(280,50)(460,50)(440,50)(420,50)(300,50)(480,50)]	(370.0,50.0) null
