Total nodes: 66   Frontiers: 5   Edges: 93
Nodes degrees
   (457,505)    29
   [74,202]    6
   [65,118]    3
   [139,120]    3
   [181,120]    3
   [79,142]    3
   [65,176]    3
   [114,107]    3
   [124,107]    3
   [104,107]    3
   [72,183]    3
   [84,107]    3
   [94,107]    3
   [64,107]    3
   [55,104]    3
   [79,152]    3
   [74,107]    3
   [51,104]    3
   [160,141]    3
   [74,192]    3
   [132,113]    3
   [75,160]    3
   [58,111]    3
   [167,134]    3
   [153,134]    3
   [72,125]    3
   [68,167]    3
   [146,127]    3
   [79,132]    3
   [174,127]    3
   [191,120]    2
   [255,121]    2
   [241,121]    2
   [211,120]    2
   [221,120]    2
   [201,120]    2
   [231,120]    2
   [310,87]    2
   [264,120]    2
   [274,120]    2
   [327,88]    2
   [394,143]    2
   [384,143]    2
   [341,102]    2
   [364,143]    2
   [374,143]    2
   [349,119]    2
   [296,101]    2
   [402,138]    2
   [357,136]    2
   [282,115]    2
   [248,128]    2
   [323,79]    2
   [409,131]    2
   [334,95]    2
   [350,129]    2
   [317,80]    2
   [303,94]    2
   [289,108]    2
   [348,109]    2
   [416,124]    2
   (88,487)    1
   [423,117]    1
   (658,203)    1
   (33,530)    1
   (688,74)    1
Max: 29   Min: 1   Avg: 2
Degree computed in 0 ms

Closeness centrality:
   [181,120]    0,00571
   [174,127]    0,00571
   [191,120]    0,0057
   [167,134]    0,00569
   [160,141]    0,00567
   [153,134]    0,00564
   [146,127]    0,0056
   [139,120]    0,00554
   [132,113]    0,00547
   [124,107]    0,0054
   [114,107]    0,00532
   [104,107]    0,00524
   [94,107]    0,00514
   [84,107]    0,00505
   [74,107]    0,00495
   [64,107]    0,00485
   [55,104]    0,00475
   [51,104]    0,0047
   [58,111]    0,0046
   [65,118]    0,00449
   [72,125]    0,00438
   [79,132]    0,00428
   [79,142]    0,00416
   [79,152]    0,00405
   [75,160]    0,00395
   [68,167]    0,00384
   [65,176]    0,00374
   [72,183]    0,00364
   [74,192]    0,00354
   (658,203)    0,00344
   [74,202]    0,00344
   (688,74)    0,00344
   (88,487)    0,00172
   (33,530)    0,00159
   (457,505)    0,0015
Closeness computed in 246586 ms

Betweenness centrality:
   [181,120]    1121
   [191,120]    1119
   [174,127]    1088
   [167,134]    1085
   [153,134]    1084
   [160,141]    1080
   [146,127]    1073
   [139,120]    1061
   [132,113]    1047
   [124,107]    1031
   [114,107]    1013
   [104,107]    993
   [94,107]    971
   [84,107]    947
   [74,107]    921
   [64,107]    893
   [55,104]    864
   [51,104]    834
   [58,111]    802
   [65,118]    768
   [72,125]    732
   [79,132]    694
   [79,142]    648
   [79,152]    605
   [75,160]    560
   [68,167]    513
   [65,176]    465
   [72,183]    415
   [74,192]    360
   [74,202]    315
   (658,203)    0
   (457,505)    0
   (33,530)    0
   (88,487)    0
   (688,74)    0
Betweenness computed in 11 ms
