Total nodes: 60   Frontiers: 4   Edges: 67
Nodes degrees
   (62,465)    6
   [202,329]    5
   [369,131]    4
   [209,322]    4
   [216,315]    4
   [216,305]    3
   (136,436)    3
   [216,285]    3
   [216,295]    3
   [324,89]    2
   [348,152]    2
   [234,245]    2
   [358,152]    2
   [332,90]    2
   [290,218]    2
   [331,146]    2
   [346,104]    2
   [290,178]    2
   [355,145]    2
   [365,145]    2
   [353,121]    2
   [290,208]    2
   [241,238]    2
   [324,119]    2
   [362,138]    2
   [296,170]    2
   [372,138]    2
   [316,170]    2
   [306,170]    2
   [326,170]    2
   [325,83]    2
   [336,170]    2
   [324,139]    2
   [248,231]    2
   [344,166]    2
   [216,265]    2
   [324,99]    2
   [324,79]    2
   [324,129]    2
   [339,97]    2
   [379,131]    2
   [353,131]    2
   [359,131]    2
   [290,198]    2
   [216,275]    2
   [353,111]    2
   [227,252]    2
   [351,159]    2
   [338,153]    2
   [376,124]    2
   [324,109]    2
   [290,188]    2
   [255,224]    2
   [264,222]    2
   [284,222]    2
   [274,222]    2
   [220,259]    2
   (659,194)    1
   [383,117]    1
   (692,90)    1
Max: 6   Min: 1   Avg: 2
Degree computed in 0 ms

Closeness centrality:
   [216,275]    0,0049
   [216,285]    0,00474
   [216,295]    0,00459
   [216,305]    0,00443
   [216,315]    0,00429
   [209,322]    0,00414
   [202,329]    0,004
   (659,194)    0,004
   (136,436)    0,00251
   (62,465)    0,00208
   (692,90)    0,00101
Closeness computed in 429660 ms

Betweenness centrality:
   [216,275]    549
   [216,285]    509
   [216,295]    466
   [216,305]    422
   [216,315]    376
   [209,322]    221
   [202,329]    176
   (62,465)    0
   (659,194)    0
   (692,90)    0
   (136,436)    0
Betweenness computed in 4 ms
