Total nodes: 130   Frontiers: 2   Edges: 130
Nodes degrees
   [539,339]    3
   [549,339]    3
   [571,381]    2
   [543,187]    2
   [649,252]    2
   [570,384]    2
   [674,385]    2
   [666,385]    2
   [684,386]    2
   [642,259]    2
   [571,391]    2
   [677,389]    2
   [653,257]    2
   [530,261]    2
   [666,395]    2
   [570,394]    2
   [670,396]    2
   [536,194]    2
   [649,265]    2
   [571,401]    2
   [530,271]    2
   [641,269]    2
   [662,402]    2
   [570,404]    2
   [649,275]    2
   [666,405]    2
   [653,405]    2
   [607,407]    2
   [597,407]    2
   [587,407]    2
   [577,407]    2
   [645,411]    2
   [641,279]    2
   [529,201]    2
   [574,410]    2
   [616,409]    2
   [530,281]    2
   [666,415]    2
   [638,417]    2
   [581,417]    2
   [623,416]    2
   [562,285]    2
   [641,289]    2
   [648,285]    2
   [554,287]    2
   [534,288]    2
   [544,288]    2
   [630,423]    2
   [530,291]    2
   [666,425]    2
   [642,293]    2
   [555,292]    2
   [522,208]    2
   [588,424]    2
   [607,427]    2
   [546,295]    2
   [527,295]    2
   [536,295]    2
   [597,426]    2
   [528,296]    2
   [637,298]    2
   [636,301]    2
   [530,301]    2
   [624,435]    2
   [634,435]    2
   [532,303]    2
   [535,303]    2
   [614,434]    2
   [644,435]    2
   [666,435]    2
   [635,307]    2
   [536,308]    2
   [517,216]    2
   [652,439]    2
   [629,308]    2
   [539,310]    2
   [542,310]    2
   [661,443]    2
   [622,315]    2
   [543,315]    2
   [593,317]    2
   [603,317]    2
   [613,317]    2
   [635,317]    2
   [546,317]    2
   [547,318]    2
   [585,322]    2
   [550,322]    2
   [554,323]    2
   [554,325]    2
   [633,325]    2
   [517,226]    2
   [557,329]    2
   [561,330]    2
   [578,329]    2
   [626,332]    2
   [561,332]    2
   [571,336]    2
   [568,339]    2
   [569,339]    2
   [559,339]    2
   [599,339]    2
   [589,339]    2
   [579,339]    2
   (169,425)    2
   [619,339]    2
   [609,339]    2
   [568,345]    2
   [521,235]    2
   [572,347]    2
   [568,355]    2
   [572,357]    2
   [662,240]    2
   [528,242]    2
   [656,245]    2
   [568,365]    2
   [588,367]    2
   [578,367]    2
   [572,367]    2
   [596,371]    2
   [571,371]    2
   [570,374]    2
   [657,248]    2
   [579,374]    2
   [667,378]    2
   [588,376]    2
   [598,376]    2
   [530,251]    2
   (109,239)    1
   [550,180]    1
Max: 3   Min: 1   Avg: 2
Degree computed in 1 ms

Closeness centrality:
   [559,339]    1,685
   [539,339]    1,658
   [549,339]    1,658
   (169,425)    1,658
   (109,239)    0,866
Closeness computed in 543 ms

Betweenness centrality:
   [559,339]    629
   [549,339]    507
   [539,339]    257
   (169,425)    254
   (109,239)    0
Betweenness computed in 24 ms
