Total nodes: 41   Frontiers: 13   Edges: 62
Nodes degrees
   [532,284]    14
   (457,390)    9
   [539,277]    8
   [546,270]    7
   [546,260]    6
   (331,360)    5
   (366,252)    5
   [544,251]    5
   (438,370)    4
   [530,237]    3
   (408,242)    3
   [537,244]    3
   [536,231]    3
   [526,231]    3
   [530,203]    2
   [553,187]    2
   [523,254]    2
   [511,232]    2
   [518,239]    2
   [552,240]    2
   [548,241]    2
   [538,241]    2
   [522,208]    2
   [546,194]    2
   [555,245]    2
   [522,247]    2
   [530,247]    2
   [510,223]    2
   (265,264)    2
   [515,215]    2
   [554,249]    2
   [545,233]    2
   [539,201]    2
   (225,302)    1
   (563,355)    1
   (592,425)    1
   (565,400)    1
   [560,180]    1
   (451,424)    1
   (471,421)    1
   (466,322)    1
Max: 14   Min: 1   Avg: 3

Closeness centrality:
   [526,231]    1
   [536,231]    0,999
   [530,237]    0,998
   [545,233]    0,992
   [537,244]    0,989
   [552,240]    0,98
   [544,251]    0,976
   [554,249]    0,965
   [555,245]    0,956
   [546,260]    0,953
   [548,241]    0,936
   [546,270]    0,924
   [538,241]    0,908
   [539,277]    0,885
   [530,247]    0,876
   [532,284]    0,851
   [523,254]    0,843
   [522,247]    0,818
   [518,239]    0,784
   [511,232]    0,746
   [510,223]    0,71
   [515,215]    0,672
   [522,208]    0,633
   [530,203]    0,596
   [539,201]    0,561
   [546,194]    0,523
   [553,187]    0,487
   [560,180]    0,451
   (563,355)    0,433
   (466,322)    0,335
   (565,400)    0,307
   (457,390)    0,288
   (438,370)    0,261
   (592,425)    0,233
   (471,421)    0,209
   (366,252)    0,187
   (408,242)    0,183
   (451,424)    0,177
   (331,360)    0,11
   (265,264)    0,006
   (225,302)    0

Betweenness centrality:
   [536,231]    1
   [545,233]    0,992
   [552,240]    0,98
   [554,249]    0,962
   [526,231]    0,952
   [530,237]    0,947
   [555,245]    0,94
   [537,244]    0,937
   [544,251]    0,925
   [548,241]    0,912
   [538,241]    0,88
   [530,247]    0,842
   [546,260]    0,822
   [546,270]    0,808
   [523,254]    0,799
   [522,247]    0,752
   [532,284]    0,708
   [518,239]    0,699
   [511,232]    0,642
   [539,277]    0,632
   [510,223]    0,579
   [515,215]    0,511
   [522,208]    0,439
   [530,203]    0,361
   [539,201]    0,278
   [546,194]    0,19
   [553,187]    0,098
   (225,302)    0
   (563,355)    0
   (592,425)    0
   (438,370)    0
   (408,242)    0
   (565,400)    0
   [560,180]    0
   (451,424)    0
   (331,360)    0
   (457,390)    0
   (265,264)    0
   (471,421)    0
   (466,322)    0
   (366,252)    0
