Total nodes: 40   Frontiers: 13   Edges: 39
Nodes degrees
   [527,245]    11
   [534,241]    3
   [544,242]    3
   [554,242]    3
   [527,235]    3
   [523,187]    2
   [498,231]    2
   [508,231]    2
   [488,231]    2
   [522,207]    2
   [478,231]    2
   [507,228]    2
   [497,228]    2
   [487,228]    2
   [477,228]    2
   [469,228]    2
   [522,227]    2
   [517,228]    2
   [522,197]    2
   [518,231]    2
   [539,231]    2
   [529,231]    2
   [522,217]    2
   [527,234]    2
   [547,235]    2
   (584,283)    1
   (483,406)    1
   (595,387)    1
   (595,424)    1
   (683,296)    1
   (309,324)    1
   (612,366)    1
   (663,299)    1
   [530,180]    1
   (451,425)    1
   (566,403)    1
   (457,390)    1
   (556,276)    1
   [556,251]    1
   (390,284)    1
Max: 11   Min: 1   Avg: 1

Closeness centrality:
   [534,241]    1
   [544,242]    1
   [527,234]    0,989
   [554,242]    0,988
   [518,231]    0,972
   [547,235]    0,966
   [508,231]    0,95
   [539,231]    0,942
   [498,231]    0,924
   [529,231]    0,91
   [556,251]    0,894
   [527,235]    0,894
   [488,231]    0,893
   [478,231]    0,859
   [527,245]    0,851
   [469,228]    0,824
   [477,228]    0,792
   [487,228]    0,75
   [497,228]    0,708
   [507,228]    0,665
   [517,228]    0,621
   [522,227]    0,599
   [522,217]    0,554
   [522,207]    0,511
   [522,197]    0,469
   [523,187]    0,428
   [530,180]    0,389
   (556,276)    0,343
   (584,283)    0,265
   (390,284)    0,174
   (612,366)    0,17
   (595,387)    0,136
   (483,406)    0,126
   (566,403)    0,125
   (457,390)    0,103
   (663,299)    0,082
   (595,424)    0,08
   (683,296)    0,058
   (451,425)    0,044
   (309,324)    0

Betweenness centrality:
   [534,241]    1
   [544,242]    1
   [554,242]    0,98
   [527,234]    0,94
   [518,231]    0,925
   [508,231]    0,905
   [547,235]    0,905
   [498,231]    0,879
   [539,231]    0,879
   [488,231]    0,849
   [529,231]    0,849
   [527,245]    0,842
   [527,235]    0,842
   [478,231]    0,814
   [469,228]    0,774
   [477,228]    0,729
   [487,228]    0,678
   [497,228]    0,623
   [507,228]    0,563
   [517,228]    0,497
   [522,227]    0,427
   [522,217]    0,352
   [522,207]    0,271
   [522,197]    0,186
   [523,187]    0,095
   (584,283)    0
   (483,406)    0
   (595,387)    0
   (595,424)    0
   (683,296)    0
   (309,324)    0
   (612,366)    0
   (663,299)    0
   [530,180]    0
   (451,425)    0
   (566,403)    0
   (457,390)    0
   (556,276)    0
   [556,251]    0
   (390,284)    0
