Total nodes: 41   Frontiers: 13   Edges: 40
Nodes degrees
   [532,284]    11
   [544,251]    4
   [546,270]    3
   [530,203]    2
   [553,187]    2
   [530,237]    2
   [523,254]    2
   [511,232]    2
   [518,239]    2
   [552,240]    2
   [548,241]    2
   [538,241]    2
   [522,208]    2
   [546,260]    2
   [546,194]    2
   [537,244]    2
   [555,245]    2
   [522,247]    2
   [530,247]    2
   [510,223]    2
   [536,231]    2
   [526,231]    2
   [515,215]    2
   [554,249]    2
   [545,233]    2
   [539,277]    2
   [539,201]    2
   (225,302)    1
   (563,355)    1
   (592,425)    1
   (438,370)    1
   (408,242)    1
   (565,400)    1
   [560,180]    1
   (451,424)    1
   (331,360)    1
   (457,390)    1
   (265,264)    1
   (471,421)    1
   (466,322)    1
   (366,252)    1
Max: 11   Min: 1   Avg: 1

Closeness centrality:
   [526,231]    1
   [530,237]    0,998
   [536,231]    0,998
   [537,244]    0,991
   [545,233]    0,991
   [544,251]    0,979
   [552,240]    0,979
   [554,249]    0,964
   [546,260]    0,955
   [555,245]    0,955
   [548,241]    0,935
   [546,270]    0,926
   [538,241]    0,907
   [539,277]    0,89
   [530,247]    0,876
   [532,284]    0,852
   [523,254]    0,842
   [522,247]    0,817
   [518,239]    0,784
   [511,232]    0,745
   [510,223]    0,71
   [515,215]    0,672
   [522,208]    0,633
   [530,203]    0,597
   [539,201]    0,561
   [546,194]    0,524
   [553,187]    0,487
   [560,180]    0,452
   (563,355)    0,434
   (466,322)    0,336
   (565,400)    0,309
   (457,390)    0,256
   (438,370)    0,243
   (592,425)    0,234
   (471,421)    0,21
   (366,252)    0,186
   (408,242)    0,184
   (451,424)    0,178
   (331,360)    0,103
   (265,264)    0,006
   (225,302)    0

Betweenness centrality:
   [544,251]    1
   [526,231]    0,948
   [530,237]    0,945
   [536,231]    0,945
   [537,244]    0,938
   [545,233]    0,938
   [552,240]    0,927
   [554,249]    0,91
   [555,245]    0,889
   [548,241]    0,863
   [546,260]    0,863
   [546,270]    0,86
   [538,241]    0,832
   [532,284]    0,818
   [530,247]    0,796
   [523,254]    0,756
   [539,277]    0,756
   [522,247]    0,711
   [518,239]    0,661
   [511,232]    0,607
   [510,223]    0,547
   [515,215]    0,483
   [522,208]    0,415
   [530,203]    0,341
   [539,201]    0,263
   [546,194]    0,18
   [553,187]    0,092
   (225,302)    0
   (563,355)    0
   (592,425)    0
   (438,370)    0
   (408,242)    0
   (565,400)    0
   [560,180]    0
   (451,424)    0
   (331,360)    0
   (457,390)    0
   (265,264)    0
   (471,421)    0
   (466,322)    0
   (366,252)    0
