Total nodes: 128   Frontiers: 2   Edges: 128
Nodes degrees
   [278,376]    3
   [275,367]    3
   [488,379]    2
   [219,120]    2
   [344,185]    2
   [575,386]    2
   [481,372]    2
   [304,365]    2
   [326,245]    2
   [314,364]    2
   [471,371]    2
   [351,178]    2
   [344,364]    2
   [334,364]    2
   [324,364]    2
   [295,367]    2
   [374,364]    2
   [285,367]    2
   [364,364]    2
   [354,364]    2
   [414,364]    2
   [404,364]    2
   [394,364]    2
   [384,364]    2
   [312,121]    2
   [444,364]    2
   [434,364]    2
   [424,364]    2
   [464,364]    2
   [454,364]    2
   [575,396]    2
   [358,171]    2
   [128,174]    2
   [575,406]    2
   [516,407]    2
   [324,236]    2
   [305,114]    2
   [513,281]    2
   [523,281]    2
   [533,281]    2
   [543,281]    2
   [295,114]    2
   [553,281]    2
   [563,281]    2
   [285,114]    2
   [523,414]    2
   [226,113]    2
   [575,416]    2
   [236,112]    2
   [246,112]    2
   [128,164]    2
   [570,288]    2
   [530,421]    2
   [256,112]    2
   [266,112]    2
   [317,229]    2
   [276,112]    2
   [575,426]    2
   [577,295]    2
   [365,164]    2
   [537,428]    2
   [128,154]    2
   (209,453)    2
   [584,302]    2
   [574,435]    2
   [564,435]    2
   [554,435]    2
   [544,435]    2
   [586,311]    2
   [368,155]    2
   [310,222]    2
   [350,150]    2
   [370,150]    2
   [360,150]    2
   [303,215]    2
   [340,149]    2
   [586,321]    2
   [333,142]    2
   [586,331]    2
   [304,208]    2
   [124,148]    2
   [128,141]    2
   [586,341]    2
   [373,281]    2
   [383,281]    2
   [393,281]    2
   [403,281]    2
   [413,281]    2
   [423,281]    2
   [433,281]    2
   [443,281]    2
   [453,281]    2
   [463,281]    2
   [473,281]    2
   [483,281]    2
   [493,281]    2
   [503,281]    2
   [326,275]    2
   [353,280]    2
   [363,280]    2
   [311,201]    2
   [333,280]    2
   [586,351]    2
   [343,280]    2
   [326,135]    2
   [319,128]    2
   [326,265]    2
   [135,134]    2
   [509,400]    2
   [584,360]    2
   [502,393]    2
   [318,194]    2
   [337,192]    2
   [584,370]    2
   [327,193]    2
   [192,127]    2
   [202,127]    2
   [212,127]    2
   [495,386]    2
   [326,255]    2
   [577,377]    2
   [142,127]    2
   [152,127]    2
   [162,127]    2
   [172,127]    2
   [182,127]    2
   [130,183]    1
   (340,449)    1
Max: 3   Min: 1   Avg: 2

Closeness centrality:
   [285,367]    1
   [275,367]    0,895
   [278,376]    0,796
   (209,453)    0,074
   (340,449)    0

Betweenness centrality:
   [453,281]    1
   [463,281]    1
   [443,281]    1
   [473,281]    1
   [433,281]    0,999
   [483,281]    0,999
   [423,281]    0,997
   [493,281]    0,997
   [413,281]    0,995
   [503,281]    0,995
   [513,281]    0,993
   [403,281]    0,993
   [523,281]    0,99
   [393,281]    0,99
   [533,281]    0,986
   [383,281]    0,986
   [543,281]    0,982
   [373,281]    0,982
   [553,281]    0,978
   [363,280]    0,978
   [563,281]    0,973
   [353,280]    0,973
   [570,288]    0,967
   [343,280]    0,967
   [577,295]    0,961
   [333,280]    0,961
   [584,302]    0,955
   [326,275]    0,955
   [586,311]    0,948
   [326,265]    0,948
   [586,321]    0,94
   [326,255]    0,94
   [326,245]    0,933
   [586,331]    0,933
   [324,236]    0,924
   [586,341]    0,924
   [317,229]    0,915
   [586,351]    0,915
   [310,222]    0,906
   [584,360]    0,906
   [303,215]    0,896
   [584,370]    0,896
   [304,208]    0,885
   [577,377]    0,885
   [575,386]    0,875
   [311,201]    0,875
   [575,396]    0,863
   [318,194]    0,863
   [575,406]    0,851
   [327,193]    0,851
   [575,416]    0,839
   [337,192]    0,839
   [344,185]    0,826
   [575,426]    0,826
   [351,178]    0,812
   [574,435]    0,812
   [358,171]    0,799
   [564,435]    0,799
   [365,164]    0,784
   [554,435]    0,784
   [544,435]    0,769
   [368,155]    0,769
   [537,428]    0,754
   [370,150]    0,754
   [530,421]    0,738
   [360,150]    0,738
   [523,414]    0,722
   [350,150]    0,722
   [516,407]    0,705
   [340,149]    0,705
   [333,142]    0,688
   [509,400]    0,688
   [326,135]    0,67
   [502,393]    0,67
   [319,128]    0,651
   [495,386]    0,651
   [488,379]    0,632
   [312,121]    0,632
   [481,372]    0,613
   [305,114]    0,613
   [471,371]    0,593
   [295,114]    0,593
   [464,364]    0,573
   [285,114]    0,573
   [454,364]    0,552
   [276,112]    0,552
   [444,364]    0,531
   [266,112]    0,531
   [434,364]    0,509
   [256,112]    0,509
   [424,364]    0,487
   [246,112]    0,487
   [414,364]    0,464
   [236,112]    0,464
   [404,364]    0,44
   [226,113]    0,44
   [219,120]    0,417
   [394,364]    0,417
   [384,364]    0,392
   [212,127]    0,392
   [374,364]    0,368
   [202,127]    0,368
   [364,364]    0,342
   [192,127]    0,342
   [354,364]    0,316
   [182,127]    0,316
   [344,364]    0,29
   [172,127]    0,29
   [334,364]    0,263
   [162,127]    0,263
   [324,364]    0,236
   [152,127]    0,236
   [314,364]    0,208
   [142,127]    0,208
   [304,365]    0,18
   [135,134]    0,18
   [295,367]    0,151
   [128,141]    0,151
   [285,367]    0,122
   [124,148]    0,122
   [275,367]    0,093
   [128,154]    0,092
   [128,164]    0,062
   [278,376]    0,031
   [128,174]    0,031
   [130,183]    0
   (209,453)    0
   (340,449)    0
