PB
2;[508,231];2;
2;[527,203];2;
2;[566,194];2;
2;[606,194];2;
2;[646,194];2;
2;[686,194];1;
2;[470,246];2;
2;[442,276];2;
2;[416,297];1;

PB
3;[508,231];2;
3;[527,203];2;
3;[566,194];2;
3;[606,194];2;
3;[646,194];2;
3;[686,194];1;
3;[470,246];2;
3;[442,276];2;
3;[416,297];1;

PB
4;[508,232];2;
4;[527,203];2;
4;[566,194];2;
4;[606,194];2;
4;[646,194];2;
4;[686,194];1;
4;[470,246];2;
4;[442,276];2;
4;[416,297];1;

PB
5;[508,231];2;15.0;
5;[527,203];2;16.0;
5;[566,194];2;15.0;
5;[606,194];2;12.0;
5;[646,194];2;7.0;
5;[686,194];1;0.0;
5;[470,246];2;11.0;
5;[442,276];2;7.0;
5;[416,297];1;0.0;

PB
12;[434,290];2;30.0;
12;[479,399];1;0.0;
12;[497,231];4;39.0;
12;[518,232];4;52.0;
12;[520,343];3;8.0;
12;[523,321];4;55.0;
12;[525,289];3;60.0;
12;[560,379];1;0.0;
12;[546,180];3;42.0;
12;[586,180];2;30.0;
12;[626,180];2;16.0;
12;[666,180];1;0.0;
12;[565,238];2;16.0;
12;[596,245];1;0.0;
12;[463,253];2;42.0;
12;[401,317];2;16.0;
12;[378,331];1;0.0;
12;[531,371];2;0.0;

PB
21;[399,319];1;0.0;
21;[434,290];2;11.0;
21;[481,386];1;0.0;
21;[517,232];4;54.0;
21;[520,343];3;12.0;
21;[523,321];3;29.0;
21;[546,180];2;30.0;
21;[586,180];2;22.0;
21;[626,180];2;12.0;
21;[666,180];1;0.0;
21;[475,245];2;21.0;
21;[563,245];2;0.0;
21;[524,272];3;36.0;
21;[528,368];2;0.0;

PB
27;[434,290];2;30.0;
27;[479,399];1;0.0;
27;[497,231];4;39.0;
27;[518,232];4;52.0;
27;[520,343];3;8.0;
27;[523,321];4;55.0;
27;[525,289];3;60.0;
27;[560,379];1;0.0;
27;[546,180];3;42.0;
27;[586,180];2;30.0;
27;[626,180];2;16.0;
27;[666,180];1;0.0;
27;[565,238];2;16.0;
27;[596,245];1;0.0;
27;[463,253];2;42.0;
27;[401,317];2;16.0;
27;[378,331];1;0.0;
27;[531,371];2;0.0;

PB
33;[434,290];2;40.0;
33;[448,381];1;0.0;
33;[472,368];3;59.0;
33;[472,408];2;19.0;
33;[484,345];3;73.0;
33;[520,337];3;44.0;
33;[524,231];4;140.0;
33;[527,295];4;141.0;
33;[561,295];2;19.0;
33;[570,421];1;0.0;
33;[572,372];3;43.0;
33;[546,180];2;58.0;
33;[586,180];2;40.0;
33;[626,180];2;22.0;
33;[666,180];1;0.0;
33;[483,233];2;51.0;
33;[565,234];2;22.0;
33;[590,238];1;0.0;
33;[593,290];1;0.0;
33;[402,316];2;22.0;
33;[347,329];1;0.0;
33;[524,364];4;60.0;
33;[599,391];1;0.0;
33;[450,442];1;0.0;

PB
34;[434,290];2;40.0;
34;[448,381];1;0.0;
34;[472,368];3;59.0;
34;[472,408];2;19.0;
34;[484,345];3;73.0;
34;[520,337];3;44.0;
34;[524,231];4;140.0;
34;[527,295];4;141.0;
34;[561,295];2;19.0;
34;[570,421];1;0.0;
34;[572,372];3;43.0;
34;[546,180];2;58.0;
34;[586,180];2;40.0;
34;[626,180];2;22.0;
34;[666,180];1;0.0;
34;[483,233];2;51.0;
34;[565,234];2;22.0;
34;[590,238];1;0.0;
34;[593,290];1;0.0;
34;[402,316];2;22.0;
34;[347,329];1;0.0;
34;[524,364];4;60.0;
34;[599,391];1;0.0;
34;[450,442];1;0.0;

PB
38;[434,290];2;40.0;
38;[442,446];1;0.0;
38;[448,381];1;0.0;
38;[472,368];3;57.0;
38;[472,408];2;20.0;
38;[484,345];3;71.0;
38;[520,337];3;40.0;
38;[524,231];4;135.0;
38;[527,295];4;144.0;
38;[556,230];3;22.0;
38;[561,295];2;19.0;
38;[570,421];1;0.0;
38;[572,372];3;43.0;
38;[546,180];3;58.0;
38;[586,180];2;40.0;
38;[626,180];2;22.0;
38;[666,180];1;0.0;
38;[483,233];2;51.0;
38;[590,238];1;0.0;
38;[593,290];1;0.0;
38;[402,316];2;22.0;
38;[347,329];1;0.0;
38;[524,364];4;60.0;
38;[599,391];1;0.0;

PB
41;[341,343];1;0.0;
41;[404,320];3;22.0;
41;[434,290];3;28.0;
41;[442,446];1;0.0;
41;[448,379];1;0.0;
41;[471,410];2;24.0;
41;[473,369];3;79.0;
41;[484,341];4;134.0;
41;[520,337];4;121.0;
41;[524,231];4;146.0;
41;[527,295];4;158.0;
41;[548,332];4;133.0;
41;[568,339];3;130.0;
41;[570,421];1;0.0;
41;[573,367];3;52.0;
41;[546,180];2;78.0;
41;[586,180];2;54.0;
41;[626,180];2;28.0;
41;[666,180];1;0.0;
41;[483,233];2;28.0;
41;[565,234];2;28.0;
41;[590,238];1;0.0;
