Total nodes: 39   Frontiers: 11   Edges: 39
Nodes degrees
   [456,207]    6
   [450,87]    5
   [410,138]    4
   [444,79]    3
   [433,191]    3
   [426,184]    2
   [411,64]    2
   [421,64]    2
   [394,56]    2
   [413,150]    2
   [430,65]    2
   [418,134]    2
   [446,106]    2
   [439,113]    2
   (576,85)    2
   [450,97]    2
   [440,198]    2
   [437,72]    2
   [401,63]    2
   [432,120]    2
   [425,127]    2
   [413,160]    2
   [420,177]    2
   [400,50]    2
   [390,50]    2
   [409,142]    2
   [447,205]    2
   [413,170]    2
   (246,272)    1
   (364,341)    1
   (230,128)    1
   (572,290)    1
   (467,402)    1
   (571,144)    1
   (564,267)    1
   (425,296)    1
   (624,131)    1
   [410,50]    1
   (227,83)    1
Max: 6   Min: 1   Avg: 2

Closeness centrality:
   [418,134]    1
   [410,138]    0,997
   [425,127]    0,997
   [409,142]    0,988
   [432,120]    0,988
   [439,113]    0,973
   [413,150]    0,964
   [446,106]    0,953
   [413,160]    0,933
   [450,97]    0,927
   [450,87]    0,897
   [413,170]    0,897
   [420,177]    0,859
   [444,79]    0,851
   [426,184]    0,82
   [437,72]    0,801
   [433,191]    0,777
   [430,65]    0,751
   [440,198]    0,729
   [421,64]    0,705
   [447,205]    0,681
   [411,64]    0,655
   [456,207]    0,636
   [401,63]    0,605
   [394,56]    0,558
   [390,50]    0,524
   [400,50]    0,478
   [410,50]    0,434
   (425,296)    0,417
   (576,85)    0,258
   (571,144)    0,192
   (564,267)    0,134
   (230,128)    0,119
   (624,131)    0,109
   (572,290)    0,104
   (227,83)    0,103
   (467,402)    0,054
   (246,272)    0,045
   (364,341)    0

Betweenness centrality:
   [410,138]    1
   [418,134]    0,919
   [425,127]    0,916
   [432,120]    0,908
   [439,113]    0,896
   [450,87]    0,885
   [446,106]    0,878
   [409,142]    0,878
   [413,150]    0,855
   [450,97]    0,855
   [413,160]    0,827
   [413,170]    0,794
   [420,177]    0,756
   [426,184]    0,712
   [433,191]    0,684
   [444,79]    0,664
   [437,72]    0,611
   [430,65]    0,552
   [440,198]    0,552
   [421,64]    0,489
   [447,205]    0,489
   [456,207]    0,445
   [411,64]    0,42
   [401,63]    0,346
   [394,56]    0,267
   [390,50]    0,183
   [400,50]    0,094
   (246,272)    0
   (364,341)    0
   (230,128)    0
   (576,85)    0
   (572,290)    0
   (467,402)    0
   (571,144)    0
   (564,267)    0
   (425,296)    0
   (624,131)    0
   [410,50]    0
   (227,83)    0
