Node    [460,50] -> {[467,57]=9,899  }
Node    [389,191] -> {[397,189]=8,246  [382,197]=9,22  }
Node    [382,197] -> {[375,204]=9,899  [389,191]=9,22  }
Node    [375,204] -> {[368,211]=9,899  [382,197]=9,899  }
Node    [368,211] -> {[375,204]=9,899  [361,218]=9,899  }
Node    [361,218] -> {[354,225]=9,899  [368,211]=9,899  }
Node    [354,225] -> {[347,232]=9,899  [361,218]=9,899  }
Node    [347,232] -> {[354,225]=9,899  [340,239]=9,899  }
Node    [340,239] -> {[347,232]=9,899  [333,246]=9,899  }
Node    [333,246] -> {[331,255]=9,22  [340,239]=9,899  }
Node    [331,255] -> {[337,263]=10,0  [333,246]=9,22  }
Node    [337,263] -> {[331,255]=10,0  [344,270]=9,899  }
Node    [344,270] -> {[337,263]=9,899  [351,277]=9,899  }
Node    [351,277] -> {[344,270]=9,899  [356,285]=9,434  }
Node    [356,285] -> {[349,292]=9,899  [351,277]=9,434  }
Node    [349,292] -> {[348,302]=10,05  [356,285]=9,899  }
Node    [348,302] -> {[349,292]=10,05  [348,312]=10,0  }
Node    [348,312] -> {[348,322]=10,0  [348,302]=10,0  }
Node    [348,322] -> {[348,332]=10,0  [348,312]=10,0  }
Node    [348,332] -> {[348,342]=10,0  [348,322]=10,0  }
Node    [348,342] -> {[348,332]=10,0  [348,352]=10,0  }
Node    [348,352] -> {[348,342]=10,0  [348,362]=10,0  }
Node    [348,362] -> {[347,372]=10,05  [348,352]=10,0  }
Node    [347,372] -> {[347,382]=10,0  [348,362]=10,05  }
Node    [347,382] -> {[340,389]=9,899  [347,372]=10,0  }
Node    [340,389] -> {[347,382]=9,899  (571,464)=294,392  (631,418)=339,463  [333,396]=9,899  }
Node    [333,396] -> {[340,389]=9,899  [326,403]=9,899  }
Node    [326,403] -> {(598,405)=308,451  [319,410]=9,899  [333,396]=9,899  }
Node    [319,410] -> {[326,403]=9,899  [313,418]=10,0  }
Node    [313,418] -> {[306,425]=9,899  [319,410]=10,0  }
Node    [306,425] -> {[299,432]=9,899  [313,418]=9,899  }
Node    [299,432] -> {[306,425]=9,899  (221,395)=27,182  (182,422)=124,456  (229,465)=94,799  (183,453)=124,698  }
Node f  [221,395] -> {[299,432]=27,182  }
Node f  [183,453] -> {[299,432]=124,698  }
Node f  [229,465] -> {[299,432]=94,799  }
Node f  [631,418] -> {[340,389]=339,463  }
Node f  [182,422] -> {[299,432]=124,456  }
Node f  [598,405] -> {[326,403]=308,451  }
Node f  [618,449] -> {[340,108]=,0  [310,108]=,0  }
Node f  [571,464] -> {[340,389]=294,392  }
