Node    [460,50] -> {[467,57]=9,899  }
Node    [467,57] -> {[471,65]=8,944  [460,50]=9,899  }
Node    [471,65] -> {[471,75]=10,0  [467,57]=8,944  }
Node    [471,75] -> {[471,65]=10,0  [471,85]=10,0  }
Node    [471,85] -> {[475,94]=9,849  [471,75]=10,0  }
Node    [475,94] -> {[482,101]=9,899  [471,85]=9,849  }
Node    [482,101] -> {[490,107]=10,0  [475,94]=9,899  }
Node    [490,107] -> {[482,101]=10,0  [500,107]=10,0  }
Node    [500,107] -> {[490,107]=10,0  [509,106]=9,055  }
Node    [509,106] -> {[500,107]=9,055  [516,99]=9,899  }
Node    [516,99] -> {[509,106]=9,899  [525,97]=9,22  }
Node    [525,97] -> {[516,99]=9,22  [535,97]=10,0  }
Node    [535,97] -> {[545,96]=10,05  [525,97]=10,0  }
Node    [545,96] -> {[552,89]=9,899  [535,97]=10,05  }
Node    [552,89] -> {[557,81]=9,434  [545,96]=9,899  }
Node    [557,81] -> {[552,89]=9,434  [557,71]=10,0  }
Node    [557,71] -> {[557,81]=10,0  [564,78]=9,899  }
Node    [564,78] -> {[571,85]=9,899  [557,71]=9,899  }
Node    [571,85] -> {[578,92]=9,899  [564,78]=9,899  }
Node    [578,92] -> {[588,93]=10,05  [571,85]=9,899  }
Node    [588,93] -> {[598,93]=10,0  [578,92]=10,05  }
Node    [598,93] -> {[588,93]=10,0  [608,93]=10,0  }
Node    [608,93] -> {[598,93]=10,0  [615,93]=7,0  }
Node    [615,93] -> {[608,93]=7,0  [625,93]=10,0  }
Node    [625,93] -> {[615,93]=10,0  [635,93]=10,0  }
Node    [635,93] -> {[625,93]=10,0  [641,90]=6,708  }
Node    [641,90] -> {[634,83]=9,899  [635,93]=6,708  }
Node    [634,83] -> {[641,90]=9,899  [627,76]=9,899  }
Node    [627,76] -> {[634,83]=9,899  [617,75]=10,05  }
Node    [617,75] -> {[607,75]=10,0  [627,76]=10,05  }
Node    [607,75] -> {[617,75]=10,0  [597,75]=10,0  }
Node    [597,75] -> {[607,75]=10,0  [587,75]=10,0  }
Node    [587,75] -> {[578,77]=9,22  [597,75]=10,0  }
Node    [578,77] -> {[587,75]=9,22  [571,84]=9,899  }
Node    [571,84] -> {[564,91]=9,899  [578,77]=9,899  }
Node    [564,91] -> {[557,98]=9,899  [571,84]=9,899  }
Node    [557,98] -> {[564,91]=9,899  [550,105]=9,899  }
Node    [550,105] -> {[557,98]=9,899  [541,107]=9,22  }
Node    [541,107] -> {[550,105]=9,22  [531,107]=10,0  }
Node    [531,107] -> {[541,107]=10,0  [521,107]=10,0  }
Node    [521,107] -> {[511,107]=10,0  [531,107]=10,0  }
Node    [511,107] -> {[501,107]=10,0  [521,107]=10,0  }
Node    [501,107] -> {[511,107]=10,0  [491,107]=10,0  }
Node    [491,107] -> {[482,103]=9,849  [501,107]=10,0  }
Node    [482,103] -> {[491,107]=9,849  [475,96]=9,899  }
Node    [475,96] -> {[482,103]=9,899  [467,91]=9,434  }
Node    [467,91] -> {[475,96]=9,434  [460,98]=9,899  }
Node    [460,98] -> {[453,105]=9,899  [467,91]=9,899  }
Node    [453,105] -> {[460,98]=9,899  [446,112]=9,899  }
Node    [446,112] -> {[453,105]=9,899  [439,119]=9,899  }
Node    [439,119] -> {[430,122]=9,487  [446,112]=9,899  }
Node    [430,122] -> {[439,119]=9,487  [420,122]=10,0  }
Node    [420,122] -> {[410,122]=10,0  [430,122]=10,0  }
Node    [410,122] -> {[400,122]=10,0  [420,122]=10,0  }
Node    [400,122] -> {[410,122]=10,0  [397,129]=7,616  }
Node    [397,129] -> {[397,139]=10,0  [400,122]=7,616  [394,122]=7,616  }
Node    [397,139] -> {[390,132]=9,899  [397,149]=10,0  [397,129]=10,0  }
Node    [390,132] -> {[397,139]=9,899  [383,125]=9,899  }
Node    [383,125] -> {[376,118]=9,899  [390,132]=9,899  }
Node    [376,118] -> {[369,111]=9,899  [383,125]=9,899  }
Node    [369,111] -> {[360,108]=9,487  [376,118]=9,899  }
Node    [360,108] -> {[350,108]=10,0  [369,111]=9,487  }
Node    [350,108] -> {[340,108]=10,0  [360,108]=10,0  }
Node    [340,108] -> {[350,108]=10,0  [330,108]=10,0  (618,449)=,0  }
Node    [330,108] -> {[340,108]=10,0  [320,108]=10,0  [337,114]=9,22  }
Node    [320,108] -> {[330,108]=10,0  [310,108]=10,0  }
Node    [310,108] -> {[320,108]=10,0  (618,449)=,0  }
Node    [337,114] -> {[330,108]=9,22  [344,121]=9,899  }
Node    [344,121] -> {[337,114]=9,899  [354,122]=10,05  }
Node    [354,122] -> {[364,122]=10,0  [344,121]=10,05  }
Node    [364,122] -> {[374,122]=10,0  [354,122]=10,0  }
Node    [374,122] -> {[364,122]=10,0  [384,122]=10,0  }
Node    [384,122] -> {[374,122]=10,0  [394,122]=10,0  }
Node    [394,122] -> {[384,122]=10,0  [397,129]=7,616  }
Node    [397,149] -> {[397,159]=10,0  [397,139]=10,0  }
Node    [397,159] -> {[397,169]=10,0  [397,149]=10,0  }
Node    [397,169] -> {[397,159]=10,0  [397,179]=10,0  }
Node    [397,179] -> {[397,189]=10,0  [397,169]=10,0  }
Node    [397,189] -> {[389,191]=8,246  [397,179]=10,0  }
