Total nodes: 41   Frontiers: 13   Edges: 41
Nodes degrees
   [461,262]    9
   [414,133]    4
   [468,255]    4
   [473,247]    3
   [414,173]    3
   [473,217]    2
   [427,185]    2
   [441,65]    2
   [452,199]    2
   [418,181]    2
   [443,195]    2
   [441,95]    2
   [439,104]    2
   [414,163]    2
   [473,227]    2
   (348,359)    2
   [414,143]    2
   [468,209]    2
   [432,111]    2
   [425,118]    2
   [441,85]    2
   [435,191]    2
   [418,125]    2
   [437,57]    2
   [414,153]    2
   [473,237]    2
   [441,75]    2
   [460,203]    2
   (229,88)    1
   (262,251)    1
   (569,290)    1
   (435,437)    1
   (631,110)    1
   (632,242)    1
   (629,94)    1
   (372,293)    1
   (493,429)    1
   [430,50]    1
   (615,273)    1
   (574,234)    1
   (228,126)    1
Max: 9   Min: 1   Avg: 2

Closeness centrality:
   [435,191]    1
   [443,195]    0,998
   [427,185]    0,998
   [452,199]    0,991
   [418,181]    0,991
   [460,203]    0,982
   [414,173]    0,982
   [468,209]    0,967
   [414,163]    0,962
   [473,217]    0,949
   [414,153]    0,94
   [473,227]    0,927
   [414,143]    0,914
   [473,237]    0,902
   [414,133]    0,885
   [473,247]    0,874
   [418,125]    0,852
   [468,255]    0,842
   [425,118]    0,813
   [461,262]    0,802
   [432,111]    0,774
   [439,104]    0,735
   [441,95]    0,698
   [441,85]    0,659
   [441,75]    0,62
   [441,65]    0,582
   [437,57]    0,549
   [430,50]    0,513
   (569,290)    0,393
   (574,234)    0,355
   (372,293)    0,309
   (615,273)    0,294
   (493,429)    0,239
   (229,88)    0,223
   (228,126)    0,222
   (435,437)    0,219
   (632,242)    0,171
   (348,359)    0,16
   (262,251)    0,154
   (629,94)    0,105
   (631,110)    0

Betweenness centrality:
   [414,173]    1
   [435,191]    0,983
   [427,185]    0,98
   [443,195]    0,98
   [452,199]    0,973
   [418,181]    0,973
   [460,203]    0,961
   [468,209]    0,943
   [473,217]    0,921
   [414,163]    0,921
   [473,227]    0,894
   [414,153]    0,894
   [414,133]    0,877
   [414,143]    0,862
   [473,237]    0,862
   [473,247]    0,853
   [468,255]    0,759
   [418,125]    0,686
   [425,118]    0,629
   [461,262]    0,619
   [432,111]    0,568
   [439,104]    0,501
   [441,95]    0,43
   [441,85]    0,354
   [441,75]    0,273
   [441,65]    0,187
   [437,57]    0,096
   (229,88)    0
   (262,251)    0
   (569,290)    0
   (435,437)    0
   (631,110)    0
   (632,242)    0
   (629,94)    0
   (372,293)    0
   (493,429)    0
   (348,359)    0
   [430,50]    0
   (615,273)    0
   (574,234)    0
   (228,126)    0
