Total nodes: 65   Frontiers: 2   Edges: 64
Nodes degrees
   [362,281]    3
   [304,215]    2
   [146,145]    2
   [356,150]    2
   [344,185]    2
   [344,123]    2
   [315,211]    2
   [305,211]    2
   [351,178]    2
   [128,217]    2
   [164,123]    2
   [325,246]    2
   [146,185]    2
   [150,137]    2
   [142,203]    2
   [171,116]    2
   [363,143]    2
   [146,175]    2
   [332,281]    2
   [342,281]    2
   [337,116]    2
   [325,236]    2
   [352,281]    2
   [323,206]    2
   [135,210]    2
   [125,211]    2
   [308,114]    2
   [318,114]    2
   [146,195]    2
   [288,114]    2
   [298,114]    2
   [179,112]    2
   [278,114]    2
   [325,276]    2
   [189,112]    2
   [157,130]    2
   [328,114]    2
   [330,199]    2
   [229,112]    2
   [370,136]    2
   [239,112]    2
   [125,191]    2
   [249,112]    2
   [199,112]    2
   [146,165]    2
   [209,112]    2
   [351,168]    2
   [219,112]    2
   [351,130]    2
   [259,112]    2
   [269,112]    2
   [318,229]    2
   [325,266]    2
   [370,132]    2
   [360,132]    2
   [124,220]    2
   [351,158]    2
   [325,256]    2
   [125,201]    2
   [146,155]    2
   [337,192]    2
   [311,222]    2
   (582,156)    1
   [130,183]    1
   (556,281)    1
Max: 3   Min: 1   Avg: 1
Degree computed in 1 ms

Closeness centrality:
   [352,281]    0,0034
   [362,281]    0,0033
   (556,281)    0,00157
   (582,156)    0,00139
Closeness computed in 248777 ms

Betweenness centrality:
   [352,281]    247
   [362,281]    189
   (556,281)    0
   (582,156)    0
Betweenness computed in 2 ms
