Total nodes: 66   Frontiers: 3   Edges: 67
Nodes degrees
   [431,281]    4
   [441,281]    4
   [350,150]    2
   [370,150]    2
   [360,150]    2
   [303,215]    2
   [340,149]    2
   [219,120]    2
   [344,185]    2
   [326,245]    2
   [351,178]    2
   [312,121]    2
   (582,327)    2
   [333,142]    2
   [304,208]    2
   [358,171]    2
   [332,283]    2
   [342,283]    2
   [128,174]    2
   [124,148]    2
   [128,141]    2
   [352,283]    2
   [362,283]    2
   (582,233)    2
   [324,236]    2
   [371,281]    2
   [381,281]    2
   [391,281]    2
   [401,281]    2
   [411,281]    2
   [421,281]    2
   [305,114]    2
   [326,275]    2
   [295,114]    2
   [285,114]    2
   [226,113]    2
   [236,112]    2
   [311,201]    2
   [246,112]    2
   [128,164]    2
   [326,135]    2
   [319,128]    2
   [256,112]    2
   [266,112]    2
   [317,229]    2
   [276,112]    2
   [326,265]    2
   [135,134]    2
   [365,164]    2
   [128,154]    2
   [318,194]    2
   [337,192]    2
   [327,193]    2
   [192,127]    2
   [202,127]    2
   [212,127]    2
   [326,255]    2
   [142,127]    2
   [152,127]    2
   [162,127]    2
   [172,127]    2
   [182,127]    2
   [368,155]    2
   [310,222]    2
   (592,126)    1
   [130,183]    1
Max: 4   Min: 1   Avg: 2
Degree computed in 0 ms

Closeness centrality:
   [421,281]    0.00346
   [431,281]    0.00336
   [441,281]    0.00327
   (582,327)    0.00216
   (582,233)    0.00215
   (592,126)    0.00117
Closeness computed in 260179 ms

Betweenness centrality:
   [421,281]    365
   [431,281]    309
   [441,281]    235
   (592,126)    0
   (582,233)    0
   (582,327)    0
Betweenness computed in 5 ms
