Total nodes: 66   Frontiers: 3   Edges: 74
Nodes degrees
   (530,159)    9
   [325,266]    4
   [318,259]    4
   [318,217]    3
   [304,245]    3
   [325,210]    3
   [297,238]    3
   [304,231]    3
   [311,224]    3
   [311,252]    3
   [194,121]    2
   [196,181]    2
   [144,146]    2
   [336,185]    2
   [353,152]    2
   [200,179]    2
   [326,123]    2
   [197,151]    2
   [360,145]    2
   [200,149]    2
   (583,160)    2
   [212,117]    2
   [200,139]    2
   [336,175]    2
   [149,138]    2
   [197,171]    2
   [309,116]    2
   [319,116]    2
   [367,138]    2
   [289,116]    2
   [299,116]    2
   [279,116]    2
   [332,203]    2
   [153,119]    2
   [197,141]    2
   [160,112]    2
   [149,128]    2
   [198,131]    2
   [339,166]    2
   [230,112]    2
   [200,129]    2
   [240,112]    2
   [250,112]    2
   [220,112]    2
   [333,130]    2
   [187,114]    2
   [260,112]    2
   [270,112]    2
   [336,195]    2
   [200,169]    2
   [372,132]    2
   [352,132]    2
   [362,132]    2
   [200,199]    2
   [342,132]    2
   [137,153]    2
   [200,189]    2
   [205,124]    2
   [169,109]    2
   [179,109]    2
   [346,159]    2
   [200,159]    2
   [197,161]    2
   [196,191]    2
   (561,282)    1
   [130,160]    1
Max: 9   Min: 1   Avg: 2
Degree computed in 1 ms

Closeness centrality:
   [332,203]    0,00418
   [325,210]    0,00407
   [318,217]    0,00396
   [311,224]    0,00385
   [304,231]    0,00374
   [297,238]    0,00363
   [304,245]    0,00353
   [311,252]    0,00342
   [318,259]    0,00332
   [325,266]    0,00322
   (530,159)    0,00213
   (561,282)    0,00182
   (583,160)    0,00139
Closeness computed in 243566 ms

Betweenness centrality:
   [332,203]    701
   [325,210]    663
   [318,217]    567
   [311,224]    519
   [304,231]    469
   [297,238]    417
   [304,245]    363
   [311,252]    307
   [318,259]    251
   [325,266]    129
   (561,282)    0
   (530,159)    0
   (583,160)    0
Betweenness computed in 9 ms
