Total nodes: 41   Frontiers: 13   Edges: 102
Nodes degrees
   (229,88)    18
   (228,126)    18
   (629,94)    14
   [461,262]    14
   [468,255]    10
   [473,247]    8
   (569,290)    8
   [473,237]    8
   [473,217]    6
   [473,227]    6
   [468,209]    6
   [460,203]    6
   [427,185]    5
   [452,199]    5
   [418,181]    5
   [443,195]    5
   [435,191]    5
   [414,173]    5
   [414,133]    4
   (632,242)    4
   [414,163]    4
   [414,143]    4
   [414,153]    4
   (574,234)    4
   [441,65]    2
   [441,95]    2
   [439,104]    2
   (348,359)    2
   [432,111]    2
   [425,118]    2
   [441,85]    2
   [418,125]    2
   (615,273)    2
   [437,57]    2
   [441,75]    2
   (262,251)    1
   (435,437)    1
   (631,110)    1
   (372,293)    1
   (493,429)    1
   [430,50]    1
Max: 18   Min: 1   Avg: 4

Closeness centrality:
   [435,191]    1
   [443,195]    0,998
   [427,185]    0,998
   [452,199]    0,991
   [418,181]    0,991
   [460,203]    0,982
   [414,173]    0,981
   [468,209]    0,966
   [414,163]    0,962
   [473,217]    0,949
   [414,153]    0,939
   [473,227]    0,925
   [414,143]    0,91
   [473,237]    0,899
   [414,133]    0,88
   [473,247]    0,866
   [418,125]    0,846
   [468,255]    0,835
   [425,118]    0,807
   [461,262]    0,797
   [432,111]    0,768
   [439,104]    0,729
   [441,95]    0,693
   [441,85]    0,653
   [441,75]    0,615
   [441,65]    0,577
   [437,57]    0,544
   [430,50]    0,509
   (569,290)    0,427
   (574,234)    0,361
   (372,293)    0,306
   (615,273)    0,292
   (493,429)    0,236
   (229,88)    0,234
   (228,126)    0,232
   (435,437)    0,217
   (632,242)    0,191
   (348,359)    0,158
   (262,251)    0,152
   (629,94)    0,107
   (631,110)    0

Betweenness centrality:
   [435,191]    1
   [427,185]    0,997
   [443,195]    0,997
   [452,199]    0,99
   [418,181]    0,99
   [414,173]    0,984
   [460,203]    0,977
   [414,163]    0,961
   [468,209]    0,958
   [473,217]    0,935
   [414,153]    0,932
   [473,227]    0,839
   [473,237]    0,802
   [414,133]    0,784
   [414,143]    0,773
   [418,125]    0,727
   [425,118]    0,667
   [473,247]    0,62
   [432,111]    0,602
   [468,255]    0,586
   [439,104]    0,531
   [461,262]    0,497
   [441,95]    0,456
   [441,85]    0,375
   [441,75]    0,289
   [441,65]    0,198
   [437,57]    0,102
   (229,88)    0
   (262,251)    0
   (569,290)    0
   (435,437)    0
   (631,110)    0
   (632,242)    0
   (629,94)    0
   (372,293)    0
   (493,429)    0
   (348,359)    0
   [430,50]    0
   (615,273)    0
   (574,234)    0
   (228,126)    0
