Total nodes: 39   Frontiers: 11   Edges: 121
Nodes degrees
   (571,144)    22
   (576,85)    20
   (624,131)    18
   (230,128)    12
   [456,207]    12
   (227,83)    12
   [447,205]    9
   [440,198]    8
   [433,191]    8
   [426,184]    7
   [413,150]    7
   [418,134]    7
   [413,160]    7
   [420,177]    7
   [409,142]    7
   [413,170]    7
   [410,138]    7
   [446,106]    5
   [439,113]    5
   [450,97]    5
   [432,120]    5
   [450,87]    5
   [425,127]    5
   (246,272)    4
   [437,72]    4
   [444,79]    4
   [421,64]    3
   [430,65]    3
   [411,64]    2
   [394,56]    2
   (572,290)    2
   [401,63]    2
   [400,50]    2
   [390,50]    2
   (364,341)    1
   (467,402)    1
   (564,267)    1
   (425,296)    1
   [410,50]    1
Max: 22   Min: 1   Avg: 6

Closeness centrality:
   [418,134]    1
   [425,127]    0,997
   [410,138]    0,996
   [409,142]    0,989
   [432,120]    0,988
   [439,113]    0,973
   [413,150]    0,968
   [446,106]    0,952
   [413,160]    0,936
   [450,97]    0,925
   [413,170]    0,9
   [450,87]    0,888
   [420,177]    0,861
   [444,79]    0,842
   [426,184]    0,822
   [437,72]    0,793
   [433,191]    0,779
   [430,65]    0,743
   [440,198]    0,731
   [421,64]    0,699
   [447,205]    0,683
   [411,64]    0,649
   [456,207]    0,637
   [401,63]    0,6
   [394,56]    0,553
   [390,50]    0,519
   [400,50]    0,474
   [410,50]    0,43
   (425,296)    0,417
   (576,85)    0,271
   (571,144)    0,212
   (564,267)    0,133
   (230,128)    0,124
   (624,131)    0,123
   (572,290)    0,109
   (227,83)    0,108
   (467,402)    0,054
   (246,272)    0,047
   (364,341)    0

Betweenness centrality:
   [413,150]    1
   [418,134]    0,982
   [425,127]    0,978
   [432,120]    0,969
   [413,160]    0,967
   [439,113]    0,954
   [413,170]    0,929
   [446,106]    0,888
   [420,177]    0,884
   [410,138]    0,863
   [409,142]    0,848
   [426,184]    0,833
   [450,97]    0,786
   [450,87]    0,783
   [433,191]    0,777
   [444,79]    0,75
   [437,72]    0,693
   [440,198]    0,646
   [430,65]    0,625
   [421,64]    0,571
   [447,205]    0,571
   [411,64]    0,491
   [456,207]    0,423
   [401,63]    0,405
   [394,56]    0,312
   [390,50]    0,214
   [400,50]    0,11
   (246,272)    0
   (364,341)    0
   (230,128)    0
   (576,85)    0
   (572,290)    0
   (467,402)    0
   (571,144)    0
   (564,267)    0
   (425,296)    0
   (624,131)    0
   [410,50]    0
   (227,83)    0
