Total nodes: 39   Frontiers: 11   Edges: 67
Nodes degrees
   [634,83]    12
   (221,127)    12
   (219,81)    11
   [641,90]    9
   [635,93]    6
   [625,93]    5
   [578,92]    4
   [588,93]    4
   [598,93]    4
   [571,85]    4
   [608,93]    4
   [615,93]    4
   [564,78]    4
   (263,240)    4
   [557,71]    3
   (437,293)    3
   [500,107]    2
   [490,107]    2
   (598,284)    2
   [471,65]    2
   [509,106]    2
   (459,406)    2
   [475,94]    2
   [545,96]    2
   [471,85]    2
   [525,97]    2
   [535,97]    2
   [482,101]    2
   [552,89]    2
   [557,81]    2
   [471,75]    2
   (233,290)    2
   [467,57]    2
   [516,99]    2
   (392,301)    1
   (186,283)    1
   [460,50]    1
   (345,420)    1
   (596,235)    1
Max: 12   Min: 1   Avg: 3

Closeness centrality:
   [571,85]    1
   [578,92]    0,998
   [564,78]    0,997
   [588,93]    0,99
   [557,71]    0,99
   [598,93]    0,98
   [557,81]    0,98
   [552,89]    0,967
   [608,93]    0,966
   [615,93]    0,955
   [545,96]    0,951
   [625,93]    0,936
   [535,97]    0,932
   [635,93]    0,912
   [525,97]    0,911
   [641,90]    0,894
   [516,99]    0,89
   [509,106]    0,865
   [634,83]    0,865
   [500,107]    0,842
   [490,107]    0,814
   [482,101]    0,786
   [475,94]    0,757
   [471,85]    0,727
   [471,75]    0,697
   [471,65]    0,666
   [467,57]    0,639
   [460,50]    0,609
   (221,127)    0,151
   (219,81)    0,144
   (437,293)    0,079
   (263,240)    0,061
   (233,290)    0,029
   (392,301)    0,029
   (596,235)    0,016
   (598,284)    0,014
   (186,283)    0,008
   (459,406)    0,006
   (345,420)    0

Betweenness centrality:
   [557,71]    1
   [578,92]    0,98
   [557,81]    0,98
   [588,93]    0,966
   [564,78]    0,966
   [552,89]    0,955
   [598,93]    0,946
   [571,85]    0,923
   [545,96]    0,923
   [608,93]    0,92
   [615,93]    0,889
   [535,97]    0,886
   [625,93]    0,855
   [525,97]    0,844
   [516,99]    0,795
   [509,106]    0,741
   [635,93]    0,736
   [500,107]    0,682
   [641,90]    0,625
   [490,107]    0,616
   [482,101]    0,545
   [634,83]    0,506
   [475,94]    0,469
   [471,85]    0,386
   [471,75]    0,298
   [471,65]    0,205
   [467,57]    0,105
   (598,284)    0
   (459,406)    0
   (219,81)    0
   (392,301)    0
   (263,240)    0
   (186,283)    0
   [460,50]    0
   (437,293)    0
   (221,127)    0
   (345,420)    0
   (596,235)    0
   (233,290)    0
