Total nodes: 126   Frontiers: 3   Edges: 126
Nodes degrees
   [265,299]    4
   [275,299]    3
   [571,381]    2
   [570,381]    2
   [543,187]    2
   [664,388]    2
   [666,385]    2
   [571,391]    2
   [570,391]    2
   [530,261]    2
   [666,395]    2
   [536,194]    2
   [664,398]    2
   [571,401]    2
   [570,401]    2
   [530,271]    2
   [666,405]    2
   [574,407]    2
   [660,406]    2
   [584,407]    2
   [529,201]    2
   [593,409]    2
   [574,410]    2
   [530,281]    2
   [666,415]    2
   [653,413]    2
   [600,416]    2
   [581,417]    2
   [562,285]    2
   [646,420]    2
   [481,341]    2
   [554,287]    2
   [534,288]    2
   [544,288]    2
   [637,423]    2
   [627,423]    2
   [617,423]    2
   [607,423]    2
   [530,291]    2
   [666,425]    2
   [555,292]    2
   [509,336]    2
   [499,336]    2
   [489,336]    2
   [522,208]    2
   [588,424]    2
   [607,427]    2
   [546,295]    2
   [474,334]    2
   [527,295]    2
   [536,295]    2
   [597,426]    2
   [528,296]    2
   [467,327]    2
   [530,301]    2
   [624,435]    2
   [634,435]    2
   [532,303]    2
   [535,303]    2
   [614,434]    2
   (231,446)    2
   [644,435]    2
   [666,435]    2
   [460,320]    2
   [328,316]    2
   [348,316]    2
   [338,316]    2
   [358,316]    2
   [378,316]    2
   [368,316]    2
   [536,308]    2
   [517,216]    2
   [652,439]    2
   [298,316]    2
   [318,316]    2
   [308,316]    2
   [539,310]    2
   [542,310]    2
   [451,317]    2
   [388,315]    2
   [431,317]    2
   [441,317]    2
   [661,443]    2
   [543,315]    2
   [424,310]    2
   [291,309]    2
   [546,317]    2
   [547,318]    2
   [395,308]    2
   [415,308]    2
   [405,308]    2
   [550,322]    2
   [554,323]    2
   [554,325]    2
   [284,302]    2
   [517,226]    2
   [557,329]    2
   [561,330]    2
   [561,332]    2
   [549,336]    2
   [539,336]    2
   [529,336]    2
   [519,336]    2
   [558,338]    2
   [568,339]    2
   [565,345]    2
   [521,235]    2
   [572,347]    2
   [572,352]    2
   [572,357]    2
   [528,242]    2
   [572,362]    2
   [588,367]    2
   [578,367]    2
   [572,367]    2
   [596,371]    2
   [571,371]    2
   [570,371]    2
   [579,374]    2
   [665,378]    2
   [588,376]    2
   [598,376]    2
   [530,251]    2
   (104,242)    1
   (263,418)    1
   [550,180]    1
Max: 4   Min: 1   Avg: 2
Degree computed in 1 ms

Closeness centrality:
   [284,302]    1,764
   [265,299]    1,737
   (263,418)    1,737
   [275,299]    1,737
   (231,446)    1,737
   (104,242)    1,233
Closeness computed in 452 ms

Betweenness centrality:
   [284,302]    725
   [275,299]    609
   [265,299]    372
   (231,446)    366
   (104,242)    0
   (263,418)    0
Betweenness computed in 36 ms
